Region,Resource,Zone,Cluster,AnnualSum
TRE,TRE_offshorewind_class3_moderate_fixed_0_1,1,1,1.6108085019759208
TRE,TRE_offshorewind_class3_moderate_fixed_0_2,1,2,1.7433225823474185
TRE,TRE_offshorewind_class12_moderate_floating_0_1,1,1,1.283650710338965
TRE,TRE_offshorewind_class12_moderate_floating_0_2,1,2,1.415887232683925
TRE_WEST,TRE_WEST_naturalgas_ccccsavgcf_conservative_0,2,0,36.618082427002605
TRE_WEST,TRE_WEST_naturalgas_ccavgcf_moderate_0,2,0,137.01732284862257
TRE_WEST,TRE_WEST_naturalgas_ctavgcf_moderate_0,2,0,33.861644940355205
TRE_WEST,TRE_WEST_battery_moderate_0,2,0,64.4741287511585
TRE_WEST,TRE_WEST_nuclear_nuclear_moderate_0,2,0,17.578648640662426
TRE_WEST,TRE_WEST_geothermal_hydroflash_moderate_0,2,0,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_0,2,0,19.642608957897266
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_1,2,1,6.570372872926839e7
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_2,2,2,10.546109437336114
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_3,2,3,4.540216211968046
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_4,2,4,6.814189635960561
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_5,2,5,8.348987716523245
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_6,2,6,1.6953960418628842
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_7,2,7,3.1386646837781593
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_8,2,8,1.5694675122011665
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_0,2,0,23.019988811478605
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_1,2,1,2.3436607882442448e8
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_2,2,2,31.610922971354572
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_3,2,3,7.227384875861331
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_4,2,4,7.111256121990392
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_5,2,5,7.590249475570242
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_6,2,6,4.481178271113813
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_7,2,7,4.017115660204357
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_8,2,8,3.8203987604546015
TRE,TRE_trans_light_duty_1,1,1,6.775961620051197e8
TRE_WEST,TRE_WEST_trans_light_duty_1,2,1,3.232683981630656e7
TRE,TRE_comm_water_heat_1,1,1,1.3625174240406638e7
TRE_WEST,TRE_WEST_comm_water_heat_1,2,1,660316.5743613552
TRE,TRE_res_water_heat_1,1,1,4.810144891371576e7
TRE_WEST,TRE_WEST_res_water_heat_1,2,1,2.3618026458079494e6
TRE,TRE_comm_space_heat_cool_1,1,1,1.011889263398591e8
TRE_WEST,TRE_WEST_comm_space_heat_cool_1,2,1,4.843706180363763e6
TRE,TRE_res_space_heat_cool_1,1,1,2.931215144728818e8
TRE_WEST,TRE_WEST_res_space_heat_cool_1,2,1,1.4083753585259054e7
