Resource,RE_DAC_1,RE_DAC_2,RE_DAC_1,RE_DAC_2,RE_DAC_1,RE_DAC_2
x200,195.99287291112142,0.0,160.59616676663796,0.0,35.39670614448347,0.0
x201,195.99287290846775,0.0,160.59616676446353,0.0,35.396706144004206,0.0
x202,195.9928729096026,0.0,160.59616676539343,0.0,35.39670614420916,0.0
x203,195.99287290983014,0.0,160.59616676557988,0.0,35.39670614425025,0.0
x204,195.99287643974006,0.0,160.596169657981,0.0,35.39670678175907,0.0
x205,195.9928764388419,0.0,160.59616965724504,0.0,35.39670678159686,0.0
x206,195.99287643837602,0.0,160.59616965686328,0.0,35.39670678151272,0.0
x207,195.99287643742255,0.0,160.59616965608203,0.0,35.39670678134053,0.0
x208,195.99287643958974,0.0,160.5961696578578,0.0,35.39670678173192,0.0
x209,195.99287644157607,0.0,160.5961696594854,0.0,35.396706782090654,0.0
x210,195.99286041128417,0.0,160.5961565242964,0.0,35.39670388698777,0.0
x211,195.9928604110682,0.0,160.59615652411944,0.0,35.39670388694877,0.0
x212,195.9928597874322,0.0,160.59615601311333,0.0,35.39670377431885,0.0
x213,195.99286006085626,0.0,160.59615623715646,0.0,35.39670382369979,0.0
x214,195.99286010509047,0.0,160.5961562734019,0.0,35.396703831688576,0.0
x215,195.99286012222768,0.0,160.5961562874441,0.0,35.396703834783594,0.0
x216,195.9928601313256,0.0,160.5961562948989,0.0,35.396703836426695,0.0
x217,195.99286013296273,0.0,160.59615629624037,0.0,35.39670383672237,0.0
x218,195.9928681777375,0.0,160.59616288811267,0.0,35.39670528962483,0.0
x219,195.9928681794787,0.0,160.5961628895394,0.0,35.39670528993929,0.0
x220,195.99286817597184,0.0,160.59616288666587,0.0,35.39670528930594,0.0
x221,195.99286817247966,0.0,160.59616288380442,0.0,35.39670528867526,0.0
x222,195.9928681688341,0.0,160.59616288081722,0.0,35.396705288016854,0.0
x223,195.9928681455519,0.0,160.59616286173986,0.0,35.39670528381205,0.0
x224,195.99286007690438,0.0,160.59615625030625,0.0,35.39670382659811,0.0
x225,195.99286813459378,0.0,160.59616285276078,0.0,35.396705281832986,0.0
x226,195.99287641613896,0.0,160.5961696386423,0.0,35.39670677749667,0.0
x227,195.9928764133778,0.0,160.59616963637978,0.0,35.396706776997995,0.0
x228,195.9928764115605,0.0,160.5961696348907,0.0,35.39670677666979,0.0
x229,195.9928764077123,0.0,160.5961696317375,0.0,35.39670677597479,0.0
x230,195.99287640372884,0.0,160.59616962847346,0.0,35.396706775255375,0.0
x231,195.99287639928286,0.0,160.59616962483042,0.0,35.39670677445242,0.0
x232,195.9928763897752,0.0,160.59616961703986,0.0,35.396706772735314,0.0
x233,195.99287272458525,0.0,160.5961666137906,0.0,35.39670611079465,0.0
x234,195.99286732758733,0.0,160.59616219150132,0.0,35.396705136086005,0.0
x235,18.188496132053658,0.0,14.903617231950319,0.0,3.2848789001033354,0.0
x236,195.99286147008036,0.0,160.59615739187186,0.0,35.39670407820849,0.0
x237,195.99286783154383,0.0,160.59616260444227,0.0,35.396705227101556,0.0
x238,195.99286796819072,0.0,160.59616271641048,0.0,35.39670525178026,0.0
x239,195.99286803158398,0.0,160.59616276835476,0.0,35.396705263229215,0.0
x240,195.99286807098534,0.0,160.59616280064017,0.0,35.39670527034517,0.0
x241,195.9928680956361,0.0,160.59616282083894,0.0,35.39670527479716,0.0
x242,195.99286920770206,0.0,160.59616373206356,0.0,35.39670547563849,0.0
x243,195.99286978775058,0.0,160.59616420735415,0.0,35.39670558039642,0.0
x244,195.9928697936472,0.0,160.59616421218584,0.0,35.39670558146136,0.0
x245,195.99286979852613,0.0,160.5961642161836,0.0,35.396705582342506,0.0
x246,195.99286980303023,0.0,160.59616421987425,0.0,35.396705583155956,0.0
x247,195.992866279921,0.0,160.59616133304564,0.0,35.39670494687536,0.0
x248,195.99286626241735,0.0,160.59616131870317,0.0,35.39670494371416,0.0
x249,195.99286979965186,0.0,160.59616421710604,0.0,35.39670558254582,0.0
x250,195.9928764132621,0.0,160.59616963628503,0.0,35.396706776977105,0.0
x251,195.9928764121471,0.0,160.59616963537135,0.0,35.39670677677573,0.0
x252,195.99287641222966,0.0,160.596169635439,0.0,35.39670677679064,0.0
x253,195.9928764111253,0.0,160.5961696345341,0.0,35.39670677659119,0.0
x254,195.99287641118235,0.0,160.59616963458086,0.0,35.39670677660149,0.0
x255,195.9928764121521,0.0,160.59616963537547,0.0,35.39670677677663,0.0
x256,195.99287641178594,0.0,160.59616963507543,0.0,35.3967067767105,0.0
x257,195.99287641295615,0.0,160.5961696360343,0.0,35.39670677692184,0.0
x258,195.99287641497762,0.0,160.5961696376907,0.0,35.39670677728692,0.0
x259,195.99287641628362,0.0,160.5961696387608,0.0,35.39670677752279,0.0
x260,195.99287641733278,0.0,160.5961696396205,0.0,35.39670677771227,0.0
x261,195.99287641817364,0.0,160.5961696403095,0.0,35.39670677786413,0.0
x262,195.99287641765187,0.0,160.59616963988196,0.0,35.3967067777699,0.0
x263,195.9928764175844,0.0,160.59616963982668,0.0,35.396706777757714,0.0
x264,195.99287641802763,0.0,160.59616964018986,0.0,35.396706777837764,0.0
x265,195.9928764169509,0.0,160.5961696393076,0.0,35.3967067776433,0.0
x266,195.9928764160202,0.0,160.59616963854498,0.0,35.39670677747522,0.0
x267,195.99287641571792,0.0,160.59616963829728,0.0,35.396706777420626,0.0
x268,195.99287641337028,0.0,160.59616963637365,0.0,35.39670677699664,0.0
x269,195.9928764103041,0.0,160.59616963386122,0.0,35.396706776442876,0.0
x270,195.9928726771768,0.0,160.5961665749442,0.0,35.3967061022326,0.0
x271,195.9928581949319,0.0,160.59615470822177,0.0,35.3967034867101,0.0
x272,18.188680521233152,0.0,14.903768320073986,0.0,3.2849122011591643,0.0
x273,195.9928569051126,0.0,160.59615365134644,0.0,35.396703253766155,0.0
x274,195.99287636317163,0.0,160.59616959524098,0.0,35.39670676793066,0.0
x275,195.99287637844515,0.0,160.59616960775605,0.0,35.396706770689086,0.0
x276,195.99287638689077,0.0,160.59616961467637,0.0,35.39670677221439,0.0
x277,195.9928763912093,0.0,160.596169618215,0.0,35.39670677299432,0.0
x278,195.992876394681,0.0,160.5961696210597,0.0,35.39670677362131,0.0
x279,195.99287639892563,0.0,160.5961696245377,0.0,35.3967067743879,0.0
x280,195.99287640139264,0.0,160.59616962655917,0.0,35.39670677483345,0.0
x281,195.99287617720503,0.0,160.59616944286032,0.0,35.39670673434472,0.0
x282,195.9928680446289,0.0,160.59616277904374,0.0,35.39670526558515,0.0
x283,195.99284296813082,0.0,160.59614223141153,0.0,35.396700736719275,0.0
x284,195.99284111030178,0.0,160.59614070911016,0.0,35.39670040119162,0.0
x285,195.9928613187238,0.0,160.59615726785063,0.0,35.3967040508732,0.0
x286,195.9928613191729,0.0,160.5961572682186,0.0,35.396704050954305,0.0
x287,195.9928612897776,0.0,160.59615724413217,0.0,35.39670404564545,0.0
x288,195.99286125084512,0.0,160.59615721223096,0.0,35.39670403861417,0.0
x289,195.9928611980901,0.0,160.5961571690036,0.0,35.39670402908651,0.0
x290,195.99286112749257,0.0,160.59615711115612,0.0,35.39670401633645,0.0
x291,195.99286102224517,0.0,160.59615702491658,0.0,35.39670399732855,0.0
x292,195.99286085076008,0.0,160.5961568844021,0.0,35.396703966358004,0.0
x293,195.9928605496677,0.0,160.59615663768759,0.0,35.39670391198012,0.0
x294,195.99282952093156,0.0,160.59613121280344,0.0,35.3966983081281,0.0
x295,195.99279884223083,0.0,160.5961060747376,0.0,35.396692767493185,0.0
x296,18.188034108610704,0.0,14.903238650868303,0.0,3.2847954577424012,0.0
x297,195.99281790869006,0.0,160.59612169775608,0.0,35.39669621093399,0.0
x298,195.99286748751732,0.0,160.59616232254763,0.0,35.39670516496968,0.0
x299,195.99286771329594,0.0,160.5961625075502,0.0,35.396705205745754,0.0
x300,195.9928678039797,0.0,160.59616258185625,0.0,35.396705222123416,0.0
x301,195.99286845089932,0.0,160.5961631119409,0.0,35.396705338958405,0.0
x302,195.992876392265,0.0,160.59616961908003,0.0,35.39670677318498,0.0
x303,195.99287639575778,0.0,160.59616962194198,0.0,35.39670677381578,0.0
x304,195.99287639684505,0.0,160.59616962283292,0.0,35.396706774012145,0.0
x305,195.99287639835995,0.0,160.5961696240742,0.0,35.39670677428574,0.0
x306,195.9928679433281,0.0,160.59616269603808,0.0,35.39670524729002,0.0
x307,19.599399314668393,0.0,16.05970846854099,0.0,3.5396908461274017,0.0
x308,195.9928679796668,0.0,160.59616272581394,0.0,35.396705253852865,0.0
x309,195.99286800715666,0.0,160.59616274833905,0.0,35.39670525881758,0.0
x310,195.99286802750862,0.0,160.5961627650154,0.0,35.39670526249319,0.0
x311,195.9928680427538,0.0,160.5961627775073,0.0,35.3967052652465,0.0
x312,195.99286805440144,0.0,160.59616278705133,0.0,35.396705267350086,0.0
x313,195.9928680615148,0.0,160.59616279288002,0.0,35.396705268634776,0.0
x314,195.99286806557595,0.0,160.59616279620772,0.0,35.396705269368226,0.0
x315,195.9928680664809,0.0,160.59616279694924,0.0,35.396705269531665,0.0
x316,195.9928680621218,0.0,160.59616279337737,0.0,35.3967052687444,0.0
x317,195.9928680513257,0.0,160.5961627845311,0.0,35.396705266794605,0.0
x318,195.99286802296587,0.0,160.5961627612931,0.0,35.396705261672764,0.0
x319,195.9928678719522,0.0,160.59616263755282,0.0,35.39670523439939,0.0
x320,195.99286829720336,0.0,160.59616298600275,0.0,35.396705311200606,0.0
x321,195.99286829201466,0.0,160.59616298175115,0.0,35.39670531026351,0.0
x322,195.99287291594007,0.0,160.59616677058634,0.0,35.39670614535372,0.0
x323,195.99287291515734,0.0,160.59616676994497,0.0,35.396706145212356,0.0
x324,195.99287291576195,0.0,160.5961667704404,0.0,35.39670614532155,0.0
x325,195.99287291477992,0.0,160.59616676963574,0.0,35.3967061451442,0.0
x326,195.9928729139839,0.0,160.59616676898344,0.0,35.39670614500043,0.0
x327,195.9928729152547,0.0,160.59616677002478,0.0,35.39670614522995,0.0
x328,195.9928729171431,0.0,160.59616677157211,0.0,35.396706145570995,0.0
x329,195.9928688448353,0.0,160.59616343473127,0.0,35.39670541010403,0.0
x330,195.99286827322436,0.0,160.5961629663544,0.0,35.39670530686995,0.0
x331,18.66056570805665,0.0,15.290430095230366,0.0,3.3701356128262847,0.0
x332,195.99286828335394,0.0,160.59616297465456,0.0,35.39670530869937,0.0
x333,195.99286829122457,0.0,160.59616298110373,0.0,35.39670531012082,0.0
x334,195.99286829215686,0.0,160.59616298186765,0.0,35.39670531028919,0.0
x335,195.9928682902154,0.0,160.59616298027683,0.0,35.39670530993856,0.0
x336,195.9928682898489,0.0,160.5961629799765,0.0,35.396705309872374,0.0
x337,195.99287291451657,0.0,160.59616676941994,0.0,35.39670614509664,0.0
x338,195.99287291362702,0.0,160.59616676869103,0.0,35.39670614493598,0.0
x339,195.99287506469224,0.0,160.59616853126957,0.0,35.39670653342268,0.0
x340,195.99287506448695,0.0,160.59616853110134,0.0,35.3967065333856,0.0
x341,195.99287506183956,0.0,160.59616852893208,0.0,35.39670653290747,0.0
x342,195.992875061967,0.0,160.5961685290365,0.0,35.396706532930494,0.0
x343,195.9928750622465,0.0,160.59616852926553,0.0,35.39670653298097,0.0
x344,195.9928750618469,0.0,160.59616852893808,0.0,35.3967065329088,0.0
x345,195.99287643754337,0.0,160.59616965618102,0.0,35.39670678136234,0.0
x346,195.9928764363325,0.0,160.59616965518885,0.0,35.396706781143656,0.0
x347,195.99287643605604,0.0,160.5961696549623,0.0,35.39670678109373,0.0
x348,195.9928764362704,0.0,160.59616965513794,0.0,35.396706781132444,0.0
x349,195.99287643513216,0.0,160.59616965420528,0.0,35.39670678092688,0.0
x350,195.99287643504132,0.0,160.59616965413085,0.0,35.39670678091047,0.0
x351,195.99287643535487,0.0,160.59616965438775,0.0,35.396706780967094,0.0
x352,195.99287643463444,0.0,160.59616965379746,0.0,35.396706780836986,0.0
x353,195.992876434842,0.0,160.59616965396754,0.0,35.396706780874474,0.0
x354,195.99287643557324,0.0,160.5961696545667,0.0,35.396706781006536,0.0
