Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
TRE_onshore_wind_turbine_1,1,12315.8,12191.708752820576,0.0,124.09124717942359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_petroleum_liquids_1,1,146.0,145.99720176130558,0.0,0.0027982386944245263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_small_hydroelectric_1,1,11.2,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_solar_photovoltaic_1,1,11155.6,5.854448898898297e-6,0.0,11155.599994145552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_batteries_1,2,1937.5,0.0,0.0,1937.5,3634.5,0.0,0.0,3634.5,0.0,0.0,0.0,0.0
TRE_WEST_natural_gas_fired_combined_cycle_1,2,3197.2,8.97504537157903e-6,0.0,3197.1999910249547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_natural_gas_fired_combined_cycle_2,2,393.1,337.7607708884306,0.0,55.33922911156941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_natural_gas_fired_combustion_turbine_1,2,872.0,4.598109082938129e-5,0.0,871.9999540189092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_natural_gas_fired_combustion_turbine_2,2,336.0,3.708860220835538e-5,0.0,335.9999629113978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_natural_gas_internal_combustion_engine_1,2,9.1,3.714702698795335e-5,0.0,9.099962852973011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_natural_gas_steam_turbine_1,2,624.0,623.9990672512653,0.0,0.0009327487347263741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_onshore_wind_turbine_1,2,25571.9,126.33035066432524,0.0,25445.569649335677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_petroleum_liquids_1,2,58.9,58.89751128439087,0.0,0.002488715609125336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_solar_photovoltaic_1,2,9661.6,3.091288713072831e-6,0.0,9661.599996908712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_distributed_generation_1,1,8153.0,0.0,0.0,8153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_distributed_generation_1,2,443.0,0.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_naturalgas_ccccsavgcf_conservative_0,1,0.0,0.0,0.00026687072166101984,0.00026687072166101984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_naturalgas_ccavgcf_moderate_0,1,0.0,0.0,0.0013730340158694162,0.0013730340158694162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_naturalgas_ctavgcf_moderate_0,1,0.0,0.0,0.0004464355844154622,0.0004464355844154622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_battery_moderate_0,1,0.0,0.0,0.001699133668608037,0.001699133668608037,0.0,0.0,0.003694598445663983,0.003694598445663983,0.0,0.0,0.0,0.0
TRE_nuclear_nuclear_moderate_0,1,0.0,0.0,0.0001281433603572871,0.0001281433603572871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_geothermal_hydroflash_moderate_0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class3_moderate_0,1,0.0,0.0,42784.620701834654,42784.620701834654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class3_moderate_1,1,0.0,0.0,0.00030310182025301965,0.00030310182025301965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class3_moderate_2,1,0.0,0.0,0.00038957745503835097,0.00038957745503835097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class3_moderate_3,1,0.0,0.0,0.0001758873567789746,0.0001758873567789746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class3_moderate_4,1,0.0,0.0,0.00015994258786379922,0.00015994258786379922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class3_moderate_5,1,0.0,0.0,0.00017745013303885576,0.00017745013303885576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class3_moderate_6,1,0.0,0.0,3.665837042347759e-5,3.665837042347759e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class3_moderate_7,1,0.0,0.0,8.43352064048781e-5,8.43352064048781e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class3_moderate_8,1,0.0,0.0,4.0003154574656294e-5,4.0003154574656294e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_0,1,0.0,0.0,0.003029317207047372,0.003029317207047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_1,1,0.0,0.0,0.0023855603743065485,0.0023855603743065485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_2,1,0.0,0.0,20645.376433716472,20645.376433716472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_3,1,0.0,0.0,0.00024362497365956875,0.00024362497365956875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_4,1,0.0,0.0,0.0002189829662291807,0.0002189829662291807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_5,1,0.0,0.0,0.0002553777692833452,0.0002553777692833452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_6,1,0.0,0.0,0.00013118733683791095,0.00013118733683791095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_7,1,0.0,0.0,0.00010134977408703515,0.00010134977408703515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_8,1,0.0,0.0,0.00011102841798685941,0.00011102841798685941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_offshorewind_class3_moderate_fixed_0_1,1,0.0,0.0,3.14899536612443e-5,3.14899536612443e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_offshorewind_class3_moderate_fixed_0_2,1,0.0,0.0,3.2701320029645414e-5,3.2701320029645414e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_offshorewind_class12_moderate_floating_0_1,1,0.0,0.0,2.3632332360560203e-5,2.3632332360560203e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_offshorewind_class12_moderate_floating_0_2,1,0.0,0.0,2.4096139017968172e-5,2.4096139017968172e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_naturalgas_ccccsavgcf_conservative_0,2,0.0,0.0,0.000235003855777792,0.000235003855777792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_naturalgas_ccavgcf_moderate_0,2,0.0,0.0,0.0008546617722404971,0.0008546617722404971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_naturalgas_ctavgcf_moderate_0,2,0.0,0.0,0.0004293575105174698,0.0004293575105174698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_battery_moderate_0,2,0.0,0.0,0.001419157484176106,0.001419157484176106,0.0,0.0,0.0030607529918949988,0.0030607529918949988,0.0,0.0,0.0,0.0
TRE_WEST_nuclear_nuclear_moderate_0,2,0.0,0.0,0.0001207210133404407,0.0001207210133404407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_geothermal_hydroflash_moderate_0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_landbasedwind_class3_moderate_0,2,0.0,0.0,0.0003461336897213431,0.0003461336897213431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_landbasedwind_class3_moderate_1,2,0.0,0.0,996.520595510483,996.520595510483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_landbasedwind_class3_moderate_2,2,0.0,0.0,0.00021341760530358864,0.00021341760530358864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_landbasedwind_class3_moderate_3,2,0.0,0.0,0.00011404305489407361,0.00011404305489407361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_landbasedwind_class3_moderate_4,2,0.0,0.0,0.00014840615648762973,0.00014840615648762973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_landbasedwind_class3_moderate_5,2,0.0,0.0,0.00016396172119874565,0.00016396172119874565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_landbasedwind_class3_moderate_6,2,0.0,0.0,3.075165853568047e-5,3.075165853568047e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_landbasedwind_class3_moderate_7,2,0.0,0.0,9.433530215581455e-5,9.433530215581455e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_landbasedwind_class3_moderate_8,2,0.0,0.0,3.1428343610838416e-5,3.1428343610838416e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_utilitypv_class1_moderate_0,2,0.0,0.0,0.000539702483305492,0.000539702483305492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_utilitypv_class1_moderate_1,2,0.0,0.0,5531.9159069977095,5531.9159069977095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_utilitypv_class1_moderate_2,2,0.0,0.0,0.0007761040358275815,0.0007761040358275815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_utilitypv_class1_moderate_3,2,0.0,0.0,0.00018888036225007336,0.00018888036225007336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_utilitypv_class1_moderate_4,2,0.0,0.0,0.00017369004305346376,0.00017369004305346376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_utilitypv_class1_moderate_5,2,0.0,0.0,0.00018975791224837242,0.00018975791224837242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_utilitypv_class1_moderate_6,2,0.0,0.0,0.00011348260009426026,0.00011348260009426026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_utilitypv_class1_moderate_7,2,0.0,0.0,0.00011127397994824645,0.00011127397994824645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_utilitypv_class1_moderate_8,2,0.0,0.0,0.00010323759039192093,0.00010323759039192093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_trans_light_duty_1,1,12178.9,0.0,0.0,12178.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_trans_light_duty_1,2,661.2,0.0,0.0,661.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_comm_water_heat_1,1,151.8,0.0,0.0,151.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_comm_water_heat_1,2,8.2,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_res_water_heat_1,1,661.8,0.0,0.0,661.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_res_water_heat_1,2,35.9,0.0,0.0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_comm_space_heat_cool_1,1,3437.3,0.0,0.0,3437.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_comm_space_heat_cool_1,2,186.6,0.0,0.0,186.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_res_space_heat_cool_1,1,6078.6,0.0,0.0,6078.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST_res_space_heat_cool_1,2,330.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,n/a,173227.5,27450.89008338488,69958.4519044895,215735.0618211046,7330.0,0.0,0.006755351437558982,7330.006755351437,0.0,0.0,0.0,0.0
