Resource,RE_DAC_1,RE_DAC_2,RE_DAC_1,RE_DAC_2
x131,-117.98902260209069,-0.0,-117.98902260209069,0.0
x132,-117.98902260329182,-0.0,-117.98902260329182,0.0
x133,-117.9890226027683,-0.0,-117.9890226027683,0.0
x134,-117.98902260286441,-0.0,-117.98902260286441,0.0
x135,-117.98902260324338,-0.0,-117.98902260324338,0.0
x136,-117.98902260275838,-0.0,-117.98902260275838,0.0
x137,-117.9890226028634,-0.0,-117.9890226028634,0.0
x138,-117.9890226031975,-0.0,-117.9890226031975,0.0
x139,-117.98902260322606,-0.0,-117.98902260322606,0.0
x140,-117.98902257817866,-0.0,-117.98902257817866,0.0
x141,-117.98902258918851,-0.0,-117.98902258918851,0.0
x142,-117.989022590656,-0.0,-117.989022590656,0.0
x143,-117.98902259140931,-0.0,-117.98902259140931,0.0
x144,-117.98902259228181,-0.0,-117.98902259228181,0.0
x145,-117.98902259215271,-0.0,-117.98902259215271,0.0
x146,-117.98902259212431,-0.0,-117.98902259212431,0.0
x147,-117.98902259274436,-0.0,-117.98902259274436,0.0
x148,-117.98902259251058,-0.0,-117.98902259251058,0.0
x149,-117.98902259294604,-0.0,-117.98902259294604,0.0
x150,-117.98902036246729,-0.0,-117.98902036246729,0.0
x151,-117.98902036140086,-0.0,-117.98902036140086,0.0
x152,-117.98902003752451,-0.0,-117.98902003752451,0.0
x153,-117.9890209157016,-0.0,-117.9890209157016,0.0
x154,-117.98902091311759,-0.0,-117.98902091311759,0.0
x155,-117.98902091213428,-0.0,-117.98902091213428,0.0
x156,-117.9890179300099,-0.0,-117.9890179300099,0.0
x157,-117.98901758343388,-0.0,-117.98901758343388,0.0
x158,-117.9890175695183,-0.0,-117.9890175695183,0.0
x159,-117.98901754986356,-0.0,-117.98901754986356,0.0
x160,-117.98901751037403,-0.0,-117.98901751037403,0.0
x161,-117.98901742541295,-0.0,-117.98901742541295,0.0
x162,-117.98901688613756,-0.0,-117.98901688613756,0.0
x163,-10.949620075733682,-0.0,-10.949620075733682,0.0
x164,-117.98901687938249,-0.0,-117.98901687938249,0.0
x165,-117.98901742677515,-0.0,-117.98901742677515,0.0
x166,-117.98901751688759,-0.0,-117.98901751688759,0.0
x167,-117.9890175556498,-0.0,-117.9890175556498,0.0
x168,-117.98901757984434,-0.0,-117.98901757984434,0.0
x169,-117.98901760174756,-0.0,-117.98901760174756,0.0
x170,-117.98901760706482,-0.0,-117.98901760706482,0.0
x171,-117.98901761567157,-0.0,-117.98901761567157,0.0
x172,-117.98901762145972,-0.0,-117.98901762145972,0.0
x173,-117.98901762644152,-0.0,-117.98901762644152,0.0
x174,-117.98901763106105,-0.0,-117.98901763106105,0.0
x175,-117.98901763368973,-0.0,-117.98901763368973,0.0
x176,-117.98901763618511,-0.0,-117.98901763618511,0.0
x177,-117.98901763836257,-0.0,-117.98901763836257,0.0
x178,-117.98901763911147,-0.0,-117.98901763911147,0.0
x179,-117.98901764011838,-0.0,-117.98901764011838,0.0
x180,-117.98901764112988,-0.0,-117.98901764112988,0.0
x181,-117.98901764006452,-0.0,-117.98901764006452,0.0
x182,-117.9890176391277,-0.0,-117.9890176391277,0.0
x183,-117.98901763747456,-0.0,-117.98901763747456,0.0
x184,-117.98901763220744,-0.0,-117.98901763220744,0.0
x185,-117.98901762160354,-0.0,-117.98901762160354,0.0
x186,-117.9890175569158,-0.0,-117.9890175569158,0.0
x187,-117.98901770454731,-0.0,-117.98901770454731,0.0
x188,-117.98901770422619,-0.0,-117.98901770422619,0.0
x189,-117.98901770415698,-0.0,-117.98901770415698,0.0
x190,-117.98901770264212,-0.0,-117.98901770264212,0.0
x191,-117.98901770179398,-0.0,-117.98901770179398,0.0
x192,-117.98901770171382,-0.0,-117.98901770171382,0.0
x193,-117.98901804886832,-0.0,-117.98901804886832,0.0
x194,-117.98902177318023,-0.0,-117.98902177318023,0.0
x195,-117.9890217726561,-0.0,-117.9890217726561,0.0
x196,-117.98902177124624,-0.0,-117.98902177124624,0.0
x197,-117.98902177108423,-0.0,-117.98902177108423,0.0
x198,-117.98902177157694,-0.0,-117.98902177157694,0.0
x199,-117.98902048143457,-0.0,-117.98902048143457,0.0
x200,-117.98902048161156,-0.0,-117.98902048161156,0.0
x201,-117.98902048001402,-0.0,-117.98902048001402,0.0
x202,-117.9890204806972,-0.0,-117.9890204806972,0.0
x203,-117.98902048083418,-0.0,-117.98902048083418,0.0
x204,-117.98902260586358,-0.0,-117.98902260586358,0.0
x205,-117.98902260532289,-0.0,-117.98902260532289,0.0
x206,-117.98902260504241,-0.0,-117.98902260504241,0.0
x207,-117.98902260446842,-0.0,-117.98902260446842,0.0
x208,-117.98902260577309,-0.0,-117.98902260577309,0.0
x209,-117.98902260696886,-0.0,-117.98902260696886,0.0
x210,-117.98901295662591,-0.0,-117.98901295662591,0.0
x211,-117.9890129564959,-0.0,-117.9890129564959,0.0
x212,-117.98901258106285,-0.0,-117.98901258106285,0.0
x213,-117.98901274566597,-0.0,-117.98901274566597,0.0
x214,-117.98901277229527,-0.0,-117.98901277229527,0.0
x215,-117.98901278261198,-0.0,-117.98901278261198,0.0
x216,-117.98901278808898,-0.0,-117.98901278808898,0.0
x217,-117.98901278907455,-0.0,-117.98901278907455,0.0
x218,-117.98901763208278,-0.0,-117.98901763208278,0.0
x219,-117.98901763313098,-0.0,-117.98901763313098,0.0
x220,-117.98901763101982,-0.0,-117.98901763101982,0.0
x221,-117.98901762891752,-0.0,-117.98901762891752,0.0
x222,-117.98901762672286,-0.0,-117.98901762672286,0.0
x223,-117.98901761270683,-0.0,-117.98901761270683,0.0
x224,-117.98901275532704,-0.0,-117.98901275532704,0.0
x225,-117.98901760610995,-0.0,-117.98901760610995,0.0
x226,-117.98902259165556,-0.0,-117.98902259165556,0.0
x227,-117.98902258999331,-0.0,-117.98902258999331,0.0
x228,-117.98902258889929,-0.0,-117.98902258889929,0.0
x229,-117.98902258658265,-0.0,-117.98902258658265,0.0
x230,-117.98902258418458,-0.0,-117.98902258418458,0.0
x231,-117.98902258150807,-0.0,-117.98902258150807,0.0
x232,-117.98902257578439,-0.0,-117.98902257578439,0.0
x233,-117.98902036931553,-0.0,-117.98902036931553,0.0
x234,-117.98901712028669,-0.0,-117.98901712028669,0.0
x235,-10.949596333677786,-0.0,-10.949596333677786,0.0
x236,-117.9890135940283,-0.0,-117.9890135940283,0.0
x237,-117.98901742367187,-0.0,-117.98901742367187,0.0
x238,-117.98901750593421,-0.0,-117.98901750593421,0.0
x239,-117.98901754409738,-0.0,-117.98901754409738,0.0
x240,-117.98901756781726,-0.0,-117.98901756781726,0.0
x241,-117.98901758265718,-0.0,-117.98901758265718,0.0
x242,-117.98901825212832,-0.0,-117.98901825212832,0.0
x243,-117.98901860132142,-0.0,-117.98901860132142,0.0
x244,-117.98901860487122,-0.0,-117.98901860487122,0.0
x245,-117.98901860780836,-0.0,-117.98901860780836,0.0
x246,-117.98901861051986,-0.0,-117.98901861051986,0.0
x247,-117.98901648958454,-0.0,-117.98901648958454,0.0
x248,-117.98901647904722,-0.0,-117.98901647904722,0.0
x249,-117.98901860848606,-0.0,-117.98901860848606,0.0
x250,-117.98902258992368,-0.0,-117.98902258992368,0.0
x251,-117.98902258925243,-0.0,-117.98902258925243,0.0
x252,-117.98902258930212,-0.0,-117.98902258930212,0.0
x253,-117.9890225886373,-0.0,-117.9890225886373,0.0
x254,-117.98902258867165,-0.0,-117.98902258867165,0.0
x255,-117.98902258925544,-0.0,-117.98902258925544,0.0
x256,-117.989022589035,-0.0,-117.989022589035,0.0
x257,-117.98902258973948,-0.0,-117.98902258973948,0.0
x258,-117.98902259095642,-0.0,-117.98902259095642,0.0
x259,-117.98902259174264,-0.0,-117.98902259174264,0.0
x260,-117.98902259237424,-0.0,-117.98902259237424,0.0
x261,-117.98902259288045,-0.0,-117.98902259288045,0.0
x262,-117.98902259256633,-0.0,-117.98902259256633,0.0
x263,-117.98902259252571,-0.0,-117.98902259252571,0.0
x264,-117.98902259279255,-0.0,-117.98902259279255,0.0
x265,-117.98902259214435,-0.0,-117.98902259214435,0.0
x266,-117.98902259158406,-0.0,-117.98902259158406,0.0
x267,-117.98902259140209,-0.0,-117.98902259140209,0.0
x268,-117.98902258998879,-0.0,-117.98902258998879,0.0
x269,-117.98902258814293,-0.0,-117.98902258814293,0.0
x270,-117.98902034077533,-0.0,-117.98902034077533,0.0
x271,-117.98901162236702,-0.0,-117.98901162236702,0.0
x272,-10.949707337197214,-0.0,-10.949707337197214,0.0
x273,-117.98901084588718,-0.0,-117.98901084588718,0.0
x274,-117.98902255976887,-0.0,-117.98902255976887,0.0
x275,-117.98902256896362,-0.0,-117.98902256896362,0.0
x276,-117.98902257404795,-0.0,-117.98902257404795,0.0
x277,-117.98902257664774,-0.0,-117.98902257664774,0.0
x278,-117.98902257873772,-0.0,-117.98902257873772,0.0
x279,-117.98902258129301,-0.0,-117.98902258129301,0.0
x280,-117.98902258277816,-0.0,-117.98902258277816,0.0
x281,-117.98902244781573,-0.0,-117.98902244781573,0.0
x282,-117.9890175519505,-0.0,-117.9890175519505,0.0
x283,-117.98900245573093,-0.0,-117.98900245573093,0.0
x284,-117.98900133730541,-0.0,-117.98900133730541,0.0
x285,-117.98901350291065,-0.0,-117.98901350291065,0.0
x286,-117.98901350318101,-0.0,-117.98901350318101,0.0
x287,-117.98901348548485,-0.0,-117.98901348548485,0.0
x288,-117.98901346204723,-0.0,-117.98901346204723,0.0
x289,-117.98901343028835,-0.0,-117.98901343028835,0.0
x290,-117.98901338778816,-0.0,-117.98901338778816,0.0
x291,-117.98901332442851,-0.0,-117.98901332442851,0.0
x292,-117.98901322119336,-0.0,-117.98901322119336,0.0
x293,-117.98901303993372,-0.0,-117.98901303993372,0.0
x294,-117.98899436042701,-0.0,-117.98899436042701,0.0
x295,-117.98897589164396,-0.0,-117.98897589164396,0.0
x296,-10.94931819247467,-0.0,-10.94931819247467,0.0
x297,-117.98898736977996,-0.0,-117.98898736977996,0.0
x298,-117.9890172165656,-0.0,-117.9890172165656,0.0
x299,-117.98901735248585,-0.0,-117.98901735248585,0.0
x300,-117.98901740707807,-0.0,-117.98901740707807,0.0
x301,-117.98901779652802,-0.0,-117.98901779652802,0.0
x302,-117.98902257728328,-0.0,-117.98902257728328,0.0
x303,-117.98902257938595,-0.0,-117.98902257938595,0.0
x304,-117.9890225800405,-0.0,-117.9890225800405,0.0
x305,-117.98902258095248,-0.0,-117.98902258095248,0.0
x306,-117.98901749096675,-0.0,-117.98901749096675,0.0
x307,-11.79896948709134,-0.0,-11.79896948709134,0.0
x308,-117.98901751284289,-0.0,-117.98901751284289,0.0
x309,-117.98901752939196,-0.0,-117.98901752939196,0.0
x310,-117.98901754164397,-0.0,-117.98901754164397,0.0
x311,-117.98901755082169,-0.0,-117.98901755082169,0.0
x312,-117.98901755783363,-0.0,-117.98901755783363,0.0
x313,-117.98901756211593,-0.0,-117.98901756211593,0.0
x314,-117.98901756456077,-0.0,-117.98901756456077,0.0
x315,-117.98901756510556,-0.0,-117.98901756510556,0.0
x316,-117.98901756248134,-0.0,-117.98901756248134,0.0
x317,-117.98901755598202,-0.0,-117.98901755598202,0.0
x318,-117.98901753890921,-0.0,-117.98901753890921,0.0
x319,-117.98901744799798,-0.0,-117.98901744799798,0.0
x320,-117.98901770400202,-0.0,-117.98901770400202,0.0
x321,-117.98901770087839,-0.0,-117.98901770087839,0.0
x322,-117.98902048451241,-0.0,-117.98902048451241,0.0
x323,-117.98902048404119,-0.0,-117.98902048404119,0.0
x324,-117.98902048440517,-0.0,-117.98902048440517,0.0
x325,-117.989020483814,-0.0,-117.989020483814,0.0
x326,-117.98902048333477,-0.0,-117.98902048333477,0.0
x327,-117.98902048409983,-0.0,-117.98902048409983,0.0
x328,-117.98902048523665,-0.0,-117.98902048523665,0.0
x329,-117.98901803368011,-0.0,-117.98901803368011,0.0
x330,-117.9890176895665,-0.0,-117.9890176895665,0.0
x331,-11.233785376087615,-0.0,-11.233785376087615,0.0
x332,-117.98901769566457,-0.0,-117.98901769566457,0.0
x333,-117.98901770040274,-0.0,-117.98901770040274,0.0
x334,-117.98901770096398,-0.0,-117.98901770096398,0.0
x335,-117.98901769979521,-0.0,-117.98901769979521,0.0
x336,-117.98901769957457,-0.0,-117.98901769957457,0.0
x337,-117.98902048365545,-0.0,-117.98902048365545,0.0
x338,-117.98902048311994,-0.0,-117.98902048311994,0.0
x339,-117.9890217780756,-0.0,-117.9890217780756,0.0
x340,-117.989021777952,-0.0,-117.989021777952,0.0
x341,-117.98902177635826,-0.0,-117.98902177635826,0.0
x342,-117.98902177643498,-0.0,-117.98902177643498,0.0
x343,-117.98902177660324,-0.0,-117.98902177660324,0.0
x344,-117.98902177636268,-0.0,-117.98902177636268,0.0
x345,-117.98902260454115,-0.0,-117.98902260454115,0.0
x346,-117.9890226038122,-0.0,-117.9890226038122,0.0
x347,-117.98902260364576,-0.0,-117.98902260364576,0.0
x348,-117.98902260377481,-0.0,-117.98902260377481,0.0
x349,-117.9890226030896,-0.0,-117.9890226030896,0.0
x350,-117.9890226030349,-0.0,-117.9890226030349,0.0
x351,-117.98902260322366,-0.0,-117.98902260322366,0.0
x352,-117.98902260278996,-0.0,-117.98902260278996,0.0
x353,-117.98902260291491,-0.0,-117.98902260291491,0.0
x354,-117.98902260335512,-0.0,-117.98902260335512,0.0
x355,-117.9890226032109,-0.0,-117.9890226032109,0.0
x356,-117.98902260329326,-0.0,-117.98902260329326,0.0
x357,-117.9890225619236,-0.0,-117.9890225619236,0.0
x358,-117.98902257737642,-0.0,-117.98902257737642,0.0
x359,-117.98902258031451,-0.0,-117.98902258031451,0.0
x360,-117.98902258191154,-0.0,-117.98902258191154,0.0
x361,-117.98902258201613,-0.0,-117.98902258201613,0.0
x362,-117.98902258220784,-0.0,-117.98902258220784,0.0
x363,-117.98902258254583,-0.0,-117.98902258254583,0.0
x364,-117.98902258194843,-0.0,-117.98902258194843,0.0
x365,-117.98902258157162,-0.0,-117.98902258157162,0.0
x366,-117.98902258134147,-0.0,-117.98902258134147,0.0
x367,-117.98902258030783,-0.0,-117.98902258030783,0.0
x368,-117.989022579484,-0.0,-117.989022579484,0.0
x369,-117.98902257804677,-0.0,-117.98902257804677,0.0
x370,-117.98902257705052,-0.0,-117.98902257705052,0.0
x371,-117.98902257536562,-0.0,-117.98902257536562,0.0
x372,-117.98902257380776,-0.0,-117.98902257380776,0.0
x373,-117.9890225710141,-0.0,-117.9890225710141,0.0
x374,-117.98902256795833,-0.0,-117.98902256795833,0.0
x375,-117.98902256412094,-0.0,-117.98902256412094,0.0
x376,-117.9890225575561,-0.0,-117.9890225575561,0.0
x377,-117.98902254783563,-0.0,-117.98902254783563,0.0
x378,-117.98902252762787,-0.0,-117.98902252762787,0.0
x379,-117.98902243029066,-0.0,-117.98902243029066,0.0
x380,-10.949340402175926,-0.0,-10.949340402175926,0.0
x381,-117.98902236550325,-0.0,-117.98902236550325,0.0
x382,-117.98902251991825,-0.0,-117.98902251991825,0.0
x383,-117.98902254479667,-0.0,-117.98902254479667,0.0
x384,-117.98902255677254,-0.0,-117.98902255677254,0.0
x385,-117.98902256306164,-0.0,-117.98902256306164,0.0
x386,-117.98902256729792,-0.0,-117.98902256729792,0.0
x387,-117.98902257084288,-0.0,-117.98902257084288,0.0
x388,-117.98902257281286,-0.0,-117.98902257281286,0.0
x389,-117.98902257454087,-0.0,-117.98902257454087,0.0
x390,-117.98902257629403,-0.0,-117.98902257629403,0.0
x391,-117.98902257681277,-0.0,-117.98902257681277,0.0
x392,-117.98902257748666,-0.0,-117.98902257748666,0.0
x393,-117.98902257766517,-0.0,-117.98902257766517,0.0
x394,-117.98902257742543,-0.0,-117.98902257742543,0.0
x395,-117.98902257746445,-0.0,-117.98902257746445,0.0
x396,-117.98902257797602,-0.0,-117.98902257797602,0.0
x397,-117.98902257784432,-0.0,-117.98902257784432,0.0
x398,-117.98902257809507,-0.0,-117.98902257809507,0.0
x399,-117.98902257913453,-0.0,-117.98902257913453,0.0
x400,-117.98902257992137,-0.0,-117.98902257992137,0.0
x401,-117.98902041337601,-0.0,-117.98902041337601,0.0
x402,-117.989017553182,-0.0,-117.989017553182,0.0
x403,-117.98901756082294,-0.0,-117.98901756082294,0.0
x404,-117.98901757129674,-0.0,-117.98901757129674,0.0
x405,-117.98901757652887,-0.0,-117.98901757652887,0.0
x406,-117.9890175771205,-0.0,-117.9890175771205,0.0
x407,-117.98901757511089,-0.0,-117.98901757511089,0.0
x408,-117.9890175714302,-0.0,-117.9890175714302,0.0
x409,-117.98901756435234,-0.0,-117.98901756435234,0.0
x410,-117.98901755469048,-0.0,-117.98901755469048,0.0
x411,-117.98901754124385,-0.0,-117.98901754124385,0.0
x412,-117.98901751936602,-0.0,-117.98901751936602,0.0
x413,-117.98901748506063,-0.0,-117.98901748506063,0.0
x414,-117.98901741125297,-0.0,-117.98901741125297,0.0
x415,-117.98901706150495,-0.0,-117.98901706150495,0.0
x416,-10.949438812462194,-0.0,-10.949438812462194,0.0
x417,-117.98901703264599,-0.0,-117.98901703264599,0.0
x418,-117.98901739071566,-0.0,-117.98901739071566,0.0
x419,-117.98901746032651,-0.0,-117.98901746032651,0.0
x420,-117.98902172502773,-0.0,-117.98902172502773,0.0
x421,-117.98902173069816,-0.0,-117.98902173069816,0.0
x422,-117.98902173208884,-0.0,-117.98902173208884,0.0
x423,-117.98902173454228,-0.0,-117.98902173454228,0.0
x424,-117.98902173405274,-0.0,-117.98902173405274,0.0
x425,-117.9890204073378,-0.0,-117.9890204073378,0.0
x426,-117.98901750907304,-0.0,-117.98901750907304,0.0
x427,-11.798968766249207,-0.0,-11.798968766249207,0.0
x428,-117.98901749551173,-0.0,-117.98901749551173,0.0
x429,-117.98901786325298,-0.0,-117.98901786325298,0.0
x430,-117.9890204048154,-0.0,-117.9890204048154,0.0
x431,-117.98902040601565,-0.0,-117.98902040601565,0.0
x432,-117.98902258436652,-0.0,-117.98902258436652,0.0
x433,-117.98902257673448,-0.0,-117.98902257673448,0.0
x434,-117.98902257615273,-0.0,-117.98902257615273,0.0
x435,-117.98902257592357,-0.0,-117.98902257592357,0.0
x436,-117.989022574308,-0.0,-117.989022574308,0.0
x437,-117.98902257287973,-0.0,-117.98902257287973,0.0
x438,-117.98902257112609,-0.0,-117.98902257112609,0.0
x439,-117.98902257403638,-0.0,-117.98902257403638,0.0
x440,-117.98902255989901,-0.0,-117.98902255989901,0.0
x441,-11.798917630918291,-0.0,-11.798917630918291,0.0
x442,-117.98902034643626,-0.0,-117.98902034643626,0.0
x443,-117.9890225649917,-0.0,-117.9890225649917,0.0
x444,-117.98902256946927,-0.0,-117.98902256946927,0.0
x445,-117.98902256984172,-0.0,-117.98902256984172,0.0
x446,-117.9890225687683,-0.0,-117.9890225687683,0.0
x447,-117.98902256640218,-0.0,-117.98902256640218,0.0
x448,-117.98902256023527,-0.0,-117.98902256023527,0.0
x449,-117.98901770584237,-0.0,-117.98901770584237,0.0
x450,-117.98901732966068,-0.0,-117.98901732966068,0.0
x451,-10.949447276308591,-0.0,-10.949447276308591,0.0
x452,-117.98901701749595,-0.0,-117.98901701749595,0.0
x453,-117.98901774272204,-0.0,-117.98901774272204,0.0
x454,-117.98901781554869,-0.0,-117.98901781554869,0.0
x455,-117.98901784921797,-0.0,-117.98901784921797,0.0
x456,-117.98901787156738,-0.0,-117.98901787156738,0.0
x457,-117.98902174536437,-0.0,-117.98902174536437,0.0
x458,-117.98902258190654,-0.0,-117.98902258190654,0.0
x459,-117.98902258263728,-0.0,-117.98902258263728,0.0
x460,-117.98902258288322,-0.0,-117.98902258288322,0.0
x461,-117.98902258360836,-0.0,-117.98902258360836,0.0
x462,-117.9890225847555,-0.0,-117.9890225847555,0.0
x463,-117.98902258518287,-0.0,-117.98902258518287,0.0
