Resource,RE_DAC_1,RE_DAC_2,RE_DAC_1,RE_DAC_2
x1688,-117.98902258584394,-0.0,-117.98902258584394,0.0
x1689,-117.98902258574876,-0.0,-117.98902258574876,0.0
x1690,-117.98902258452895,-0.0,-117.98902258452895,0.0
x1691,-117.98902258305306,-0.0,-117.98902258305306,0.0
x1692,-117.98902258186875,-0.0,-117.98902258186875,0.0
x1693,-117.98902257977218,-0.0,-117.98902257977218,0.0
x1694,-117.98902257745131,-0.0,-117.98902257745131,0.0
x1695,-117.98902257461555,-0.0,-117.98902257461555,0.0
x1696,-117.98902256908453,-0.0,-117.98902256908453,0.0
x1697,-117.98902256055608,-0.0,-117.98902256055608,0.0
x1698,-117.98902254063522,-0.0,-117.98902254063522,0.0
x1699,-117.98901337588016,-0.0,-117.98901337588016,0.0
x1700,-10.94942976234715,-0.0,-10.94942976234715,0.0
x1701,-117.98901988761851,-0.0,-117.98901988761851,0.0
x1702,-117.98902253406874,-0.0,-117.98902253406874,0.0
x1703,-117.98902255446235,-0.0,-117.98902255446235,0.0
x1704,-117.98902256399758,-0.0,-117.98902256399758,0.0
x1705,-117.98902256864397,-0.0,-117.98902256864397,0.0
x1706,-117.98902257159837,-0.0,-117.98902257159837,0.0
x1707,-117.98902257399004,-0.0,-117.98902257399004,0.0
x1708,-117.98902257468306,-0.0,-117.98902257468306,0.0
x1709,-117.98902257496255,-0.0,-117.98902257496255,0.0
x1710,-117.98901785571562,-0.0,-117.98901785571562,0.0
x1711,-117.98901498593462,-0.0,-117.98901498593462,0.0
x1712,-11.798958112344588,-0.0,-11.798958112344588,0.0
x1713,-117.98901785518734,-0.0,-117.98901785518734,0.0
x1714,-117.98901788522684,-0.0,-117.98901788522684,0.0
x1715,-117.98902258150451,-0.0,-117.98902258150451,0.0
x1716,-117.98902258308676,-0.0,-117.98902258308676,0.0
x1717,-117.98902258357332,-0.0,-117.98902258357332,0.0
x1718,-117.98902258418005,-0.0,-117.98902258418005,0.0
x1719,-117.98902258489964,-0.0,-117.98902258489964,0.0
x1720,-117.9890225843548,-0.0,-117.9890225843548,0.0
x1721,-117.98902258353621,-0.0,-117.98902258353621,0.0
x1722,-117.9890225816893,-0.0,-117.9890225816893,0.0
x1723,-117.98902171822635,-0.0,-117.98902171822635,0.0
x1724,-117.98902176785086,-0.0,-117.98902176785086,0.0
x1725,-117.98902260432823,-0.0,-117.98902260432823,0.0
x1726,-117.98902260344055,-0.0,-117.98902260344055,0.0
x1727,-117.98902260336209,-0.0,-117.98902260336209,0.0
x1728,-117.98902260373845,-0.0,-117.98902260373845,0.0
x1729,-117.98902260333318,-0.0,-117.98902260333318,0.0
x1730,-117.98902260335053,-0.0,-117.98902260335053,0.0
x1731,-117.98902260359839,-0.0,-117.98902260359839,0.0
x1732,-117.98902260323656,-0.0,-117.98902260323656,0.0
x1733,-117.98902260339067,-0.0,-117.98902260339067,0.0
x1734,-117.98902260383599,-0.0,-117.98902260383599,0.0
x1735,-117.9890203964177,-0.0,-117.9890203964177,0.0
x1736,-117.98902039506669,-0.0,-117.98902039506669,0.0
x1737,-117.98902260541095,-0.0,-117.98902260541095,0.0
x1738,-117.98902260337475,-0.0,-117.98902260337475,0.0
x1739,-117.98902260324911,-0.0,-117.98902260324911,0.0
x1740,-117.98902260364893,-0.0,-117.98902260364893,0.0
x1741,-117.98902260311696,-0.0,-117.98902260311696,0.0
x1742,-117.98902260298296,-0.0,-117.98902260298296,0.0
x1743,-117.98902260337175,-0.0,-117.98902260337175,0.0
x1744,-117.9890226031568,-0.0,-117.9890226031568,0.0
x1745,-117.9890226032219,-0.0,-117.9890226032219,0.0
x1746,-117.98902260356272,-0.0,-117.98902260356272,0.0
x1747,-117.98902260354345,-0.0,-117.98902260354345,0.0
x1748,-117.98902258163982,-0.0,-117.98902258163982,0.0
x1749,-117.98902257646012,-0.0,-117.98902257646012,0.0
x1750,-117.98902258633763,-0.0,-117.98902258633763,0.0
x1751,-117.98902258746617,-0.0,-117.98902258746617,0.0
x1752,-117.98902258797128,-0.0,-117.98902258797128,0.0
x1753,-117.98902258700996,-0.0,-117.98902258700996,0.0
x1754,-117.98902258577064,-0.0,-117.98902258577064,0.0
x1755,-117.98902258396062,-0.0,-117.98902258396062,0.0
x1756,-117.98902257875,-0.0,-117.98902257875,0.0
x1757,-117.9890225661659,-0.0,-117.9890225661659,0.0
x1758,-11.798868919944647,-0.0,-11.798868919944647,0.0
x1759,-11.798866422514628,-0.0,-11.798866422514628,0.0
x1760,-11.79887122209386,-0.0,-11.79887122209386,0.0
x1761,-117.98902256720379,-0.0,-117.98902256720379,0.0
x1762,-117.98902257616074,-0.0,-117.98902257616074,0.0
x1763,-117.98902257956055,-0.0,-117.98902257956055,0.0
x1764,-117.98902258142869,-0.0,-117.98902258142869,0.0
x1765,-117.98902258128203,-0.0,-117.98902258128203,0.0
x1766,-117.98902258051629,-0.0,-117.98902258051629,0.0
x1767,-117.98902257946892,-0.0,-117.98902257946892,0.0
x1768,-117.9890225762754,-0.0,-117.9890225762754,0.0
x1769,-117.98902257082574,-0.0,-117.98902257082574,0.0
x1770,-117.98901776129011,-0.0,-117.98901776129011,0.0
x1771,-117.98901404523468,-0.0,-117.98901404523468,0.0
x1772,-10.94970744879534,-0.0,-10.94970744879534,0.0
x1773,-117.98901104336869,-0.0,-117.98901104336869,0.0
x1774,-117.98901744486952,-0.0,-117.98901744486952,0.0
x1775,-117.98901786590916,-0.0,-117.98901786590916,0.0
x1776,-117.98901929787355,-0.0,-117.98901929787355,0.0
x1777,-117.98902258604771,-0.0,-117.98902258604771,0.0
x1778,-117.98902258826865,-0.0,-117.98902258826865,0.0
x1779,-117.98902259022356,-0.0,-117.98902259022356,0.0
x1780,-117.9890225909729,-0.0,-117.9890225909729,0.0
x1781,-117.98902259185749,-0.0,-117.98902259185749,0.0
x1782,-117.98902259360831,-0.0,-117.98902259360831,0.0
x1783,-117.9890225693975,-0.0,-117.9890225693975,0.0
x1784,-11.799743960849844,-0.0,-11.799743960849844,0.0
x1785,-117.9890225700222,-0.0,-117.9890225700222,0.0
x1786,-117.98902259313678,-0.0,-117.98902259313678,0.0
x1787,-117.98902259331061,-0.0,-117.98902259331061,0.0
x1788,-117.98902259390545,-0.0,-117.98902259390545,0.0
x1789,-117.98902259351864,-0.0,-117.98902259351864,0.0
x1790,-117.9890225934827,-0.0,-117.9890225934827,0.0
x1791,-117.98902259358766,-0.0,-117.98902259358766,0.0
x1792,-117.9890225928445,-0.0,-117.9890225928445,0.0
x1793,-117.98902259218185,-0.0,-117.98902259218185,0.0
x1794,-117.98902259090727,-0.0,-117.98902259090727,0.0
x1795,-117.98902257976594,-0.0,-117.98902257976594,0.0
x1796,-117.98902260328329,-0.0,-117.98902260328329,0.0
x1797,-117.98902260382818,-0.0,-117.98902260382818,0.0
x1798,-117.98902260330738,-0.0,-117.98902260330738,0.0
x1799,-117.98902260329972,-0.0,-117.98902260329972,0.0
x1800,-117.9890226036929,-0.0,-117.9890226036929,0.0
x1801,-117.9890226032065,-0.0,-117.9890226032065,0.0
x1802,-117.98902260322669,-0.0,-117.98902260322669,0.0
x1803,-117.9890226036213,-0.0,-117.9890226036213,0.0
x1804,-117.98902260329709,-0.0,-117.98902260329709,0.0
x1805,-117.98902260338225,-0.0,-117.98902260338225,0.0
x1806,-117.98902260367826,-0.0,-117.98902260367826,0.0
x1807,-117.98902260332116,-0.0,-117.98902260332116,0.0
x1808,-117.98902260256529,-0.0,-117.98902260256529,0.0
x1809,-117.98902260353042,-0.0,-117.98902260353042,0.0
x1810,-117.98902260316986,-0.0,-117.98902260316986,0.0
x1811,-117.98902260303021,-0.0,-117.98902260303021,0.0
x1812,-117.98902260340232,-0.0,-117.98902260340232,0.0
x1813,-117.98902260306858,-0.0,-117.98902260306858,0.0
x1814,-117.98902260311291,-0.0,-117.98902260311291,0.0
x1815,-117.98902260351782,-0.0,-117.98902260351782,0.0
x1816,-117.98902260306939,-0.0,-117.98902260306939,0.0
x1817,-117.98902260309237,-0.0,-117.98902260309237,0.0
x1818,-117.98902260347738,-0.0,-117.98902260347738,0.0
x1819,-117.98902260310443,-0.0,-117.98902260310443,0.0
x1820,-117.98902260340088,-0.0,-117.98902260340088,0.0
x1821,-117.98902260363631,-0.0,-117.98902260363631,0.0
x1822,-117.9890226032751,-0.0,-117.9890226032751,0.0
x1823,-117.98902260328627,-0.0,-117.98902260328627,0.0
x1824,-117.98902260367282,-0.0,-117.98902260367282,0.0
x1825,-117.98902260333271,-0.0,-117.98902260333271,0.0
x1826,-117.98902260322359,-0.0,-117.98902260322359,0.0
x1827,-117.9890226036249,-0.0,-117.9890226036249,0.0
x1828,-117.9890226032891,-0.0,-117.9890226032891,0.0
x1829,-117.98902260331606,-0.0,-117.98902260331606,0.0
x1830,-117.98902260374538,-0.0,-117.98902260374538,0.0
x1831,-117.98902260328852,-0.0,-117.98902260328852,0.0
x1832,-117.98902260247553,-0.0,-117.98902260247553,0.0
x1833,-117.98902260350471,-0.0,-117.98902260350471,0.0
x1834,-117.98902260313221,-0.0,-117.98902260313221,0.0
x1835,-117.98902260312805,-0.0,-117.98902260312805,0.0
x1836,-117.98902260336966,-0.0,-117.98902260336966,0.0
x1837,-117.98902260302228,-0.0,-117.98902260302228,0.0
x1838,-117.9890226030401,-0.0,-117.9890226030401,0.0
x1839,-117.98902260340049,-0.0,-117.98902260340049,0.0
x1840,-117.98902260308675,-0.0,-117.98902260308675,0.0
x1841,-117.98902260299401,-0.0,-117.98902260299401,0.0
x1842,-117.98902260337022,-0.0,-117.98902260337022,0.0
x1843,-117.9890226030249,-0.0,-117.9890226030249,0.0
x1844,-117.98902260323536,-0.0,-117.98902260323536,0.0
x1845,-117.98902260361339,-0.0,-117.98902260361339,0.0
x1846,-117.98902260312767,-0.0,-117.98902260312767,0.0
x1847,-117.9890226031429,-0.0,-117.9890226031429,0.0
x1848,-117.9890226035294,-0.0,-117.9890226035294,0.0
x1849,-117.98902260317838,-0.0,-117.98902260317838,0.0
x1850,-117.9890226032088,-0.0,-117.9890226032088,0.0
x1851,-117.98902260350347,-0.0,-117.98902260350347,0.0
x1852,-117.98902260316794,-0.0,-117.98902260316794,0.0
x1853,-117.98902260319278,-0.0,-117.98902260319278,0.0
x1854,-117.98902260363761,-0.0,-117.98902260363761,0.0
x1855,-117.98902260333918,-0.0,-117.98902260333918,0.0
x1856,-117.98902260227716,-0.0,-117.98902260227716,0.0
x1857,-117.98902259521114,-0.0,-117.98902259521114,0.0
x1858,-117.9890225990835,-0.0,-117.9890225990835,0.0
x1859,-117.9890225996614,-0.0,-117.9890225996614,0.0
x1860,-117.98902260042084,-0.0,-117.98902260042084,0.0
x1861,-117.98902260015095,-0.0,-117.98902260015095,0.0
x1862,-117.98902260033255,-0.0,-117.98902260033255,0.0
x1863,-117.98902260101116,-0.0,-117.98902260101116,0.0
x1864,-117.98902260089812,-0.0,-117.98902260089812,0.0
x1865,-117.98902260118247,-0.0,-117.98902260118247,0.0
x1866,-117.98902184735502,-0.0,-117.98902184735502,0.0
x1867,-117.98901738985178,-0.0,-117.98901738985178,0.0
x1868,-117.98901739013303,-0.0,-117.98901739013303,0.0
x1869,-117.98901739045402,-0.0,-117.98901739045402,0.0
x1870,-117.98901767524049,-0.0,-117.98901767524049,0.0
x1871,-117.98901767354891,-0.0,-117.98901767354891,0.0
x1872,-117.9890176733482,-0.0,-117.9890176733482,0.0
x1873,-117.98901823446917,-0.0,-117.98901823446917,0.0
x1874,-117.98901823272108,-0.0,-117.98901823272108,0.0
x1875,-117.9890182317619,-0.0,-117.9890182317619,0.0
x1876,-117.98901822772008,-0.0,-117.98901822772008,0.0
x1877,-117.98901765820084,-0.0,-117.98901765820084,0.0
x1878,-117.9890176452304,-0.0,-117.9890176452304,0.0
x1879,-117.9890175812307,-0.0,-117.9890175812307,0.0
x1880,-10.951618858950276,-0.0,-10.951618858950276,0.0
x1881,-117.98901746331865,-0.0,-117.98901746331865,0.0
x1882,-117.98902045278466,-0.0,-117.98902045278466,0.0
x1883,-117.98902176076709,-0.0,-117.98902176076709,0.0
x1884,-117.98902176539907,-0.0,-117.98902176539907,0.0
x1885,-117.98902176642909,-0.0,-117.98902176642909,0.0
x1886,-117.98902176739756,-0.0,-117.98902176739756,0.0
x1887,-117.98902176897776,-0.0,-117.98902176897776,0.0
x1888,-117.98902176940781,-0.0,-117.98902176940781,0.0
x1889,-117.9890180126912,-0.0,-117.9890180126912,0.0
x1890,-117.989017678119,-0.0,-117.989017678119,0.0
x1891,-117.98900201054342,-0.0,-117.98900201054342,0.0
x1892,-117.9890019937873,-0.0,-117.9890019937873,0.0
x1893,-117.98900195161309,-0.0,-117.98900195161309,0.0
x1894,-117.98900164207626,-0.0,-117.98900164207626,0.0
x1895,-117.98900164454086,-0.0,-117.98900164454086,0.0
x1896,-117.98900166994765,-0.0,-117.98900166994765,0.0
x1897,-117.98900169226076,-0.0,-117.98900169226076,0.0
x1898,-117.98901763895392,-0.0,-117.98901763895392,0.0
x1899,-117.98901764056865,-0.0,-117.98901764056865,0.0
x1900,-117.98901923372667,-0.0,-117.98901923372667,0.0
x1901,-117.98901923265366,-0.0,-117.98901923265366,0.0
x1902,-117.98901797481808,-0.0,-117.98901797481808,0.0
x1903,-117.98901763262137,-0.0,-117.98901763262137,0.0
x1904,-117.98902038508736,-0.0,-117.98902038508736,0.0
x1905,-117.98902259468913,-0.0,-117.98902259468913,0.0
x1906,-117.9890225930672,-0.0,-117.9890225930672,0.0
x1907,-117.98902259222616,-0.0,-117.98902259222616,0.0
x1908,-117.98902259173028,-0.0,-117.98902259173028,0.0
x1909,-117.98902259020434,-0.0,-117.98902259020434,0.0
x1910,-117.98902258899663,-0.0,-117.98902258899663,0.0
x1911,-117.98902258779823,-0.0,-117.98902258779823,0.0
x1912,-117.9890225853285,-0.0,-117.9890225853285,0.0
x1913,-117.98902258204498,-0.0,-117.98902258204498,0.0
x1914,-117.98902257544775,-0.0,-117.98902257544775,0.0
x1915,-117.98901767570396,-0.0,-117.98901767570396,0.0
x1916,-10.949708693173596,-0.0,-10.949708693173596,0.0
x1917,-96.06430168646723,-0.0,-96.06430168646723,0.0
x1918,-117.98901712698009,-0.0,-117.98901712698009,0.0
x1919,-117.98901781931852,-0.0,-117.98901781931852,0.0
x1920,-117.98901788271084,-0.0,-117.98901788271084,0.0
x1921,-117.98901791075073,-0.0,-117.98901791075073,0.0
x1922,-117.98901475793716,-0.0,-117.98901475793716,0.0
x1923,-117.98901928814499,-0.0,-117.98901928814499,0.0
x1924,-117.98901929208728,-0.0,-117.98901929208728,0.0
x1925,-117.9890177640882,-0.0,-117.9890177640882,0.0
x1926,-117.98901776645876,-0.0,-117.98901776645876,0.0
x1927,-117.98901776512159,-0.0,-117.98901776512159,0.0
x1928,-117.98902258900345,-0.0,-117.98902258900345,0.0
x1929,-117.98902258848739,-0.0,-117.98902258848739,0.0
x1930,-117.98902307831035,-0.0,-117.98902307831035,0.0
x1931,-117.98902310773761,-0.0,-117.98902310773761,0.0
x1932,-117.98902310801941,-0.0,-117.98902310801941,0.0
x1933,-117.98902310764122,-0.0,-117.98902310764122,0.0
x1934,-117.98902310766582,-0.0,-117.98902310766582,0.0
x1935,-117.98902310762175,-0.0,-117.98902310762175,0.0
x1936,-117.98902310732801,-0.0,-117.98902310732801,0.0
x1937,-117.98902258739494,-0.0,-117.98902258739494,0.0
x1938,-117.98902258945036,-0.0,-117.98902258945036,0.0
x1939,-117.98902043796112,-0.0,-117.98902043796112,0.0
x1940,-117.9890176013578,-0.0,-117.9890176013578,0.0
x1941,-117.98901760013698,-0.0,-117.98901760013698,0.0
x1942,-117.98901759608498,-0.0,-117.98901759608498,0.0
x1943,-117.98901759068961,-0.0,-117.98901759068961,0.0
x1944,-117.98901758342878,-0.0,-117.98901758342878,0.0
x1945,-117.98901757192078,-0.0,-117.98901757192078,0.0
x1946,-117.98901755651664,-0.0,-117.98901755651664,0.0
x1947,-117.98901753257273,-0.0,-117.98901753257273,0.0
x1948,-117.98901749103686,-0.0,-117.98901749103686,0.0
x1949,-117.98901740043252,-0.0,-117.98901740043252,0.0
x1950,-117.98901580297564,-0.0,-117.98901580297564,0.0
x1951,-10.949569013008107,-0.0,-10.949569013008107,0.0
x1952,-117.98901668715254,-0.0,-117.98901668715254,0.0
x1953,-117.98901778484209,-0.0,-117.98901778484209,0.0
x1954,-117.98901785130654,-0.0,-117.98901785130654,0.0
x1955,-117.98901869354928,-0.0,-117.98901869354928,0.0
x1956,-117.98901871116425,-0.0,-117.98901871116425,0.0
x1957,-117.98901872242527,-0.0,-117.98901872242527,0.0
x1958,-117.98901873077789,-0.0,-117.98901873077789,0.0
x1959,-117.9890187384993,-0.0,-117.9890187384993,0.0
x1960,-117.98901874369591,-0.0,-117.98901874369591,0.0
x1961,-117.98901761122981,-0.0,-117.98901761122981,0.0
x1962,-117.98901761717578,-0.0,-117.98901761717578,0.0
x1963,-117.98901762081883,-0.0,-117.98901762081883,0.0
x1964,-117.98901677950835,-0.0,-117.98901677950835,0.0
x1965,-117.98901762791274,-0.0,-117.98901762791274,0.0
x1966,-117.98901762952428,-0.0,-117.98901762952428,0.0
x1967,-117.98901763104236,-0.0,-117.98901763104236,0.0
x1968,-117.98901763268688,-0.0,-117.98901763268688,0.0
x1969,-117.98901763245472,-0.0,-117.98901763245472,0.0
x1970,-117.9890179725207,-0.0,-117.9890179725207,0.0
x1971,-117.98901797222659,-0.0,-117.98901797222659,0.0
x1972,-117.9890179674629,-0.0,-117.9890179674629,0.0
x1973,-117.9890176138599,-0.0,-117.9890176138599,0.0
x1974,-117.98901670052082,-0.0,-117.98901670052082,0.0
x1975,-117.98901687859583,-0.0,-117.98901687859583,0.0
x1976,-117.9890167840609,-0.0,-117.9890167840609,0.0
x1977,-117.98901835399873,-0.0,-117.98901835399873,0.0
x1978,-117.98901835872694,-0.0,-117.98901835872694,0.0
x1979,-117.9890204602806,-0.0,-117.9890204602806,0.0
x1980,-117.98902046783763,-0.0,-117.98902046783763,0.0
x1981,-117.98902046758542,-0.0,-117.98902046758542,0.0
x1982,-117.98902046880593,-0.0,-117.98902046880593,0.0
x1983,-117.98902046911607,-0.0,-117.98902046911607,0.0
x1984,-117.9890204680682,-0.0,-117.9890204680682,0.0
x1985,-117.98902046766747,-0.0,-117.98902046766747,0.0
x1986,-117.98902046747423,-0.0,-117.98902046747423,0.0
x1987,-117.98902046618196,-0.0,-117.98902046618196,0.0
x1988,-117.98902046552645,-0.0,-117.98902046552645,0.0
x1989,-117.98902046530034,-0.0,-117.98902046530034,0.0
x1990,-117.98902046332535,-0.0,-117.98902046332535,0.0
x1991,-117.9890204617302,-0.0,-117.9890204617302,0.0
x1992,-117.9890204602543,-0.0,-117.9890204602543,0.0
x1993,-117.98902045672097,-0.0,-117.98902045672097,0.0
x1994,-117.9890204533844,-0.0,-117.9890204533844,0.0
x1995,-117.98902044758056,-0.0,-117.98902044758056,0.0
x1996,-117.98902043827837,-0.0,-117.98902043827837,0.0
x1997,-117.98902041753502,-0.0,-117.98902041753502,0.0
x1998,-117.98901725477025,-0.0,-117.98901725477025,0.0
x1999,-10.950243971293366,-0.0,-10.950243971293366,0.0
x2000,-117.98901723449666,-0.0,-117.98901723449666,0.0
x2001,-117.989020408806,-0.0,-117.989020408806,0.0
x2002,-117.98902042932082,-0.0,-117.98902042932082,0.0
x2003,-117.98902043835605,-0.0,-117.98902043835605,0.0
x2004,-117.98902044500903,-0.0,-117.98902044500903,0.0
x2005,-117.98902044620577,-0.0,-117.98902044620577,0.0
x2006,-117.98902044841309,-0.0,-117.98902044841309,0.0
x2007,-117.98902044946723,-0.0,-117.98902044946723,0.0
x2008,-117.9890204471368,-0.0,-117.9890204471368,0.0
x2009,-117.98902044628255,-0.0,-117.98902044628255,0.0
x2010,-117.9890204420076,-0.0,-117.9890204420076,0.0
x2011,-117.98902042684539,-0.0,-117.98902042684539,0.0
x2012,-11.798876901641567,-0.0,-11.798876901641567,0.0
x2013,-117.9890204277018,-0.0,-117.9890204277018,0.0
x2014,-117.98902044431489,-0.0,-117.98902044431489,0.0
x2015,-117.98902045047365,-0.0,-117.98902045047365,0.0
x2016,-117.98902045409397,-0.0,-117.98902045409397,0.0
x2017,-117.98902045532449,-0.0,-117.98902045532449,0.0
x2018,-117.98902045604115,-0.0,-117.98902045604115,0.0
x2019,-117.98902259829822,-0.0,-117.98902259829822,0.0
x2020,-117.98902259662405,-0.0,-117.98902259662405,0.0
x2021,-117.98902259486347,-0.0,-117.98902259486347,0.0
x2022,-117.98902258898805,-0.0,-117.98902258898805,0.0
x2023,-117.98902260374146,-0.0,-117.98902260374146,0.0
x2024,-117.98902258935831,-0.0,-117.98902258935831,0.0
x2025,-117.98902259585975,-0.0,-117.98902259585975,0.0
x2026,-117.98902259571207,-0.0,-117.98902259571207,0.0
x2027,-117.98902259685813,-0.0,-117.98902259685813,0.0
x2028,-117.98902259681743,-0.0,-117.98902259681743,0.0
x2029,-117.98902259725452,-0.0,-117.98902259725452,0.0
x2030,-117.98902259670835,-0.0,-117.98902259670835,0.0
x2031,-117.98902259761707,-0.0,-117.98902259761707,0.0
x2032,-117.98902259724974,-0.0,-117.98902259724974,0.0
x2033,-117.98902259719033,-0.0,-117.98902259719033,0.0
x2034,-117.98902259760439,-0.0,-117.98902259760439,0.0
x2035,-117.98902259705254,-0.0,-117.98902259705254,0.0
x2036,-117.98902257506862,-0.0,-117.98902257506862,0.0
x2037,-117.98902259727471,-0.0,-117.98902259727471,0.0
x2038,-117.98902259646768,-0.0,-117.98902259646768,0.0
x2039,-117.9890225961314,-0.0,-117.9890225961314,0.0
x2040,-117.98902259628802,-0.0,-117.98902259628802,0.0
x2041,-117.9890225952837,-0.0,-117.9890225952837,0.0
x2042,-117.9890225945852,-0.0,-117.9890225945852,0.0
x2043,-117.9890225940214,-0.0,-117.9890225940214,0.0
x2044,-117.98902259201617,-0.0,-117.98902259201617,0.0
x2045,-117.98902258867744,-0.0,-117.98902258867744,0.0
x2046,-117.989022581362,-0.0,-117.989022581362,0.0
x2047,-10.950209887804306,-0.0,-10.950209887804306,0.0
x2048,-117.98901465073068,-0.0,-117.98901465073068,0.0
x2049,-117.98902258101991,-0.0,-117.98902258101991,0.0
x2050,-117.98902258749172,-0.0,-117.98902258749172,0.0
x2051,-117.98902259030085,-0.0,-117.98902259030085,0.0
x2052,-117.98902259243098,-0.0,-117.98902259243098,0.0
x2053,-117.98902259268142,-0.0,-117.98902259268142,0.0
x2054,-117.98902259299128,-0.0,-117.98902259299128,0.0
x2055,-117.98902259378029,-0.0,-117.98902259378029,0.0
x2056,-117.9890204356655,-0.0,-117.9890204356655,0.0
x2057,-117.98902043259986,-0.0,-117.98902043259986,0.0
x2058,-117.98902042525506,-0.0,-117.98902042525506,0.0
x2059,-117.98902040438863,-0.0,-117.98902040438863,0.0
x2060,-11.798925097747652,-0.0,-11.798925097747652,0.0
x2061,-117.98902040332756,-0.0,-117.98902040332756,0.0
x2062,-117.9890204224026,-0.0,-117.9890204224026,0.0
x2063,-117.9890204295621,-0.0,-117.9890204295621,0.0
x2064,-117.98902259172677,-0.0,-117.98902259172677,0.0
x2065,-117.98902259004743,-0.0,-117.98902259004743,0.0
x2066,-117.98902258922408,-0.0,-117.98902258922408,0.0
x2067,-117.98902258847656,-0.0,-117.98902258847656,0.0
x2068,-117.98902258499511,-0.0,-117.98902258499511,0.0
x2069,-117.98902030519487,-0.0,-117.98902030519487,0.0
x2070,-117.9890077895017,-0.0,-117.9890077895017,0.0
x2071,-10.949887525156303,-0.0,-10.949887525156303,0.0
x2072,-10.949887542842696,-0.0,-10.949887542842696,0.0
x2073,-117.98901494727447,-0.0,-117.98901494727447,0.0
x2074,-117.98901755883055,-0.0,-117.98901755883055,0.0
x2075,-117.9890175948259,-0.0,-117.9890175948259,0.0
x2076,-117.98901761299008,-0.0,-117.98901761299008,0.0
x2077,-117.98901762401285,-0.0,-117.98901762401285,0.0
x2078,-117.9890176320648,-0.0,-117.9890176320648,0.0
x2079,-117.9890176385061,-0.0,-117.9890176385061,0.0
x2080,-117.98901764249912,-0.0,-117.98901764249912,0.0
x2081,-117.9890176462192,-0.0,-117.9890176462192,0.0
x2082,-117.98901764989057,-0.0,-117.98901764989057,0.0
x2083,-117.98901765163193,-0.0,-117.98901765163193,0.0
x2084,-117.989017653852,-0.0,-117.989017653852,0.0
x2085,-117.98901765556124,-0.0,-117.98901765556124,0.0
x2086,-117.98901765551109,-0.0,-117.98901765551109,0.0
x2087,-117.98902046538302,-0.0,-117.98902046538302,0.0
x2088,-117.98902176339482,-0.0,-117.98902176339482,0.0
x2089,-117.9890217613275,-0.0,-117.9890217613275,0.0
x2090,-117.98902176114314,-0.0,-117.98902176114314,0.0
x2091,-117.9890217613235,-0.0,-117.9890217613235,0.0
x2092,-117.98902176199522,-0.0,-117.98902176199522,0.0
x2093,-117.9890176431052,-0.0,-117.9890176431052,0.0
x2094,-117.98901422666619,-0.0,-117.98901422666619,0.0
x2095,-117.98901444063944,-0.0,-117.98901444063944,0.0
x2096,-117.98901444342967,-0.0,-117.98901444342967,0.0
x2097,-117.98901770307468,-0.0,-117.98901770307468,0.0
x2098,-117.98901770412627,-0.0,-117.98901770412627,0.0
x2099,-117.98901770228271,-0.0,-117.98901770228271,0.0
x2100,-117.98901770457329,-0.0,-117.98901770457329,0.0
x2101,-117.98901770385471,-0.0,-117.98901770385471,0.0
x2102,-117.98901770352379,-0.0,-117.98901770352379,0.0
x2103,-117.98901770412084,-0.0,-117.98901770412084,0.0
x2104,-117.98901770339569,-0.0,-117.98901770339569,0.0
x2105,-117.98901770321045,-0.0,-117.98901770321045,0.0
x2106,-117.98901770331143,-0.0,-117.98901770331143,0.0
x2107,-117.98901770213567,-0.0,-117.98901770213567,0.0
x2108,-117.9890145883999,-0.0,-117.9890145883999,0.0
x2109,-117.98901770221404,-0.0,-117.98901770221404,0.0
x2110,-117.98901803505963,-0.0,-117.98901803505963,0.0
x2111,-117.98902260782066,-0.0,-117.98902260782066,0.0
x2112,-117.98902260781622,-0.0,-117.98902260781622,0.0
x2113,-117.9890226074829,-0.0,-117.9890226074829,0.0
x2114,-117.9890226076464,-0.0,-117.9890226076464,0.0
x2115,-117.98902260843235,-0.0,-117.98902260843235,0.0
x2116,-117.98902261258942,-0.0,-117.98902261258942,0.0
x2117,-117.9890177014714,-0.0,-117.9890177014714,0.0
x2118,-30.787671464849335,-0.0,-30.787671464849335,0.0
x2119,-29.24918379198796,-0.0,-29.24918379198796,0.0
x2120,-41.40828575285925,-0.0,-41.40828575285925,0.0
x2121,-117.98901770379754,-0.0,-117.98901770379754,0.0
x2122,-117.98901770353567,-0.0,-117.98901770353567,0.0
x2123,-117.98901803675538,-0.0,-117.98901803675538,0.0
x2124,-117.9890180372885,-0.0,-117.9890180372885,0.0
x2125,-117.98901803654103,-0.0,-117.98901803654103,0.0
x2126,-117.9890180363733,-0.0,-117.9890180363733,0.0
x2127,-117.98901803686368,-0.0,-117.98901803686368,0.0
x2128,-117.98901803581599,-0.0,-117.98901803581599,0.0
x2129,-117.98901803570647,-0.0,-117.98901803570647,0.0
x2130,-117.98901803461398,-0.0,-117.98901803461398,0.0
x2131,-117.98901803531473,-0.0,-117.98901803531473,0.0
x2132,-117.98901770039824,-0.0,-117.98901770039824,0.0
x2133,-117.9890180365124,-0.0,-117.9890180365124,0.0
x2134,-117.98901803461591,-0.0,-117.98901803461591,0.0
x2135,-117.98902048508329,-0.0,-117.98902048508329,0.0
x2136,-117.98902048445073,-0.0,-117.98902048445073,0.0
x2137,-117.98902260802844,-0.0,-117.98902260802844,0.0
