Resource,Zone,AnnualSum,Capacity,CapacityFactor
TRE_WEST_nuclear_nuclear_moderate_0,2,0.6760119627564692,0.0001207210133404407,0.0
TRE_WEST_geothermal_hydroflash_moderate_0,2,0.0,0.0,0.0
TRE_WEST_landbasedwind_class3_moderate_0,2,1.2433532272222256,0.0003461336897213431,0.0
TRE_WEST_landbasedwind_class3_moderate_1,2,4.397198623363452e6,996.520595510483,0.5037159446887352
TRE_WEST_landbasedwind_class3_moderate_2,2,0.6396677099347755,0.00021341760530358864,0.0
TRE_WEST_landbasedwind_class3_moderate_3,2,0.24404237198795323,0.00011404305489407361,0.0
TRE_WEST_landbasedwind_class3_moderate_4,2,0.375424484613085,0.00014840615648762973,0.0
TRE_WEST_landbasedwind_class3_moderate_5,2,0.45944171428798397,0.00016396172119874565,0.0
TRE_WEST_landbasedwind_class3_moderate_6,2,0.08771931557250358,3.075165853568047e-5,0.0
TRE_WEST_landbasedwind_class3_moderate_7,2,0.16007848022515075,9.433530215581455e-5,0.0
TRE_WEST_landbasedwind_class3_moderate_8,2,0.07944689197796746,3.1428343610838416e-5,0.0
TRE_WEST_utilitypv_class1_moderate_0,2,1.3012762040697925,0.000539702483305492,0.0
TRE_WEST_utilitypv_class1_moderate_1,2,1.3773467335735133e7,5531.9159069977095,0.2842258720549031
TRE_WEST_utilitypv_class1_moderate_2,2,1.8172634156324943,0.0007761040358275815,0.0
TRE_WEST_utilitypv_class1_moderate_3,2,0.39903621802829015,0.00018888036225007336,0.0
TRE_WEST_utilitypv_class1_moderate_4,2,0.38615041196332894,0.00017369004305346376,0.0
TRE_WEST_utilitypv_class1_moderate_5,2,0.4151865730993538,0.00018975791224837242,0.0
TRE_WEST_utilitypv_class1_moderate_6,2,0.2395123081505208,0.00011348260009426026,0.0
TRE_WEST_utilitypv_class1_moderate_7,2,0.21751873300465066,0.00011127397994824645,0.0
TRE_WEST_utilitypv_class1_moderate_8,2,0.2057995865996894,0.00010323759039192093,0.0
TRE_trans_light_duty_1,1,2.3901331022125266e7,12178.9,0.0
TRE_WEST_trans_light_duty_1,2,1.2752553251173394e6,661.2,0.0
TRE_comm_water_heat_1,1,547466.7375595468,151.8,0.0
TRE_WEST_comm_water_heat_1,2,29285.655862242435,8.2,0.0
TRE_res_water_heat_1,1,1.7595960314558034e6,661.8,0.0
TRE_WEST_res_water_heat_1,2,94276.27338133918,35.9,0.0
TRE_comm_space_heat_cool_1,1,3.2064184769101073e6,3437.3,0.0
TRE_WEST_comm_space_heat_cool_1,2,171099.91314682463,186.6,0.0
TRE_res_space_heat_cool_1,1,8.536543607845128e6,6078.6,0.0
TRE_WEST_res_space_heat_cool_1,2,451310.18110970303,330.0,0.0
