Zone,1,2,Total
AnnualSum,7.845463802417679e7,5.741250122568972e6,8.419588814674577e7
t1,2939.4173504833343,0.000549018170089042,2939.4178995015045
t2,2939.417332395747,0.0005451936624288112,2939.4178775894093
t3,2939.41732175263,0.000543273546176305,2939.417865026176
t4,2939.417315790619,0.0005431413081293378,2939.417858931927
t5,2939.4173133638033,0.0005448226825775196,2939.417858186486
t6,2939.417314477977,0.0005488654246513943,2939.4178633434017
t7,2939.417319360843,0.0005555552367002259,2939.4178749160797
t8,2939.417359704785,0.0005877224944237932,2939.4179474272796
t9,5915.815031599546,0.0023313911405111946,5915.817362990687
t10,2939.417373288454,0.0006477811924479104,2939.418021069647
t11,2939.4173382923445,0.0006244777527713963,2939.4179627700973
t12,2939.4173367697103,0.0006234236961551916,2939.4179601934065
t13,2939.417339565908,0.0006251908004864241,2939.4179647567084
t14,2939.417347124342,0.0006293551040793031,2939.417976479446
t15,2939.417358743148,0.0006361913084417152,2939.417994934456
t16,2939.4173792689126,0.0006479552700615482,2939.4180272241824
t17,2939.4174176642155,0.0006692816594784647,2939.418086945875
t18,5437.290649566526,663.1341883266551,6100.424837893181
t19,9311.059546541686,1284.2381564225932,10595.297702964279
t20,7469.486678262982,1182.4148060537184,8651.9014843167
t21,7326.718749720909,1182.4148316289425,8509.133581349852
t22,7315.68911635535,1182.4148564430416,8498.103972798392
t23,7341.3307162316305,1182.4148779432223,8523.745594174852
t24,7334.396174164918,1182.4148992530415,8516.811073417959
t25,7332.724966259342,1182.4149199293333,8515.139886188676
t26,7253.321061271745,1182.4149386638494,8435.735999935594
t27,7235.282227252594,1182.4149576910233,8417.697184943618
t28,7246.376749850701,1182.4149752679125,8428.791725118614
t29,7512.3320321678575,1182.4149898291646,8694.747021997022
t30,8171.141241954892,1182.4150022482859,9353.556244203179
t31,8443.952262137944,1182.415014879411,9626.367277017354
t32,9308.73368742823,1182.4150321813645,10491.148719609595
t33,7005.509977581809,1076.641622100723,8082.151599682532
