Zone,1,2
t1,-3.438409932100455e-7,-7.204221227815154e-6
t2,-3.5212917525823773e-7,-7.37278396210441e-6
t3,-3.559683847075425e-7,-7.424203696827981e-6
t4,-3.5791886844535424e-7,-7.428841634592376e-6
t5,-3.568380833933327e-7,-7.386709230702865e-6
t6,-3.489306822479359e-7,-7.211753830996214e-6
t7,-3.3483115006317514e-7,-6.864781530619639e-6
t8,-3.319748348916066e-7,-6.8465469609160624e-6
t9,-3.239265956380934e-7,-6.665867013826137e-6
t10,-3.129252843186943e-7,-6.473318010205738e-6
t11,-3.057647662612583e-7,-6.330426430905453e-6
t12,-3.043883988453286e-7,-6.339427749888081e-6
t13,-2.845904498111787e-7,-6.2515380613978904e-6
t14,-3.020842268286989e-7,-6.325347489956854e-6
t15,-2.8973749012808647e-7,-6.426158050354808e-6
t16,-3.084578738269002e-7,-6.44036443873012e-6
t17,-3.0391953150041603e-7,-6.338649850524153e-6
t18,-2.872519676882228e-7,-6.060047163202721e-6
t19,-2.434877249378765e-7,-5.464565415956741e-6
t20,-2.366740128344994e-7,-5.435525604611581e-6
t21,-2.544784531101412e-7,-5.510311837145622e-6
t22,-2.604659200983408e-7,-5.617333665317507e-6
t23,-2.577788178589827e-7,-5.830417242499974e-6
t24,-2.722528988913189e-7,-6.1516704634643325e-6
t25,-3.111106600659557e-7,-6.675640472795638e-6
t26,-3.1827824817712556e-7,-6.720677017949979e-6
t27,-3.1594146959070266e-7,-6.673728296910451e-6
t28,-3.0852236588740705e-7,-6.523522622847918e-6
t29,-2.9709753716467193e-7,-6.301069213128187e-6
t30,-2.621563153988756e-7,-5.910647380155003e-6
t31,-2.387260007837887e-7,-5.323026542149006e-6
t32,-2.2921945881229118e-7,-5.1665014442471966e-6
t33,-2.422058206620534e-7,-5.19246638644938e-6
t34,-2.366888902371818e-7,-5.2320052093477525e-6
t35,-2.376260480109425e-7,-5.261153046061927e-6
t36,-2.5240046503473164e-7,-5.462357787840716e-6
t37,-2.6005899555577635e-7,-5.584924328120085e-6
t38,-2.707362884846991e-7,-5.793633183324409e-6
t39,-2.772260871046196e-7,-5.9173201163395905e-6
t40,-2.718376169538391e-7,-5.798708995205647e-6
t41,-2.5813607788744713e-7,-5.530871221993685e-6
t42,-2.3072209492504933e-7,-5.014324420661832e-6
t43,-2.209695777753784e-7,-4.769749513691351e-6
t44,-2.200441959501308e-7,-5.073208338751594e-6
t45,-2.3340791376343712e-7,-5.167463911892944e-6
t46,-2.3203827135972116e-7,-5.290344590175516e-6
t47,-2.430278870711521e-7,-5.525137662424451e-6
t48,-2.5293550031708167e-7,-5.715579050002305e-6
t49,-2.7157995591780096e-7,-5.768750503151182e-6
t50,-2.695670927434517e-7,-5.734491227282922e-6
t51,-2.6917301580425265e-7,-5.645830376540711e-6
t52,-2.5990345016552147e-7,-5.487467682901208e-6
t53,-2.4623281170522865e-7,-5.249786576180755e-6
t54,-2.2117096638010042e-7,-4.78039656800904e-6
t55,-1.8656954298449924e-7,-4.050519475392132e-6
t56,-1.8562331486530077e-7,-4.007379111369972e-6
t57,-1.9493434652495584e-7,-4.062419522659854e-6
t58,-2.059744319343715e-7,-4.64464873782536e-6
t59,-2.1593819680711936e-7,-4.8927055603401985e-6
t60,-2.2697519427196727e-7,-5.1871415811265745e-6
t61,-2.381643784117774e-7,-5.374322783433181e-6
t62,-2.4606114757688343e-7,-5.580940892984771e-6
t63,-2.6407549693807484e-7,-5.709047919611114e-6
t64,-2.468374269816869e-7,-5.602680487896095e-6
t65,-2.347485771423675e-7,-5.340611289338103e-6
t66,-2.154434728606109e-7,-4.8586379043182606e-6
t67,-2.0465841618208268e-7,-4.6331980993288884e-6
t68,-2.13055293393043e-7,-4.96917089233717e-6
t69,-2.1794618002368508e-7,-5.0815696944863224e-6
t70,-2.3799988456964148e-7,-5.315207600467777e-6
t71,-2.6045122091694653e-7,-5.647965147541965e-6
t72,-2.78491748375189e-7,-5.942199208199122e-6
t73,-2.900631986011174e-7,-6.120474373111441e-6
t74,-2.9283248454686635e-7,-6.135759634654251e-6
t75,-2.9204745059875937e-7,-6.111905209590763e-6
t76,-2.890524513519611e-7,-6.0071285371554095e-6
t77,-2.7754402967288513e-7,-5.791361021480287e-6
t78,-2.5029118853774847e-7,-5.31760861863054e-6
t79,-2.140616520838878e-7,-4.578751667375938e-6
t80,-2.0865980758696258e-7,-4.548975908910394e-6
t81,-2.2345399808627436e-7,-4.7859360003912965e-6
t82,-2.3087342239075268e-7,-5.229651933311822e-6
t83,-2.5198829101855496e-7,-5.448208072523541e-6
t84,-2.624797091166249e-7,-5.716014646072472e-6
t85,-2.5460104115320685e-7,-5.864556796417351e-6
t86,-2.6269703892736507e-7,-6.003856365279536e-6
t87,-2.7983594060539254e-7,-6.056027136210189e-6
t88,-2.5957405689908697e-7,-5.928068337605289e-6
t89,-2.495609257121914e-7,-5.674680728572126e-6
t90,-2.313639060201522e-7,-5.2831011134445606e-6
t91,-2.2251650669513412e-7,-5.155805873742888e-6
t92,-2.3614206657998752e-7,-5.493133218672556e-6
t93,-2.556472166511875e-7,-5.663978438792037e-6
