BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t1134,47540.86004293285,7.36952545226939e-5,-0.0012408044885030133,2381.210328163345,-4394.603883794737,4.041892171256849e-7,1.921200469645788e-8,3534.032459858851,-50.006560886397025,-48765.0,6150.084726876665,6.920916309499894e-5,-0.0012318836646213708,116.21802589754571,-288.2560088423454,3.254437179493568e-7,4.885399743836234e-8,-3534.032459858851,-50.006560886397025,-2344.0
t1135,46517.97971130886,1251.9413130422934,-4.6398142832718416e-5,4122.463263560867,-509.8245801850923,4.15225671802473e-7,1.9338822969808574e-8,4505.22616739581,-63.74895102013463,-55742.0,5958.664184877951,1191.5259177211713,-4.4731504814773495e-5,223.7727623486918,-32.23875116451734,3.36907061142463e-7,4.739634511421076e-8,-4505.22616739581,-63.74895102013463,-2709.0
t1136,49386.09838724213,804.3737748037088,-4.2579062279935034e-5,4191.2482328129245,-752.8358756356573,4.1614466502366515e-7,1.9328427604288214e-8,4309.358268210953,-60.97742008372988,-57798.0,6171.1669840930335,867.459133560372,-4.127382902638313e-5,227.45026800344817,-38.763236392179536,3.401585884586722e-7,4.742294667369769e-8,-4309.358268210953,-60.97742008372988,-2796.0
t1137,47611.325257298704,1343.5466460103808,-2.2828215773004958e-5,4187.699863175892,-618.3701713424267,4.155035393689942e-7,1.9330750445550215e-8,4156.721574654265,-58.81761110548168,-56545.0,5502.367228493001,1284.7561947375355,-2.1827078130355944e-5,227.303761892614,-31.070366819884242,3.4076054662144606e-7,4.828973911025996e-8,-4156.721574654265,-58.81761110548168,-2709.0
t1138,53754.197486426165,2.2014199624087425e-5,-286.3353315801553,2852.8824644716533,-4720.072465123318,4.047391177605635e-7,1.9208294655293676e-8,4225.391051902753,-59.78928491360169,-55510.0,7121.756128017219,2.1356635718156424e-5,-0.29462815899084593,149.47889121794896,-294.9707910796926,3.293213149425046e-7,4.753693538260206e-8,-4225.391051902753,-59.78928491360169,-2631.0
t1139,51121.53623604088,7.800859904403016e-5,-99.19484946245082,2910.430687599738,-3599.6602337738163,4.0470219520027727e-7,1.9209045199993238e-8,5366.237257469272,-75.93225875170208,-55351.0,8159.672798489801,7.3389546833248e-5,-0.08576541780271657,157.06760700295297,-178.55293886860565,3.29244780223446e-7,4.7558921081028615e-8,-5366.237257469272,-75.93225875170208,-2620.0
t1140,48686.36985242483,7.909171005868518e-5,-67.19273192817013,2981.9198190253924,-3067.562971894629,4.045144061572105e-7,1.9210302979445765e-8,6391.839677740872,-90.44453303147195,-54548.0,9150.673429564427,7.361755548645693e-5,-0.058832987773700975,161.15703139267345,-167.04295815948532,3.2863746544622815e-7,4.780222204173364e-8,-6391.839677740872,-90.44453303147195,-2572.0
t1141,47237.94575742639,8.732350369564871e-5,-51.807128935524894,3142.1501136432244,-2646.119418297518,4.056266959410979e-7,1.9202139638787624e-8,6591.865030021257,-93.27489138850588,-53891.0,9294.176785643864,8.459149154051767e-5,-0.04539931712128291,171.55487554194758,-148.27153404052703,3.3023789883480017e-7,4.8395985799527585e-8,-6591.865030021257,-93.27489138850588,-2539.0
t1142,46070.427027520906,8.308612671497054e-5,-44.701164036743,2992.9956061310295,-3756.368358070489,4.045787149291822e-7,1.9208902477549233e-8,8323.691949043816,-117.78024263275368,-53154.0,11058.045489881444,7.749069333164702e-5,-0.038277010941146376,167.5981119076605,-164.35296833647183,3.286525403592919e-7,4.8307576201852036e-8,-8323.691949043816,-117.78024263275368,-2502.0
t1143,45221.942098800486,8.778743893727262e-5,-37.982798388963225,3166.3835227561344,-3791.949183849902,4.053329106831382e-7,1.920465694387935e-8,8769.261020778122,-124.08504473585357,-52883.0,11504.138227105865,8.242212897880258e-5,-0.0321932958919498,178.1320822567496,-175.80708861694242,3.2940280194225424e-7,4.854027580620497e-8,-8769.261020778122,-124.08504473585357,-2489.0
t1144,48347.033979202635,8.438858563874878e-5,-33.851284597198394,4032.0202425275816,-5479.37643992504,4.0465314162750564e-7,1.920932631423086e-8,7411.400720296846,-104.87132174005639,-53871.0,10147.81487550398,7.831996113676918e-5,-0.02784031562637375,229.12868699232263,-209.77243710036106,3.2871192210174557e-7,4.7992701210442847e-8,-7411.400720296846,-104.87132174005639,-2546.0
t1145,50845.777952166776,7.916944252813065e-5,-30.870269054771867,5388.05589271049,-6352.340505109388,4.045267630342805e-7,1.920951358998864e-8,6483.340034649444,-91.7392630581423,-55954.0,9288.9213714068,7.445660154487373e-5,-0.02652057833707586,299.29555435582955,-262.37191925177666,3.29283660187017e-7,4.734995456609402e-8,-6483.340034649444,-91.7392630581423,-2659.0
t1146,49508.57464014302,6.672611324814053e-5,-28.780203758211258,7127.455170396651,-2285.8682815036987,4.046744626630593e-7,1.9206233687712398e-8,4248.331037913202,-60.113885749310434,-58253.0,7055.963600449019,6.388059773548793e-5,-0.028085158408602335,365.9457355872768,-272.3225057244187,3.310153791905303e-7,4.6766214450405725e-8,-4248.331037913202,-60.113885749310434,-2781.0
t1147,48382.11753415165,576.156112965162,-6.5505313819278e-5,6783.349379829144,-0.00015385502599461986,4.0752347570284337e-7,1.922675581621368e-8,2751.7359796028372,-38.93706526632101,-58219.0,5225.843394145544,0.5379667124530481,-6.285682277410592e-5,368.22896807182497,-0.0001563195185597273,3.3437249904486014e-7,4.7642075229835334e-8,-2751.7359796028372,-38.93706526632101,-2765.0
t1148,49639.36512575271,7.573502102786497e-5,-0.0004950815826090073,4052.2732835399256,-787.7813686442404,4.046734692246375e-7,1.920824108206798e-8,2579.6316152270692,-36.50178906835282,-55214.0,5225.588580878725,7.174010562331916e-5,-0.00048720365070042287,192.82814280496476,-163.78111523406363,3.297656216822365e-7,4.794136140921949e-8,-2579.6316152270692,-36.50178906835282,-2602.0
t1149,50406.21050645413,9.14976332921539e-5,-0.0003384961898927661,2847.565454261845,-3208.6961665816,4.0470537486487954e-7,1.921494091564894e-8,3500.468369720973,-49.53162922029483,-53250.0,6211.048220665947,8.610027946524262e-5,-0.0003298109978213952,147.43783463757055,-253.95418380787413,3.283089254561933e-7,4.8342622241690876e-8,-3500.468369720973,-49.53162922029483,-2505.0
t1150,48676.8934169203,9.648400507935761e-5,-0.0002775302875150993,2302.9167916924853,-4077.76283037516,4.03673013512629e-7,1.9221707564954876e-8,4670.615894584584,-66.08921668013902,-51244.0,7335.8864355174965,9.197765771787569e-5,-0.00026834179091231715,121.01385055014174,-249.10578213371878,3.263928224619369e-7,4.869945245714085e-8,-4670.615894584584,-66.08921668013902,-2405.0
t1151,46620.27817652845,0.00010222016162381476,-0.0002321753049366252,1828.5825123982288,-4191.684889004868,4.034963359904906e-7,1.92267795874323e-8,4737.376754122423,-67.03388283733443,-48664.0,7287.974084572647,9.979059235228438e-5,-0.00022517528296678776,96.70153188096273,-230.2309716467053,3.256206058315306e-7,4.927219032481481e-8,-4737.376754122423,-67.03388283733443,-2283.0
t1152,47203.251864810285,0.00012545872828307738,-0.00019060232976608478,1538.8935989324432,-6820.631972448811,4.0430271800360317e-7,1.9219764867315687e-8,4390.214300378328,-62.12153405956522,-45991.0,6820.967029582873,0.00011682846460470806,-0.00018376285988894186,82.41028059645555,-226.9198751211569,3.2401811384472393e-7,4.967985759743971e-8,-4390.214300378328,-62.12153405956522,-2162.0
t1153,43588.26591182585,0.00013177364438116557,-0.0001723442064734191,2257.892272564177,-3959.024603983622,4.0413263210180613e-7,1.9222140199226024e-8,3986.159433849508,-56.404157639873986,-45564.0,6344.340082725565,0.00012369096752381858,-0.00016576710328631254,121.32023937019696,-185.69253126366547,3.237716532266889e-7,4.953904498259448e-8,-3986.159433849508,-56.404157639873986,-2181.0
t1154,41977.235778743605,0.0001463290338584151,-0.00015600280948421463,1984.3385748068804,-3678.0840925178222,4.0037915997115907e-7,1.925746931593472e-8,4355.2479267334675,-61.62675984321171,-44319.0,6670.519399138108,0.00013685081809973232,-0.00015047923325109787,107.54688220020796,-169.56482166174962,3.221594913306231e-7,4.959463362658492e-8,-4355.2479267334675,-61.62675984321171,-2130.0
t1155,40705.954987866324,0.00016268544162326745,-0.0001376934841794595,2064.223275513137,-3092.8896260105234,3.997286173106202e-7,1.9259229875033895e-8,4688.891632634863,-66.3478182962436,-44037.0,7005.685795382105,0.00015204405817352166,-0.0001393301677789294,110.60613770299867,-169.70467694297582,3.2176591265674673e-7,4.9582228232338206e-8,-4688.891632634863,-66.3478182962436,-2125.0
t1156,38782.85039758066,0.00019372823558108182,-0.0001118237859804881,2210.9097663945017,-2512.277550584433,4.049582281428524e-7,1.921657034134502e-8,5760.010255669019,-81.50414628502126,-43882.0,8065.588394942059,0.00018140832536953793,-0.00011260953425426842,118.7365431236278,-135.30645899884342,3.2369773822567564e-7,4.974706175486524e-8,-5760.010255669019,-81.50414628502126,-2126.0
t1157,39884.293638765186,0.00019363798187841175,-0.0001138942055976634,2195.5759727159566,-2800.960204589509,4.0379733018746174e-7,1.9224860141017142e-8,5305.727256197399,-75.07604222148677,-44238.0,7627.622794632553,0.0001805580535663067,-0.00011081218002634855,119.90142660209102,-141.64495071241333,3.2276868977580233e-7,4.951641595395581e-8,-5305.727256197399,-75.07604222148677,-2150.0
t1158,40544.41871711157,0.00021379562841611455,-0.00011094079164063604,2404.3220942025555,-2612.189979745484,4.040174487609355e-7,1.922270307387961e-8,5773.318644603736,-81.69246032923853,-45750.0,8178.159504913996,0.00020435168365500868,-0.00010671842453179863,130.0530848747481,-143.50912253231962,3.2332817811356624e-7,4.9219281966767347e-8,-5773.318644603736,-81.69246032923853,-2228.0
t1159,41288.94636761989,0.00025026871887424507,-0.00011066571003924546,3113.70722630197,-1497.7507957544512,4.0441977217713453e-7,1.9218208716744874e-8,5870.723189844151,-83.07073460381534,-48413.0,8368.186447209082,0.00024091823658892425,-0.00010463102791810891,161.60546548376402,-119.92739030239352,3.2543610547494094e-7,4.8704348966230146e-8,-5870.723189844151,-83.07073460381534,-2373.0
t1160,40053.79577555406,0.00032556849120052756,-0.0001084013347357127,3216.7703431157897,-1725.2501593429597,4.031088266495044e-7,1.9229941790457475e-8,8579.981974943064,-121.40674651565064,-49686.0,11178.589698187698,0.00032404010072291216,-0.00010140408204638461,156.9010675183598,-96.69552074131767,3.2513894416892134e-7,4.848586982972729e-8,-8579.981974943064,-121.40674651565064,-2416.0
t1161,43028.82112524628,0.0011706802341945814,-2.6968849587148212e-5,3518.7827621037086,-2486.391733640832,4.0521800274398136e-7,1.92111915765749e-8,8107.71983585243,-114.72423746683636,-51743.0,10717.463559237478,0.0011865258465584125,-2.56119363671782e-5,190.98846155936099,-65.28487130544977,3.319288603400468e-7,4.8886293399434734e-8,-8107.71983585243,-114.72423746683636,-2506.0
t1162,45512.9403354975,2.670146455544944e-5,-0.006714551495053622,3829.2700712022756,-3048.4214603736964,3.956458106752832e-7,1.9093219311826952e-8,8105.511458170173,-151.90452776321607,-53899.0,11027.248388403199,2.5209985065801507e-5,-0.006569583511817835,194.64551076628533,-209.56684146824202,3.2168468757515614e-7,4.7229700224582584e-8,-8105.511458170173,-151.90452776321607,-2603.0
t1163,49584.87576313282,0.0017008716995877747,-0.0015642656098278779,4521.294933123487,-2240.027463239704,3.962139071562153e-7,1.9092017787808247e-8,4211.273741609455,-168.96622505766885,-55543.0,7079.392561819476,0.0016303359816593976,-0.0015174134692571613,241.14474191951263,-91.33122530606215,3.22558615263078e-7,4.682162770467893e-8,-4211.273741609455,-168.96622505766885,-2680.0
t1164,51110.15258026315,0.0047649041334715805,-0.00040936773809976224,4963.726599030396,-1491.5641876240593,3.9623504758281355e-7,1.9092322452700243e-8,1655.425906296815,-195.13029619338695,-55651.0,4492.8517840946915,0.004684233708005966,-0.00038287532005027347,269.42934109485645,-49.59892823367407,3.2246402783665985e-7,4.689124006370044e-8,-1655.425906296815,-195.13029619338695,-2667.0
t1165,54357.44796520919,0.00039762506412566385,-481.1469842704983,5215.282240032078,-3102.240758543523,3.956461907904119e-7,1.908675570016164e-8,500.91246035144013,-233.8853296157205,-55826.0,4240.75178906155,0.0003776085795698429,-487.9042520971902,243.93078288301157,-349.09557824188096,3.220316524440356e-7,4.680812065722707e-8,-500.91246035144013,-233.8853296157205,-2679.0
t1166,57011.540980648635,0.016680514259694128,-1090.8214656948949,4530.962669486611,-5050.807634203005,3.959398591474183e-7,1.9084327177211173e-8,563.3640875806759,-233.8853285801997,-55300.0,4784.177590283331,0.016794013539555834,-1038.059536904684,236.804174124183,-304.8042771446604,3.2240377129384795e-7,4.698752720521094e-8,-563.3640875806759,-233.8853285801997,-2647.0
t1167,61069.71823574612,0.0162231730737472,-841.0714282423625,4048.0633880500027,-9597.303877350467,3.958098424557938e-7,1.908556281519289e-8,1026.8327759639405,-233.88532808415394,-55042.0,5014.304668759054,0.016412995315231913,-831.2675640176622,232.7754321469522,-293.2255181206142,3.2214768089294177e-7,4.70808904666997e-8,-1026.8327759639405,-233.88532808415394,-2628.0
t1168,60612.305630596646,0.01611496386705153,-732.5781352249793,4136.768341963714,-9316.643954453093,3.9583909134448704e-7,1.908555044595736e-8,1424.3873199777418,-233.8853283259786,-55460.0,5365.236583706416,0.016310383182216868,-732.7548730400794,236.56899519737155,-330.90903998649185,3.2232576657258543e-7,4.700111186162005e-8,-1424.3873199777418,-233.8853283259786,-2646.0
t1169,60529.45444597928,0.016160951794361878,-808.6945792780563,4638.34520502046,-8100.182823803148,3.958994116255669e-7,1.9085216027765632e-8,903.3169094593159,-233.8853285785127,-56498.0,5155.877268406591,0.01633029544615083,-797.8476430215205,250.96400703445025,-538.9223964678324,3.225187538006742e-7,4.6715479448195026e-8,-903.3169094593159,-233.8853285785127,-2699.0
t1170,57034.53347537005,0.015383589727132132,-62.63156540784509,4761.371119550687,-4964.089461554772,3.95693118645522e-7,1.9085274768646225e-8,928.0563709059279,-233.88533064033467,-57033.0,4258.455289981643,0.015514183013291691,-62.8063442428893,250.86482704750424,-329.70225515168835,3.2244533811152566e-7,4.6595028343177626e-8,-928.0563709059279,-233.88533064033467,-2721.0
t1171,56364.933464554786,0.0017291770535202778,-0.0022740722264477115,5444.723242590369,-5414.459469118381,3.955520008014071e-7,1.9089674832967253e-8,3894.2532327866716,-162.98263240001637,-59767.0,7072.580259173551,0.0016937710977478573,-0.002214916755543887,298.9533159742259,-297.3145567863171,3.2507738425913023e-7,4.584565595687504e-8,-3894.2532327866716,-162.98263240001637,-2854.0
t1172,57578.910793085895,0.0001976850654080749,-0.00020587189948605752,5618.753073690989,-5545.740368075532,4.0144838500552176e-7,1.9169568021336337e-8,3273.192522323945,-46.31567647221757,-60636.0,6257.868573637776,0.00019114150812158342,-0.00019767438460817919,309.493225152438,-305.53791736452894,3.297996485488346e-7,4.5790353242378364e-8,-3273.192522323945,-46.31567647221757,-2896.0
t1173,54806.61114769441,0.0003686450561794836,-9.451991885967337e-5,5004.364050561926,-4980.051963067852,4.043298387641311e-7,1.9207629620085937e-8,4523.578421650313,-64.00863620112183,-59030.0,7465.284316455677,0.00036307592164670137,-9.027961998597394e-5,275.93022578793534,-274.6191213643625,3.3060708016171396e-7,4.641746635689311e-8,-4523.578421650313,-64.00863620112183,-2815.0
t1174,49972.207581225884,0.00027445467184094874,-0.00010822827083863066,4808.3914136540125,-1669.8820338835383,4.044314323803114e-7,1.9211153307453516e-8,4327.228089148795,-61.2302790016379,-57119.0,6968.144908727882,0.00026915480848164076,-0.00010147030712834423,270.0522484414836,-68.50867807852333,3.297289744348208e-7,4.70162374602282e-8,-4327.228089148795,-61.2302790016379,-2720.0
t1175,49258.56383814681,0.00021155111005298396,-0.00011396721934950831,3897.5601847707385,-2047.0879239855908,4.050070990223762e-7,1.921003258606511e-8,3519.037217784993,-49.79437796621399,-54332.0,6092.533370005414,0.0001890744365406181,-0.00011446897630086763,215.70273327982287,-103.61020455044618,3.292959034614062e-7,4.789003942198421e-8,-3519.037217784993,-49.79437796621399,-2586.0
t1176,48908.09842163961,0.00017907621605204986,-0.00012094226828871347,2911.2850842170747,-3327.4544333700405,4.052252072658177e-7,1.920950318936701e-8,2776.1197184392945,-39.282095345674605,-50993.0,5243.958807137186,0.00016689803259764953,-0.00012186237869973702,164.08107769307355,-121.35602111345307,3.2916936864887606e-7,4.902800821529243e-8,-2776.1197184392945,-39.282095345674605,-2432.0
t1177,47183.38448286868,0.00012846851177072147,-0.00017407539574223417,2379.46435635297,-2766.54348062808,4.0248309869393233e-7,1.9234913029650933e-8,2130.4716978970637,-30.14617625698851,-48670.0,4541.0700851856545,0.00012438657473955015,-0.0001576750815111697,128.03716673634614,-150.34316859753852,3.259635879413515e-7,4.9133852665698414e-8,-2130.4716978970637,-30.14617625698851,-2328.0
t1178,47041.97519692011,0.00013005311131768812,-0.00017860283985833341,2021.9545139916038,-3488.8137545836007,4.049849564046614e-7,1.9216718475312686e-8,2007.1717128507817,-28.401481131942212,-47329.0,4400.031767918618,0.00011787423419868076,-0.00017745315159543135,109.53883339621996,-174.59586699767303,3.2682469259294534e-7,4.960686027543752e-8,-2007.1717128507817,-28.401481131942212,-2271.0
t1179,47386.96639882799,9.55214243317415e-5,-0.0002920329211141638,2169.419466615438,-4002.510593541081,4.0419743749919484e-7,1.9221385721147348e-8,2121.6523478253953,-30.02138242650088,-47419.0,4568.62431782565,9.078323521832156e-5,-0.00027488801152410837,116.06365206004838,-217.99267347705438,3.2527573112116143e-7,4.9269226965577586e-8,-2121.6523478253953,-30.02138242650088,-2285.0
t1180,48518.27530995544,8.063805919905589e-5,-0.0005803107264775774,2424.744941429697,-4897.714206428331,4.040331112468735e-7,1.9221095503980664e-8,1804.239082611568,-25.529984770778295,-47602.0,4413.841074034216,7.661869700079893e-5,-0.0005469324423682615,121.64646545595186,-375.1880173975727,3.251611576605203e-7,4.912619695357219e-8,-1804.239082611568,-25.529984770778295,-2305.0
t1181,46177.9707898959,9.159032386821786e-5,-0.00021321633636436736,3018.5126028451823,-3015.0581428068863,4.041499393827449e-7,1.9253035587573092e-8,2261.0471664092893,-31.993818942654055,-48182.0,4665.862073247369,8.708400723973127e-5,-0.0002025657178114055,163.85678307123632,-163.68393691800492,3.2671732799425516e-7,4.9005233822408124e-8,-2261.0471664092893,-31.993818942654055,-2341.0
t1182,45026.68436718653,460.4991895721201,-4.3610768098916655e-5,3257.4432605061406,-2235.5749495019663,4.1372080493600776e-7,1.9357094436965285e-8,3272.8571762286297,-46.31092985220915,-49671.0,5118.360608175488,541.621901203469,-4.137516376494215e-5,176.8259583358343,-53.3293907892955,3.338490395666127e-7,4.8884242714594284e-8,-3272.8571762286297,-46.31092985220915,-2418.0
t1183,43267.63497743645,1627.4895583702505,-4.654325345060038e-5,3688.0290147831847,-366.786718221141,4.146200309876655e-7,1.9349339767213607e-8,4242.997160534669,-60.03841061688363,-52321.0,5319.136925320423,1477.7926695609588,-4.537387736963861e-5,187.57983071390817,-57.43539883669057,3.3560042550359144e-7,4.812747951117579e-8,-4242.997160534669,-60.03841061688363,-2564.0
t1184,44076.52393157748,1311.8729845414898,-2.4606670970211562e-5,3529.362864018141,-602.5883517115965,4.1480946872380916e-7,1.9341146686850647e-8,4781.430215445329,-67.65723828385201,-52943.0,6024.457111602491,1324.3266736836872,-2.4820970617818323e-5,191.57196458233796,-50.61103341816052,3.3561065435926523e-7,4.8056265431196514e-8,-4781.430215445329,-67.65723828385201,-2573.0
t1185,49086.963795700256,2.4393718400061148e-5,-0.0005749416227661051,3159.939969373844,-4539.858411242397,4.0447618725981186e-7,1.92143309771429e-8,6707.255179317179,-94.90766226637513,-54028.0,9624.068043572464,2.335538797736449e-5,-0.000572508243421891,165.60363196120778,-275.60062290655236,3.2819889735668357e-7,4.749369681400799e-8,-6707.255179317179,-94.90766226637513,-2617.0
t1186,41559.420792493824,0.00012064294402304971,-0.00016902210323069196,3939.5322807935577,-1481.8499498169037,4.05525372144249e-7,1.9206608131706783e-8,11039.808156356989,-156.21328659902176,-54548.0,13869.428633013791,0.00011828163182753018,-0.00017352570870970047,206.2693311895708,-87.46317978150398,3.298581064499297e-7,4.74206679415173e-8,-11039.808156356989,-156.21328659902176,-2636.0
t1187,37655.51827013105,0.00016698864238433477,-0.00011459677442632728,4721.445227771562,-1157.1035212677757,4.0536732659070915e-7,1.92061269061175e-8,13693.140507880646,-193.75793931510617,-54329.0,16515.6708954689,0.00016333706049895754,-0.00011092048967212105,247.58790639071677,-59.602468142350496,3.29597196047439e-7,4.744998826636886e-8,-13693.140507880646,-193.75793931510617,-2623.0
t1188,36338.17508522487,0.00039625900354259253,-4.350261023064579e-5,4887.061633755806,-2400.770367481028,4.046621801729583e-7,1.9212306409244616e-8,14985.09617804861,-212.03911200763582,-53189.0,17768.729701142485,0.00040178151859260997,-4.087284329900466e-5,265.2697286972657,-74.82538906071794,3.283764132340046e-7,4.782581078592062e-8,-14985.09617804861,-212.03911200763582,-2550.0
t1189,35878.98128711397,7.840315670317988e-5,-3.858252988595725e-5,5522.815942645348,-2111.720263106494,4.0179990268685026e-7,1.9165140430154537e-8,14130.295005439028,-199.94367600584226,-52824.0,16879.989540650677,7.660463494613609e-5,-3.8746050200079755e-5,299.78583989329434,-114.59306132569628,3.2608978117167243e-7,4.7788434246036175e-8,-14130.295005439028,-199.94367600584226,-2535.0
t1190,34432.74191821461,3.239927397677949e-5,-256.98979528212584,5210.303527563571,-2829.2664379419894,3.947182449206131e-7,1.909042010773339e-8,15523.718482746615,-225.01153329745378,-51434.0,18668.21689235459,3.192018093788486e-5,-213.9801223206068,248.9262697632959,-268.421522743581,3.197272462423854e-7,4.794252111587384e-8,-15523.718482746615,-225.01153329745378,-2461.0
t1191,35219.144269561744,0.0009873097690006024,-1004.6120928838388,4759.21434883497,-3987.252006925047,3.948197305713611e-7,1.9090746391675725e-8,16001.205635889752,-230.1082403412402,-50331.0,19746.411323227614,0.000955277392917327,-762.6129017096996,228.20663077063102,-348.5838913616205,3.19698528945737e-7,4.8246965317655766e-8,-16001.205635889752,-230.1082403412402,-2402.0
t1192,37254.41499672344,0.0010145788971105008,-920.9453466619582,5201.803862283609,-6944.158173720813,3.9544205177495164e-7,1.908614241540198e-8,16055.345317884956,-230.48850499281224,-49989.0,19935.834586579833,0.0009933348137074914,-913.2503653261041,235.22162911185782,-356.48451619834555,3.2020621765569225e-7,4.83496903349221e-8,-16055.345317884956,-230.48850499281224,-2385.0
t1193,37026.884855776625,0.0009698020028845271,-804.9498603666908,5770.268442756715,-6613.103043444014,3.953877041923491e-7,1.9084928442208865e-8,16062.540787157912,-230.57874529067675,-50784.0,19907.436177966927,0.000988239379712735,-851.4554537352186,261.041215458075,-368.3246505586853,3.20645188687016e-7,4.8167612572217376e-8,-16062.540787157912,-230.57874529067675,-2425.0
t1194,38556.59551248223,0.0009676164748930446,-1029.3573095201873,5563.945957009131,-6892.764156242925,3.9541796639680143e-7,1.9084418007968557e-8,16043.953499714482,-230.44490497997776,-51585.0,20010.294494021873,0.0009852540036276692,-858.1723135709876,249.70847211784806,-435.98832851726274,3.2101163938125604e-7,4.7980636620431e-8,-16043.953499714482,-230.44490497997776,-2461.0
t1195,31629.4626866621,1659.1660804141143,-8.49876931082487e-5,6773.626740139739,-6.032166469056012e-5,4.014051699205497e-7,1.916442685884567e-8,16528.999998410036,-233.88535021113063,-55927.0,18798.92939768803,499.1507214474142,-0.0011284814738096206,367.69806203089075,-0.0063542208278122405,3.2176838636958665e-7,4.6890624800858566e-8,-16528.999998410036,-233.88535021113063,-2669.0
t1196,34845.47447405974,1740.6955778330992,-3.1529852668618196e-5,7090.567438986566,-6.474591559007937e-5,4.0170477731103597e-7,1.9161397882055867e-8,15399.554669517343,-217.90370211485077,-58444.0,16301.952002151125,1937.5005823405431,-8.550754296351916e-6,384.9095400567677,-4.262649213708939e-5,3.294313018203227e-7,4.644203667270177e-8,-15399.554669517343,-217.90370211485077,-2789.0
t1197,44203.396694635114,5.1293962609285615e-5,-738.6205280929182,5812.511868416228,-5852.1278809460155,3.954453434800614e-7,1.9083007681053994e-8,14691.43576875281,-221.05565648303187,-57478.0,18388.52975508946,0.0009510690602256519,-434.38848469266776,277.3613471966867,-360.95648731377213,3.235443623776691e-7,4.6575830663515714e-8,-14691.43576875281,-221.05565648303187,-2737.0
t1198,48698.25163961906,0.0009949803383145334,-522.2314333454648,4705.109647140716,-8698.996273043227,3.95537935027385e-7,1.9083701671197187e-8,12253.415080407338,-205.0324973348866,-55829.0,15761.319322026957,0.0009582440483472781,-354.1833287853082,241.56443150181119,-334.221308280053,3.2263960936509893e-7,4.70349657606459e-8,-12253.415080407338,-205.0324973348866,-2651.0
t1199,45696.76486899787,0.0009661704966139888,-351.57530258908247,3830.301574357895,-6537.026558765104,3.954298596501788e-7,1.908615973281898e-8,10784.444755169929,-196.21282112745146,-52834.0,14048.267304433719,0.00092371483925805,-274.6446037316162,201.44877749358446,-290.20200485448123,3.2103479196460205e-7,4.7768037991609504e-8,-10784.444755169929,-196.21282112745146,-2508.0
t1200,47342.76194907679,0.000965496660940959,-294.2394148739677,2952.7854670649076,-8270.128056206606,3.9364291978553346e-7,1.910401377927127e-8,7897.372322642497,-181.03428605675532,-49070.0,10947.443413678151,0.0009000023039266061,-237.47905758766822,158.56422686811413,-275.0885885714514,3.1805406293105166e-7,4.8520659924924154e-8,-7897.372322642497,-181.03428605675532,-2334.0
t1201,44501.69484282999,0.0009785811274376308,-258.9538501240274,1366.7718459173948,-6455.554367813522,3.9264155294645335e-7,1.9123683360706672e-8,6300.539535498405,-174.00716190209198,-44910.0,9147.223869315998,0.0009107275450812022,-215.7276007598629,73.09369633111515,-244.03701667713702,3.156406276428254e-7,4.930815940627221e-8,-6300.539535498405,-174.00716190209198,-2112.0
t1202,44286.50591127691,0.0009554058072561111,-241.77312452043145,1285.2790187798523,-5242.187578251257,3.9200879906194035e-7,1.9129655846024296e-8,4683.510219418469,-167.92537051264878,-44239.0,7461.934477412121,0.0008898710986421664,-204.45447754974117,68.93106982374336,-220.05099947787767,3.150737672736001e-7,4.936833647539929e-8,-4683.510219418469,-167.92537051264878,-2087.0
t1203,45614.428529105906,0.0009454897081555118,-237.5874669398386,1361.550672066414,-4659.895736137183,3.9176219271972566e-7,1.9129724657276085e-8,2712.2057022881645,-164.1089923953599,-44266.0,5466.360691289916,0.0008854681873063481,-201.4411000498938,73.40416884732778,-200.90095884105452,3.150833574369867e-7,4.933578550702577e-8,-2712.2057022881645,-164.1089923953599,-2097.0
t1204,46086.67816637535,0.0009417897378379106,-239.34825152391826,1586.059454107751,-3899.6964957119635,3.921221111509115e-7,1.9124602324450127e-8,2042.4128442011242,-163.3109990794856,-45053.0,4816.565002002424,0.0008799534047212669,-203.49644528358186,85.97635178084843,-185.01094645783678,3.1567842698884224e-7,4.917711454106884e-8,-2042.4128442011242,-163.3109990794856,-2145.0
t1205,45744.24669378571,0.0009290921698988788,-244.85946539071395,1763.6754882817343,-3458.9781867826023,3.926533277302465e-7,1.9115695521651536e-8,3361.625846476307,-165.1133221934832,-46639.0,6216.0315530930875,0.0008683373438860118,-209.38896816991635,94.94960104406995,-180.7405638068493,3.166699254499632e-7,4.888424875696525e-8,-3361.625846476307,-165.1133221934832,-2229.0
t1206,45402.379822601186,0.0009540867447385316,-264.97827951028256,2175.249744012344,-2673.4144460900184,3.95037988656656e-7,1.9096061524756734e-8,6235.915983686915,-174.3345588600029,-50330.0,9244.671643983864,0.0009011809630092309,-226.94018292537353,117.02332473995081,-140.17058594096807,3.2025486005608975e-7,4.824720026076654e-8,-6235.915983686915,-174.3345588600029,-2410.0
