BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t12,55862.4385286483,0.0010343591012261914,-1520.4440573062698,3520.99946444423,-7472.110842913508,3.953273803211128e-7,1.910491481135758e-8,225.57632768146686,-225.4878969061799,-49969.0,4615.132789091571,0.00101437273790442,-1487.2113626535383,204.17343303095873,-246.5437527161908,3.200804873799635e-7,4.823229926615232e-8,-225.57632768146686,-225.4878969061799,-2409.0
t13,49277.99594976963,0.0008572283965151723,-146.66169920327667,4400.197689963706,-4171.10940752496,3.9542327354514785e-7,1.9095854265915668e-8,1923.11663433361,-221.52768173272483,-50644.0,4953.634678254506,0.000858373843411249,-163.05525213880279,237.08543876281928,-219.49372582268327,3.2127034078459765e-7,4.812896212280954e-8,-1923.11663433361,-221.52768173272483,-2442.0
t14,47905.76576705075,0.000958247142590251,-80.36897975071389,4422.897729381412,-3987.8091642828376,3.9615711987608935e-7,1.9089836202875496e-8,2405.358686272146,-211.1801679078651,-50047.0,5289.5231678408045,0.0008725848987153856,-86.10228141162767,240.8648236581973,-203.56756095439565,3.2163142979078323e-7,4.8391245236151424e-8,-2405.358686272146,-211.1801679078651,-2413.0
t15,46650.38490356102,0.0008661210969681823,-68.16665206288742,4392.601507172132,-3735.459960177395,3.9520822557609064e-7,1.9097474330738574e-8,2798.130942588765,-192.50347304865193,-49456.0,5595.625253002058,0.0008342142493459201,-70.72336613583907,238.89836199217,-203.6631947547149,3.1977923565997536e-7,4.83904840945728e-8,-2798.130942588765,-192.50347304865193,-2377.0
t16,47581.6077100637,0.0009008655756317537,-83.76181899380344,4414.464554743883,-4809.008159928285,3.946230414379436e-7,1.9107517243937e-8,2835.0592364300473,-181.43888103635987,-49379.0,5681.6045557683165,0.0008750180770103671,-86.50106360888763,239.7012105627683,-265.8685796056465,3.1973111370842737e-7,4.843375536091428e-8,-2835.0592364300473,-181.43888103635987,-2371.0
t17,46035.133888149554,0.0008825573355060295,-136.95261691616304,4762.99758439371,-6191.432048624074,3.947611790262552e-7,1.9105085571168956e-8,6109.522878107918,-165.39295327894695,-50052.0,9232.086006489735,0.0008831320301833454,-141.04404061917944,249.99397809091298,-492.7280427966937,3.2065811225308725e-7,4.837234535912276e-8,-6109.522878107918,-165.39295327894695,-2408.0
t18,46373.87145656298,0.00020195179884724293,-0.0002188526690741013,5006.549848205261,-4873.337079953951,4.023080285743897e-7,1.916496262489871e-8,6215.293254591051,-87.94640128515007,-52350.0,8900.951109107817,0.00018783273042227851,-0.00019974914612764347,274.0055699585108,-266.7706103634584,3.2674143700542366e-7,4.8179806912908344e-8,-6215.293254591051,-87.94640128515007,-2517.0
t19,43296.23626496133,2267.8007713105276,-2.244302128950983e-5,7249.058043969289,-9.072273160402491e-5,4.084814158746723e-7,1.9253320422270114e-8,5200.565698271832,-73.58800592808392,-57670.0,5782.725727446746,1937.5005377812024,-2.105542649531777e-5,393.51554427086944,-7.869910724182062e-5,3.360210509433608e-7,4.770337358117435e-8,-5200.565698271832,-73.58800592808392,-2766.0
t20,50499.32939302769,0.00015578865661018974,-0.0001439643285603169,6460.059362824299,-2353.883203243283,4.045018331009017e-7,1.9211646824358467e-8,4180.281050808885,-59.15097843625583,-58471.0,6944.70234750196,0.0001465451683423541,-0.0001422542189373801,339.7820214289519,-179.90136591740912,3.3042968931259816e-7,4.653079408058968e-8,-4180.281050808885,-59.15097843625583,-2806.0
t21,51972.65293960995,0.0001673017435245533,-0.00013080955721092233,5610.152305880671,-3779.4064736620335,4.057917084358104e-7,1.9210810621889338e-8,4226.701505908416,-59.807827928316826,-57714.0,7011.084109010607,0.00015646368887148473,-0.00012861307152555986,299.27775948213394,-198.0447349558011,3.307411909797321e-7,4.676824219203735e-8,-4226.701505908416,-59.807827928316826,-2766.0
t22,51501.65298013043,0.00016703775573655936,-0.0001292815475364505,5025.486089486609,-4521.109001440722,4.056007180336545e-7,1.921191012672567e-8,4983.487244703155,-70.5163461293732,-56652.0,7791.0980104813925,0.0001557979540126956,-0.0001276769272991808,267.2954274582829,-219.87352947615452,3.302689671621545e-7,4.709925343062245e-8,-4983.487244703155,-70.5163461293732,-2714.0
t23,48862.0247385502,0.00016280939129971077,-0.0001323475012346813,4368.224040996102,-3599.125673126531,4.0470698863627215e-7,1.9212245713501554e-8,5279.779278151816,-74.7088783263678,-54565.0,8044.08726812234,0.00015241603364139848,-0.00013042677017452837,231.38058179283485,-230.27083747697586,3.2945688747283536e-7,4.764718891154616e-8,-5279.779278151816,-74.7088783263678,-2616.0
t24,47178.70572936896,0.00015646847192629862,-0.00014339236834960643,3504.3849477848375,-3943.31613633745,4.042488022285224e-7,1.9215929278990708e-8,5323.361230258888,-75.3255628830082,-51716.0,8013.283728489364,0.00014772581696540367,-0.00013556244217965987,188.53673820286804,-245.8081232061012,3.2715044045260636e-7,4.8266097398780476e-8,-5323.361230258888,-75.3255628830082,-2482.0
t25,45169.6991095329,0.00017432076308926815,-0.000125592277718878,2086.3258406873547,-3650.280958237759,4.044837930664951e-7,1.9218004526033998e-8,4679.160872884728,-66.21012760355721,-47956.0,7239.558982397071,0.0001547203885702222,-0.00012588192078016896,111.74127988919231,-252.71916340744036,3.253966239804864e-7,4.91715080176139e-8,-4679.160872884728,-66.21012760355721,-2287.0
t26,46561.77698695012,0.0001840046622648185,-0.00011379190906717776,2034.5059986577448,-6043.925252516222,4.0461525535810173e-7,1.9217458548675795e-8,5172.508858232499,-73.19100157306431,-47382.0,7706.712748680043,0.0001659021654976077,-0.0001144720751752224,111.07954171623973,-230.90148082341977,3.2628526755818913e-7,4.940774027322241e-8,-5172.508858232499,-73.19100157306431,-2268.0
t27,47025.086489926856,0.00017442627058906785,-0.00011523816243097709,2060.2679206889234,-5740.24111258909,4.0451907411090187e-7,1.9217964765100187e-8,4561.460639757729,-64.54466928941696,-47581.0,7091.552055803653,0.00016119852745779772,-0.0001156168981756327,113.22438137415361,-229.2265047984311,3.2624724091719003e-7,4.93276439869055e-8,-4561.460639757729,-64.54466928941696,-2285.0
t28,48082.884123065945,0.00017579249200843028,-0.00011273013939019009,2268.0519379977018,-5393.433091368846,4.0453751117745713e-7,1.921670531377308e-8,3848.9056582574926,-54.462016309374604,-48501.0,6387.145038926156,0.00016195564678235787,-0.00011393264575213498,126.09496249215714,-217.41035894099076,3.2682552172338273e-7,4.911060599188998e-8,-3848.9056582574926,-54.462016309374604,-2338.0
t29,47455.36184058595,0.00016791277530758938,-0.00012126476877553524,2592.0090145604827,-3126.873714529731,4.0465528943358037e-7,1.9214342262878415e-8,3432.116366892952,-48.564447880397054,-50059.0,6003.182214221341,0.0001559697267848075,-0.00012053167532500527,134.73287410836795,-188.669861490882,3.2806549511840845e-7,4.8817704438826474e-8,-3432.116366892952,-48.564447880397054,-2420.0
t30,49734.1850077945,0.00014994518994272414,-0.0001391308299267307,3060.3592930214236,-2442.4339379061116,4.0435953468354967e-7,1.921403001662305e-8,3206.107119343382,-45.36641733542042,-53271.0,5883.770517295631,0.00014119730154445848,-0.00013443264810593099,159.34503869185784,-165.27560911448478,3.287381414826845e-7,4.7841757900463075e-8,-3206.107119343382,-45.36641733542042,-2581.0
t31,52766.17308710027,0.00014456112751413383,-0.00014403932802011917,4269.182797090235,-2042.372696281325,4.0486077508212476e-7,1.920966540275775e-8,3709.479750173793,-52.48914010576055,-58401.0,6535.2160784051885,0.00013717662603329687,-0.000138657866495894,233.44314717862153,-98.20119409628774,3.325396788217622e-7,4.6507224588668515e-8,-3709.479750173793,-52.48914010576055,-2856.0
t32,52141.89756027549,0.00012971787621903128,-0.0001589549485469007,5334.57173226259,-317.15881384896625,4.045545524297876e-7,1.9210104180887682e-8,3579.473306969902,-50.64954902402201,-60441.0,6387.144995191502,0.00013937098041545584,-0.00015907452767947367,289.5679568401729,-55.94052768933226,3.33206166911151e-7,4.595790860831152e-8,-3579.473306969902,-50.64954902402201,-2940.0
t33,53423.26442848036,0.00011598671518583504,-0.00020019696811956897,5295.473276504357,-3407.6276711091195,4.05802105436181e-7,1.9208192613498602e-8,5563.831133599782,-78.72821232979328,-60521.0,8547.806928502181,0.00010817836952166668,-0.0001991353800310784,287.4441121111994,-184.96339177504956,3.321989088950074e-7,4.587081545203406e-8,-5563.831133599782,-78.72821232979328,-2929.0
t34,55929.80571082525,8.799406803668808e-5,-249.71256190549892,4040.919795288823,-5714.903689511155,4.0404864226055974e-7,1.919756704156529e-8,6429.325224108868,-90.97495388951423,-60057.0,9913.975065608034,9.012439306340365e-5,-200.26989714461334,200.8899507270359,-417.32007780800427,3.3405547407594144e-7,4.7007468976143396e-8,-6429.325224108868,-90.97495388951423,-2886.0
t35,48726.00097873265,7.940190132907628e-5,-193.1144520063248,4553.17891076207,-1875.8960368375865,4.038381309206637e-7,1.919790081060471e-8,8905.336197195003,-126.01050911326286,-59667.0,12216.081117429518,8.108883774185224e-5,-172.79029645445857,215.09059811190593,-231.02428513512683,3.3378613143296594e-7,4.7077929393173696e-8,-8905.336197195003,-126.01050911326286,-2870.0
t36,51984.58999578117,9.419667939467858e-5,-519.5019755965164,3836.1957155049886,-6980.225706530781,4.0502311406680435e-7,1.919356550354093e-8,10372.981926467417,-146.77769540018235,-58204.0,13873.45703083634,8.428818326376025e-5,-407.23828014432763,213.26681423813022,-226.94833232990382,3.323507170426744e-7,4.703312665811536e-8,-10372.981926467417,-146.77769540018235,-2786.0
t37,48513.821307366714,7.956038048763725e-5,-479.34077882962765,3952.212845586666,-5239.006508694284,4.051190209491645e-7,1.9198339550822743e-8,10840.58630978786,-153.39429787738186,-57085.0,14292.551171031455,7.607955902397156e-5,-401.12841447234484,218.18306352265728,-233.23099099608487,3.3041863266079923e-7,4.6985876613563206e-8,-10840.58630978786,-153.39429787738186,-2729.0
t38,48816.37764204854,7.824210379306851e-5,-535.2510415797941,3580.068399152731,-7591.04054082155,4.0474721570065165e-7,1.9200209131369814e-8,11478.162112924883,-162.4159954717433,-55227.0,14966.68913537355,7.445985936984205e-5,-468.31017368298296,202.9282726415026,-265.3132052999897,3.2903176053217667e-7,4.742112417997873e-8,-11478.162112924883,-162.4159954717433,-2633.0
t39,47641.33511546036,7.708328955725643e-5,-681.6703787670398,3691.7348921579132,-7157.4217881668765,4.045218958471165e-7,1.920183078026434e-8,11150.053251437694,-157.7732550908333,-54132.0,14886.931806681188,7.328632654695295e-5,-617.4717603015093,199.4723155694487,-424.3326739921091,3.2834835591543294e-7,4.7689120481750144e-8,-11150.053251437694,-157.7732550908333,-2579.0
t40,45048.82127409642,6.839867378334087e-5,-20.758514191201478,5048.969904914502,-5100.786660566414,4.0439825777002566e-7,1.9201077195715607e-8,10554.943490493039,-149.3524520639602,-55036.0,13553.841868367126,6.636619228332386e-5,-21.899442683531642,264.0628580810411,-310.3569558857069,3.2845139619567e-7,4.740945671493695e-8,-10554.943490493039,-149.3524520639602,-2632.0
t41,47515.659799629204,0.00011479015739672703,-0.0001649436723715119,6362.918046238391,-6370.616504532116,4.060754003902602e-7,1.9209472122205075e-8,10391.605814863957,-147.0412238115472,-57409.0,13358.46546057322,0.00011098173254398789,-0.00015948497085345594,351.01524537583106,-267.79239533646256,3.309116975802676e-7,4.6810352492791884e-8,-10391.605814863957,-147.0412238115472,-2756.0
t42,57352.513914688585,7.878928126574046e-5,-0.00045995899356743525,7874.761678158929,-8070.562139687694,4.06361707409602e-7,1.921049801546081e-8,6144.665626753172,-86.94702016101876,-62931.0,9447.822731825314,7.573823104170854e-5,-0.00043612132312869495,418.814258535823,-513.0769632803106,3.3252743256362237e-7,4.49720957440495e-8,-6144.665626753172,-86.94702016101876,-3035.0
t43,52250.83119292901,2092.091434202845,-6.651629487190852e-5,8499.43729028503,-202.27085276235943,4.1153272570030695e-7,1.9267165217402824e-8,3493.254763434258,-49.42955607606675,-65838.0,4557.566283798899,1798.0400472512326,-6.425073426542672e-5,440.309501657834,-52.8018932558543,3.399108452820849e-7,4.51139784662434e-8,-3493.254763434258,-49.42955607606675,-3151.0
t44,55637.061821346426,119.29743583254462,-6.158101678002444e-5,5544.087001775791,-1589.3640384564433,4.089776280601842e-7,1.926830054044093e-8,3754.659352181489,-53.12843082621655,-63163.0,6531.035255900035,151.1927428251388,-5.940134955198498e-5,288.0241867662104,-110.33591263787474,3.363909704728839e-7,4.5386120527127316e-8,-3754.659352181489,-53.12843082621655,-2999.0
t45,55831.22158511994,128.78986526866754,-6.211552613750708e-5,4407.816416826421,-2685.751552531312,4.104811841478563e-7,1.927046848875281e-8,4855.8283409951055,-68.70997205903265,-62204.0,7681.581655287703,157.90353801082472,-5.986426653197994e-5,239.61486246094586,-137.85171116299284,3.3518078696396215e-7,4.5789520255719195e-8,-4855.8283409951055,-68.70997205903265,-2948.0
t46,54394.274326243605,157.3003530637903,-6.046523934172605e-5,3802.212814438121,-2613.743385718445,4.092783549133135e-7,1.9267050742920785e-8,5378.656585209413,-76.1079916647016,-60770.0,8150.531593856253,189.97841706293974,-5.8549796680106046e-5,206.00853112192277,-136.64591533402205,3.353497016694907e-7,4.61880371357395e-8,-5378.656585209413,-76.1079916647016,-2879.0
t47,48401.84863183238,351.6283616448756,-6.317041904881302e-5,3391.701510304518,-956.9023477075801,4.092653480306112e-7,1.926755022742861e-8,7279.21020742655,-103.00082544793813,-58065.0,9761.118417846963,434.2236183291765,-6.114022506599658e-5,176.8210758530302,-126.95119294702474,3.336125570926696e-7,4.691098206379698e-8,-7279.21020742655,-103.00082544793813,-2760.0
t48,47403.05389015399,498.9447359990068,-6.052070138821679e-5,3423.2455131620663,-4061.6739514190904,4.092568175680119e-7,1.926836496674769e-8,9050.030383967045,-128.0579309556641,-55861.0,11361.611219550892,557.3801253588916,-5.93363434979662e-5,174.80667774427155,-117.65171781893476,3.32214687962195e-7,4.7396777091068796e-8,-9050.030383967045,-128.0579309556641,-2670.0
t49,47900.78601473565,51.80970876492941,-3.828190252574391e-5,3568.3591164333207,-6647.1584392695,4.095847053436496e-7,1.927435506719189e-8,10501.891828000422,-148.60177047025107,-54882.0,13479.996306909503,55.02290799404387,-3.756907227028024e-5,193.70751056883398,-283.63131934160646,3.3172395087664775e-7,4.7513028247409965e-8,-10501.891828000422,-148.60177047025107,-2646.0
t50,47197.35267403675,4.2950751564372166e-5,-0.0008246187207014905,3252.262528448009,-7333.5805935591225,4.046554702466505e-7,1.9217989908414328e-8,12332.459436657264,-174.5043027491177,-54903.0,15760.015792786966,4.148713813614039e-5,-0.0007836509249914636,150.76012931723767,-567.3071381603397,3.281484625509796e-7,4.729238967136907e-8,-12332.459436657264,-174.5043027491177,-2662.0
t51,46355.196452525066,9.4803605992186e-5,-0.0002797578066606482,3117.777796212843,-7098.616279437682,4.0539402596450297e-7,1.921407884726207e-8,13748.200964788492,-194.53704535979097,-55537.0,16946.29853445931,8.778475690259565e-5,-0.0002682756594010854,169.9012474227987,-276.92454625968975,3.2947590097145543e-7,4.710495639515133e-8,-13748.200964788492,-194.53704535979097,-2702.0
t52,45439.18417457127,0.00011075780818577561,-0.00019633905110101022,3337.1723608225875,-5205.570178195826,4.055902302876027e-7,1.9213793911971667e-8,13943.293599160284,-197.29760618300656,-56923.0,17170.463639357487,0.00010292917968555057,-0.00018740074750831285,185.23712138069064,-238.81186511723672,3.3027616023036814e-7,4.6667502805052973e-8,-13943.293599160284,-197.29760618300656,-2779.0
t53,47309.013996441776,0.00012994107882227218,-0.00015565342289646278,3465.516082694597,-5575.911245374535,4.05889244892736e-7,1.9213308342941095e-8,14755.44494587669,-208.78954775899814,-59340.0,18110.570122638877,0.00012488050441870354,-0.00014287420895594248,195.98891872637785,-230.5349823539422,3.311744334259343e-7,4.5917947058530136e-8,-14755.44494587669,-208.78954775899814,-2903.0
t54,52571.33711991999,0.00015386401755165748,-0.0001337932907149083,4103.170012383302,-6336.841276177804,4.0629809623053135e-7,1.9214816858688357e-8,15134.114218064718,-214.14771792813843,-64847.0,18742.471338333344,0.00014770783978093225,-0.00012219543515875678,230.38280904929996,-231.4445193512618,3.335516364574456e-7,4.367328101862126e-8,-15134.114218064718,-214.14771792813843,-3179.0
t55,56143.99404431473,0.0001621143255435292,-0.00012983316992351215,6321.936645255703,-2269.6072553960234,4.0695307453464255e-7,1.9219197786972185e-8,15156.078208766608,-214.4585084103278,-74727.0,19140.242961198055,0.00017560128753431277,-0.00011614154571955719,333.3302137444373,-175.5780091920046,3.3768378961343007e-7,3.937103397172216e-8,-15156.078208766608,-214.4585084103278,-3713.0
t56,56068.77959984431,0.0002559238272134879,-0.00010747719823925607,6773.977325400838,-1542.3560752408057,4.0750700946649665e-7,1.9219211692791655e-8,15171.435281713704,-214.67581088311815,-75846.0,19023.698505010183,0.0002956749961902426,-0.00010080253929344963,396.2748328799447,-83.18662966032979,3.382416483538069e-7,3.946353344513834e-8,-15171.435281713704,-214.67581088311815,-3736.0
t57,52468.79158955141,0.000691248252878693,-2.861515029780095e-5,6762.569263105988,-2902.105579940497,4.028362442636054e-7,1.921058074064707e-8,16528.999409830714,-233.88534342002282,-72194.0,20442.27369845432,0.0005709293588730351,-3.053352633125946e-5,367.08955954514994,-286.5937021063977,3.404789145926295e-7,4.139325024599466e-8,-16528.999409830714,-233.88534342002282,-3526.0
t58,52539.48025805636,2.539375308071473e-5,-394.1902897887836,5377.26237064337,-5341.236621523954,3.9368474650602354e-7,1.9082397753654913e-8,16133.329662023913,-231.08037184061888,-67656.0,21128.27683831408,3.120367860104382e-5,-984.1369449790193,238.38810839853716,-518.037627602705,3.2808385041027613e-7,4.252562511568974e-8,-16133.329662023913,-231.08037184061888,-3269.0
t59,49647.43547962477,0.0010835781180203615,-459.3338430764744,5046.023064902683,-4511.578957547961,3.9464858905915347e-7,1.9085512730906963e-8,15387.796310087546,-225.92923822379817,-64462.0,19437.71162402172,0.0009198691073198235,-457.2308139351584,240.13475154962197,-271.9616953408423,3.267416228118202e-7,4.398035625868558e-8,-15387.796310087546,-225.92923822379817,-3109.0
t60,52745.041201726715,0.0010968406273245837,-535.2149886985524,4417.93966165694,-5498.669827461463,3.951348913234499e-7,1.9086541698864108e-8,10869.899954616818,-198.25621878374545,-61406.0,14571.720625107004,0.0008906042998944972,-349.83067391770055,226.716463688965,-244.19491366836388,3.248369475892084e-7,4.5293913694130044e-8,-10869.899954616818,-198.25621878374545,-2938.0
t61,52749.25515000162,0.0010133404680262165,-424.9914771820741,4516.922028761387,-3364.004726880824,3.9541244061526703e-7,1.908537371340406e-8,6526.370167302557,-179.5337471167162,-59448.0,10001.321671545033,0.0009008312096298917,-310.1268141759322,231.6027267643,-201.36082379904335,3.245005993138248e-7,4.595038767882844e-8,-6526.370167302557,-179.5337471167162,-2836.0
t62,56207.68961337363,0.0009895607916779376,-460.597982869939,3960.059257474972,-5518.790524448203,3.954953340528683e-7,1.9085757249209178e-8,3865.5007155650737,-180.68870377426663,-57496.0,7309.088073554655,0.0009099730257089646,-345.0567658001644,216.12615556743313,-220.28025055143257,3.2355261901184727e-7,4.656489616416044e-8,-3865.5007155650737,-180.68870377426663,-2733.0
t63,58782.46880736375,0.0010339388053419688,-465.370927366977,3752.924069048648,-8794.985670843489,3.96223136904804e-7,1.9083231956785836e-8,3595.9055822157325,-179.729116625673,-56315.0,7010.885457986825,0.0009294156180240723,-365.97382627289477,219.51283509047644,-237.0615811232896,3.234608605453827e-7,4.690908220732795e-8,-3595.9055822157325,-179.729116625673,-2672.0
t64,59178.621871281786,0.0009650317990901484,-463.8799823538259,4696.350055473732,-8877.464241571624,3.954742761879387e-7,1.9086327619059593e-8,3267.599144205921,-182.3715754822412,-57240.0,6745.031592364369,0.0009149286603496431,-378.29073385041784,274.2368190475605,-285.63629768955855,3.2318577809379567e-7,4.663184594293918e-8,-3267.599144205921,-182.3715754822412,-2723.0
t65,56977.00535082952,0.0009105368232846486,-402.2415892421623,6325.557395813996,-7383.085601850276,3.9511165001678105e-7,1.9086763599294592e-8,4728.164602004883,-173.9582034950675,-59701.0,8291.95840995022,0.0008878518418262652,-350.5839886470132,355.8043668003462,-366.0986673301406,3.239297117505141e-7,4.5862767338034015e-8,-4728.164602004883,-173.9582034950675,-2855.0
t66,53438.61755200482,0.0008640236951475599,-411.0380387653203,8314.636543865176,-6957.728684220561,3.946490332151317e-7,1.908625138048223e-8,11262.9647856095,-195.98418070629708,-65059.0,15194.751912570682,0.0008460247336578284,-409.32273835181746,451.0444374492164,-453.54131104061025,3.261975177067635e-7,4.372285611140164e-8,-11262.9647856095,-195.98418070629708,-3128.0
t67,46329.17948684489,2092.983498008191,-0.00017204043101123038,8828.095273437732,-0.00014802976003817908,3.9733571362009487e-7,1.9125289864106965e-8,10944.969368010044,-154.87132278805996,-67689.0,12206.666533559372,1800.8117035923508,-0.00017537708098635553,479.2340730619063,-0.00012162787876077841,3.3352451064276983e-7,4.398532806721358e-8,-10944.969368010044,-154.87132278805996,-3232.0
t68,48078.15592104712,1306.878127232827,-6.2057560578154e-5,5806.384777384699,-0.00013437073481988187,3.976279332711395e-7,1.9126280982455336e-8,9874.514809748289,-139.72438916738992,-64590.0,11356.848255003979,1542.9294599823697,-6.568601169057637e-5,315.18607035467534,-0.00013194455530803447,3.2804309086402554e-7,4.4586925126381213e-8,-9874.514809748289,-139.72438916738992,-3061.0
t69,48366.35356286252,8.381998036714253e-5,-207.41938435519532,4509.626960846917,-1071.3488033159872,3.946156423332378e-7,1.9085017343603604e-8,12236.288156531633,-186.00795764335524,-63265.0,15778.336285385398,7.806002458436164e-5,-217.95621770916014,212.36092375236723,-168.43699804042905,3.2518797648110135e-7,4.497256348170035e-8,-12236.288156531633,-186.00795764335524,-2996.0
t70,50994.81581478501,0.0010526404371832168,-858.7473765660569,3336.1670474578355,-3935.424068157994,3.962984016943748e-7,1.9089172559266634e-8,11793.009575565404,-198.6686923125011,-60736.0,16137.31378055856,0.0010022782867897646,-824.9367007344108,170.59123850679674,-424.62236078837145,3.2371669126713635e-7,4.5848043779620446e-8,-11793.009575565404,-198.6686923125011,-2868.0
t71,47947.719981026334,0.0009781067834082522,-480.60867659364874,2797.8194505319198,-5098.875806630601,3.9623284903148385e-7,1.9088637137462945e-8,12429.69594400148,-204.63360467155474,-56990.0,16252.416555886924,0.0009390850015893896,-493.07776438131214,147.17369504003653,-367.5502726558077,3.22934878300401e-7,4.6829316077926724e-8,-12429.69594400148,-204.63360467155474,-2700.0
