Resource,RE_DAC_1,RE_DAC_2,RE_DAC_1,RE_DAC_2
Zone,1,2,1,2
CO2,CO2 gross,CO2 gross,CO2 net,CO2 net
x1960,-118.28507926279973,-0.0,-118.28507926279973,0.0
x1961,-118.28507886525792,-0.0,-118.28507886525792,0.0
x1962,-118.28507887053635,-0.0,-118.28507887053635,0.0
x1963,-118.2850788725055,-0.0,-118.2850788725055,0.0
x1964,-118.28507858820596,-0.0,-118.28507858820596,0.0
x1965,-118.28507887653531,-0.0,-118.28507887653531,0.0
x1966,-118.28507887793444,-0.0,-118.28507887793444,0.0
x1967,-118.28507887898088,-0.0,-118.28507887898088,0.0
x1968,-118.28507887997974,-0.0,-118.28507887997974,0.0
x1969,-118.2850788804508,-0.0,-118.2850788804508,0.0
x1970,-118.28507899156561,-0.0,-118.28507899156561,0.0
x1971,-118.2850789896626,-0.0,-118.2850789896626,0.0
x1972,-118.2850789883482,-0.0,-118.2850789883482,0.0
x1973,-118.28507887947352,-0.0,-118.28507887947352,0.0
x1974,-118.28507857068983,-0.0,-118.28507857068983,0.0
x1975,-118.28507863144132,-0.0,-118.28507863144132,0.0
x1976,-118.2850785979237,-0.0,-118.2850785979237,0.0
x1977,-118.28507913302782,-0.0,-118.28507913302782,0.0
x1978,-118.28507912442726,-0.0,-118.28507912442726,0.0
x1979,-118.28507982229358,-0.0,-118.28507982229358,0.0
x1980,-118.28507982757691,-0.0,-118.28507982757691,0.0
x1981,-118.2850798297989,-0.0,-118.2850798297989,0.0
x1982,-118.2850798294104,-0.0,-118.2850798294104,0.0
x1983,-118.28507982866019,-0.0,-118.28507982866019,0.0
x1984,-118.28507982796445,-0.0,-118.28507982796445,0.0
x1985,-118.28507982744316,-0.0,-118.28507982744316,0.0
x1986,-118.28507982672379,-0.0,-118.28507982672379,0.0
x1987,-118.28507982601533,-0.0,-118.28507982601533,0.0
x1988,-118.28507982297533,-0.0,-118.28507982297533,0.0
x1989,-118.28507982446068,-0.0,-118.28507982446068,0.0
x1990,-118.28507982343827,-0.0,-118.28507982343827,0.0
x1991,-118.2850798225858,-0.0,-118.2850798225858,0.0
x1992,-118.28507982148362,-0.0,-118.28507982148362,0.0
x1993,-118.28507982024014,-0.0,-118.28507982024014,0.0
x1994,-118.28507982014877,-0.0,-118.28507982014877,0.0
x1995,-118.28507981789379,-0.0,-118.28507981789379,0.0
x1996,-118.28507981390831,-0.0,-118.28507981390831,0.0
x1997,-118.28507980191944,-0.0,-118.28507980191944,0.0
x1998,-118.28507875102544,-0.0,-118.28507875102544,0.0
x1999,-11.009056580847108,-0.0,-11.009056580847108,0.0
x2000,-118.28507874488574,-0.0,-118.28507874488574,0.0
x2001,-118.28507980066753,-0.0,-118.28507980066753,0.0
x2002,-118.28507980713754,-0.0,-118.28507980713754,0.0
x2003,-118.28507980947552,-0.0,-118.28507980947552,0.0
x2004,-118.28507981012574,-0.0,-118.28507981012574,0.0
x2005,-118.2850798115281,-0.0,-118.2850798115281,0.0
x2006,-118.2850798114622,-0.0,-118.2850798114622,0.0
x2007,-118.28507981088879,-0.0,-118.28507981088879,0.0
x2008,-118.2850798100935,-0.0,-118.2850798100935,0.0
x2009,-118.28507980885166,-0.0,-118.28507980885166,0.0
x2010,-118.28507980654881,-0.0,-118.28507980654881,0.0
x2011,-118.28507980117425,-0.0,-118.28507980117425,0.0
x2012,-11.828820410435444,-0.0,-11.828820410435444,0.0
x2013,-118.28507980008348,-0.0,-118.28507980008348,0.0
x2014,-118.28507980338718,-0.0,-118.28507980338718,0.0
x2015,-118.28507980397855,-0.0,-118.28507980397855,0.0
x2016,-118.2850798034986,-0.0,-118.2850798034986,0.0
x2017,-118.28507980246103,-0.0,-118.28507980246103,0.0
x2018,-118.2850798070883,-0.0,-118.2850798070883,0.0
x2019,-118.28508050265332,-0.0,-118.28508050265332,0.0
x2020,-118.28508050722779,-0.0,-118.28508050722779,0.0
x2021,-118.2850805095243,-0.0,-118.2850805095243,0.0
x2022,-118.28508050650747,-0.0,-118.28508050650747,0.0
x2023,-118.28508050998836,-0.0,-118.28508050998836,0.0
x2024,-118.28508050279027,-0.0,-118.28508050279027,0.0
x2025,-118.28508050369945,-0.0,-118.28508050369945,0.0
x2026,-118.28508050313555,-0.0,-118.28508050313555,0.0
x2027,-118.28508050260243,-0.0,-118.28508050260243,0.0
x2028,-118.28508050239195,-0.0,-118.28508050239195,0.0
x2029,-118.28508050161886,-0.0,-118.28508050161886,0.0
x2030,-118.28508050149937,-0.0,-118.28508050149937,0.0
x2031,-118.285080501426,-0.0,-118.285080501426,0.0
x2032,-118.28508050112237,-0.0,-118.28508050112237,0.0
x2033,-118.28508050118376,-0.0,-118.28508050118376,0.0
x2034,-118.28508050158597,-0.0,-118.28508050158597,0.0
x2035,-118.28508050221703,-0.0,-118.28508050221703,0.0
x2036,-118.28508049343634,-0.0,-118.28508049343634,0.0
x2037,-118.28508050282201,-0.0,-118.28508050282201,0.0
x2038,-118.28508050221801,-0.0,-118.28508050221801,0.0
x2039,-118.28508050234532,-0.0,-118.28508050234532,0.0
x2040,-118.28508050308244,-0.0,-118.28508050308244,0.0
x2041,-118.2850805033853,-0.0,-118.2850805033853,0.0
x2042,-118.28508050378,-0.0,-118.28508050378,0.0
x2043,-118.28508050471038,-0.0,-118.28508050471038,0.0
x2044,-118.28508050524802,-0.0,-118.28508050524802,0.0
x2045,-118.28508050540877,-0.0,-118.28508050540877,0.0
x2046,-118.28508048402962,-0.0,-118.28508048402962,0.0
x2047,-11.009043575365293,-0.0,-11.009043575365293,0.0
x2048,-118.28507797352599,-0.0,-118.28507797352599,0.0
x2049,-118.28508050014585,-0.0,-118.28508050014585,0.0
x2050,-118.28508050410522,-0.0,-118.28508050410522,0.0
x2051,-118.28508050567712,-0.0,-118.28508050567712,0.0
x2052,-118.28508050710654,-0.0,-118.28508050710654,0.0
x2053,-118.28508050825518,-0.0,-118.28508050825518,0.0
x2054,-118.28508050901402,-0.0,-118.28508050901402,0.0
x2055,-118.2850805088071,-0.0,-118.2850805088071,0.0
x2056,-118.2850798110005,-0.0,-118.2850798110005,0.0
x2057,-118.28507980538843,-0.0,-118.28507980538843,0.0
x2058,-118.285079804533,-0.0,-118.285079804533,0.0
x2059,-118.28507978975462,-0.0,-118.28507978975462,0.0
x2060,-11.828523240535972,-0.0,-11.828523240535972,0.0
x2061,-118.28507979258562,-0.0,-118.28507979258562,0.0
x2062,-118.28507980680989,-0.0,-118.28507980680989,0.0
x2063,-118.28507980977668,-0.0,-118.28507980977668,0.0
x2064,-118.28508050523749,-0.0,-118.28508050523749,0.0
x2065,-118.28508051129081,-0.0,-118.28508051129081,0.0
x2066,-118.28508051131543,-0.0,-118.28508051131543,0.0
x2067,-118.28508051119131,-0.0,-118.28508051119131,0.0
x2068,-118.28508050954866,-0.0,-118.28508050954866,0.0
x2069,-118.28507977288865,-0.0,-118.28507977288865,0.0
x2070,-118.28507549845155,-0.0,-118.28507549845155,0.0
x2071,-11.008849382284401,-0.0,-11.008849382284401,0.0
x2072,-11.008849331663827,-0.0,-11.008849331663827,0.0
x2073,-118.2850780057364,-0.0,-118.2850780057364,0.0
x2074,-118.28507886207132,-0.0,-118.28507886207132,0.0
x2075,-118.28507887094626,-0.0,-118.28507887094626,0.0
x2076,-118.28507887747958,-0.0,-118.28507887747958,0.0
x2077,-118.28507888049266,-0.0,-118.28507888049266,0.0
x2078,-118.28507888290056,-0.0,-118.28507888290056,0.0
x2079,-118.28507888499124,-0.0,-118.28507888499124,0.0
x2080,-118.28507888637618,-0.0,-118.28507888637618,0.0
x2081,-118.28507888767031,-0.0,-118.28507888767031,0.0
x2082,-118.28507888799768,-0.0,-118.28507888799768,0.0
x2083,-118.28507888888835,-0.0,-118.28507888888835,0.0
x2084,-118.28507888945148,-0.0,-118.28507888945148,0.0
x2085,-118.28507889001543,-0.0,-118.28507889001543,0.0
x2086,-118.28507889146837,-0.0,-118.28507889146837,0.0
x2087,-118.28507983062258,-0.0,-118.28507983062258,0.0
x2088,-118.28508025597112,-0.0,-118.28508025597112,0.0
x2089,-118.28508026346015,-0.0,-118.28508026346015,0.0
x2090,-118.28508026365489,-0.0,-118.28508026365489,0.0
x2091,-118.28508026340303,-0.0,-118.28508026340303,0.0
x2092,-118.28508025455895,-0.0,-118.28508025455895,0.0
x2093,-118.2850788854545,-0.0,-118.2850788854545,0.0
x2094,-118.28507774510052,-0.0,-118.28507774510052,0.0
x2095,-118.28507782936809,-0.0,-118.28507782936809,0.0
x2096,-118.2850778285814,-0.0,-118.2850778285814,0.0
x2097,-118.28507890378798,-0.0,-118.28507890378798,0.0
x2098,-118.28507890463604,-0.0,-118.28507890463604,0.0
x2099,-118.28507890445742,-0.0,-118.28507890445742,0.0
x2100,-118.28507890363831,-0.0,-118.28507890363831,0.0
x2101,-118.28507890279266,-0.0,-118.28507890279266,0.0
x2102,-118.28507890225004,-0.0,-118.28507890225004,0.0
x2103,-118.28507890173587,-0.0,-118.28507890173587,0.0
x2104,-118.28507890105455,-0.0,-118.28507890105455,0.0
x2105,-118.28507890048549,-0.0,-118.28507890048549,0.0
x2106,-118.28507889976397,-0.0,-118.28507889976397,0.0
x2107,-118.2850788986276,-0.0,-118.2850788986276,0.0
x2108,-118.28507786002102,-0.0,-118.28507786002102,0.0
x2109,-118.28507889671086,-0.0,-118.28507889671086,0.0
x2110,-118.28507901598367,-0.0,-118.28507901598367,0.0
x2111,-118.28508053084283,-0.0,-118.28508053084283,0.0
x2112,-118.28508052943056,-0.0,-118.28508052943056,0.0
x2113,-118.28508052850377,-0.0,-118.28508052850377,0.0
x2114,-118.28508052827905,-0.0,-118.28508052827905,0.0
x2115,-118.2850805284331,-0.0,-118.2850805284331,0.0
x2116,-118.28508051647485,-0.0,-118.28508051647485,0.0
x2117,-118.28507889549532,-0.0,-118.28507889549532,0.0
x2118,-31.373091214980125,-0.0,-31.373091214980125,0.0
x2119,-30.047470753391632,-0.0,-30.047470753391632,0.0
x2120,-39.8618585765429,-0.0,-39.8618585765429,0.0
x2121,-118.28507889630333,-0.0,-118.28507889630333,0.0
x2122,-118.28507889476451,-0.0,-118.28507889476451,0.0
x2123,-118.28507900870447,-0.0,-118.28507900870447,0.0
x2124,-118.28507900846681,-0.0,-118.28507900846681,0.0
x2125,-118.28507900785387,-0.0,-118.28507900785387,0.0
x2126,-118.28507900683869,-0.0,-118.28507900683869,0.0
x2127,-118.28507900741418,-0.0,-118.28507900741418,0.0
x2128,-118.28507900905568,-0.0,-118.28507900905568,0.0
x2129,-118.28507900890796,-0.0,-118.28507900890796,0.0
x2130,-118.28507900916095,-0.0,-118.28507900916095,0.0
x2131,-118.28507900831853,-0.0,-118.28507900831853,0.0
x2132,-118.28507889216284,-0.0,-118.28507889216284,0.0
x2133,-118.28507900216194,-0.0,-118.28507900216194,0.0
x2134,-118.2850790098511,-0.0,-118.2850790098511,0.0
x2135,-118.285079826717,-0.0,-118.285079826717,0.0
x2136,-118.28507983457654,-0.0,-118.28507983457654,0.0
x2137,-118.2850805287444,-0.0,-118.2850805287444,0.0
x2138,-118.2850805326265,-0.0,-118.2850805326265,0.0
x2139,-118.28508053270212,-0.0,-118.28508053270212,0.0
x2140,-118.28508053267596,-0.0,-118.28508053267596,0.0
x2141,-118.28507982830978,-0.0,-118.28507982830978,0.0
x2142,-118.2850789315925,-0.0,-118.2850789315925,0.0
x2143,-118.28507829628906,-0.0,-118.28507829628906,0.0
x2144,-118.28507832564028,-0.0,-118.28507832564028,0.0
x2145,-118.28507832861625,-0.0,-118.28507832861625,0.0
x2146,-118.28507829529192,-0.0,-118.28507829529192,0.0
x2147,-118.28507829729853,-0.0,-118.28507829729853,0.0
x2148,-118.28507829717309,-0.0,-118.28507829717309,0.0
x2149,-118.28507829860257,-0.0,-118.28507829860257,0.0
x2150,-118.28507832539897,-0.0,-118.28507832539897,0.0
x2151,-118.28507832223654,-0.0,-118.28507832223654,0.0
x2152,-118.28507832093152,-0.0,-118.28507832093152,0.0
x2153,-118.2850783189932,-0.0,-118.2850783189932,0.0
x2154,-118.28507831648787,-0.0,-118.28507831648787,0.0
x2155,-118.2850783138919,-0.0,-118.2850783138919,0.0
x2156,-118.28507831119121,-0.0,-118.28507831119121,0.0
x2157,-118.28508043437935,-0.0,-118.28508043437935,0.0
x2158,-118.28508043512966,-0.0,-118.28508043512966,0.0
x2159,-118.285080505365,-0.0,-118.285080505365,0.0
x2160,-118.28508051692474,-0.0,-118.28508051692474,0.0
x2161,-118.28508051392284,-0.0,-118.28508051392284,0.0
x2162,-118.28508051252909,-0.0,-118.28508051252909,0.0
x2163,-118.28508051102014,-0.0,-118.28508051102014,0.0
x2164,-118.28508050927105,-0.0,-118.28508050927105,0.0
x2165,-118.2850805083169,-0.0,-118.2850805083169,0.0
x2166,-118.28508050732123,-0.0,-118.28508050732123,0.0
x2167,-118.28508050611991,-0.0,-118.28508050611991,0.0
x2168,-118.28508050519967,-0.0,-118.28508050519967,0.0
x2169,-118.28508050438796,-0.0,-118.28508050438796,0.0
x2170,-118.28508050321676,-0.0,-118.28508050321676,0.0
x2171,-118.28508050272103,-0.0,-118.28508050272103,0.0
x2172,-118.28508050230549,-0.0,-118.28508050230549,0.0
x2173,-118.28508050154926,-0.0,-118.28508050154926,0.0
x2174,-118.28508050120887,-0.0,-118.28508050120887,0.0
x2175,-118.28508050108127,-0.0,-118.28508050108127,0.0
x2176,-118.28508050052008,-0.0,-118.28508050052008,0.0
x2177,-118.28508050034829,-0.0,-118.28508050034829,0.0
x2178,-118.28508050041836,-0.0,-118.28508050041836,0.0
x2179,-118.28508050023993,-0.0,-118.28508050023993,0.0
x2180,-118.28508050025259,-0.0,-118.28508050025259,0.0
x2181,-118.28508050025398,-0.0,-118.28508050025398,0.0
x2182,-118.2850805000412,-0.0,-118.2850805000412,0.0
x2183,-118.28508050008448,-0.0,-118.28508050008448,0.0
x2184,-118.28508050046403,-0.0,-118.28508050046403,0.0
x2185,-118.2850805004611,-0.0,-118.2850805004611,0.0
x2186,-118.28508050065845,-0.0,-118.28508050065845,0.0
x2187,-118.28508050126466,-0.0,-118.28508050126466,0.0
x2188,-118.28508050146237,-0.0,-118.28508050146237,0.0
x2189,-118.28508050185552,-0.0,-118.28508050185552,0.0
x2190,-118.28508050279872,-0.0,-118.28508050279872,0.0
x2191,-118.28508050359565,-0.0,-118.28508050359565,0.0
x2192,-118.28508050374498,-0.0,-118.28508050374498,0.0
x2193,-118.28508050447324,-0.0,-118.28508050447324,0.0
x2194,-118.28508050510895,-0.0,-118.28508050510895,0.0
x2195,-118.28508050588097,-0.0,-118.28508050588097,0.0
x2196,-118.28508050733727,-0.0,-118.28508050733727,0.0
x2197,-118.28508050848562,-0.0,-118.28508050848562,0.0
x2198,-118.28508050979396,-0.0,-118.28508050979396,0.0
x2199,-118.2850798105331,-0.0,-118.2850798105331,0.0
x2200,-118.28507981359158,-0.0,-118.28507981359158,0.0
x2201,-118.28507981260928,-0.0,-118.28507981260928,0.0
x2202,-118.28507981349256,-0.0,-118.28507981349256,0.0
x2203,-118.28507981495243,-0.0,-118.28507981495243,0.0
x2204,-118.28507981699869,-0.0,-118.28507981699869,0.0
x2205,-118.28507981829785,-0.0,-118.28507981829785,0.0
x2206,-118.28507982030136,-0.0,-118.28507982030136,0.0
x2207,-118.28507982174594,-0.0,-118.28507982174594,0.0
x2208,-118.28507982383043,-0.0,-118.28507982383043,0.0
x2209,-118.28507982571406,-0.0,-118.28507982571406,0.0
x2210,-118.28507982336176,-0.0,-118.28507982336176,0.0
x2211,-118.2850791129569,-0.0,-118.2850791129569,0.0
x2212,-118.28507889146178,-0.0,-118.28507889146178,0.0
x2213,-118.28507889459537,-0.0,-118.28507889459537,0.0
x2214,-118.28507889366095,-0.0,-118.28507889366095,0.0
x2215,-118.28507889608974,-0.0,-118.28507889608974,0.0
x2216,-118.28507890023764,-0.0,-118.28507890023764,0.0
x2217,-118.28507890235214,-0.0,-118.28507890235214,0.0
x2218,-118.28507891461298,-0.0,-118.28507891461298,0.0
x2219,-118.28507891575225,-0.0,-118.28507891575225,0.0
x2220,-118.28507890574096,-0.0,-118.28507890574096,0.0
x2221,-118.2850789073991,-0.0,-118.2850789073991,0.0
x2222,-118.28507890836747,-0.0,-118.28507890836747,0.0
x2223,-118.28507890979769,-0.0,-118.28507890979769,0.0
x2224,-118.28507891124877,-0.0,-118.28507891124877,0.0
x2225,-118.28507891252048,-0.0,-118.28507891252048,0.0
x2226,-118.285078914088,-0.0,-118.285078914088,0.0
x2227,-118.28507892020366,-0.0,-118.28507892020366,0.0
x2228,-118.28507892580221,-0.0,-118.28507892580221,0.0
x2229,-118.2850788521412,-0.0,-118.2850788521412,0.0
x2230,-118.28507888506654,-0.0,-118.28507888506654,0.0
x2231,-118.28507888822715,-0.0,-118.28507888822715,0.0
x2232,-118.28507888927508,-0.0,-118.28507888927508,0.0
x2233,-118.28507888933895,-0.0,-118.28507888933895,0.0
x2234,-118.28507888918621,-0.0,-118.28507888918621,0.0
x2235,-118.28507888881207,-0.0,-118.28507888881207,0.0
x2236,-118.28507888854625,-0.0,-118.28507888854625,0.0
x2237,-118.28507888629647,-0.0,-118.28507888629647,0.0
x2238,-118.28507888649601,-0.0,-118.28507888649601,0.0
x2239,-118.28507889689243,-0.0,-118.28507889689243,0.0
x2240,-118.28507888273892,-0.0,-118.28507888273892,0.0
x2241,-118.28507888135357,-0.0,-118.28507888135357,0.0
x2242,-118.28507887808603,-0.0,-118.28507887808603,0.0
x2243,-118.28507887554846,-0.0,-118.28507887554846,0.0
x2244,-118.28507887219638,-0.0,-118.28507887219638,0.0
x2245,-118.28507886823864,-0.0,-118.28507886823864,0.0
x2246,-118.28507886355284,-0.0,-118.28507886355284,0.0
x2247,-118.28507885663501,-0.0,-118.28507885663501,0.0
x2248,-118.28507884652213,-0.0,-118.28507884652213,0.0
x2249,-118.28507883264926,-0.0,-118.28507883264926,0.0
x2250,-118.28507880235018,-0.0,-118.28507880235018,0.0
x2251,-118.28507865314769,-0.0,-118.28507865314769,0.0
x2252,-11.008643758522467,-0.0,-11.008643758522467,0.0
x2253,-118.28507861721944,-0.0,-118.28507861721944,0.0
x2254,-118.28507880998292,-0.0,-118.28507880998292,0.0
x2255,-118.28507883606967,-0.0,-118.28507883606967,0.0
x2256,-118.28507885197273,-0.0,-118.28507885197273,0.0
x2257,-118.28507886096038,-0.0,-118.28507886096038,0.0
x2258,-118.28507886607738,-0.0,-118.28507886607738,0.0
x2259,-118.28507886911909,-0.0,-118.28507886911909,0.0
x2260,-118.28507887178434,-0.0,-118.28507887178434,0.0
x2261,-118.28507887470525,-0.0,-118.28507887470525,0.0
x2262,-118.28507888631685,-0.0,-118.28507888631685,0.0
x2263,-118.28507889597091,-0.0,-118.28507889597091,0.0
x2264,-118.28507888005564,-0.0,-118.28507888005564,0.0
x2265,-118.28507888272983,-0.0,-118.28507888272983,0.0
x2266,-118.28507888493539,-0.0,-118.28507888493539,0.0
x2267,-118.285078885224,-0.0,-118.285078885224,0.0
x2268,-118.28507888470783,-0.0,-118.28507888470783,0.0
x2269,-118.28507888064355,-0.0,-118.28507888064355,0.0
x2270,-118.28507888058583,-0.0,-118.28507888058583,0.0
x2271,-118.28507887970041,-0.0,-118.28507887970041,0.0
x2272,-118.2850788787398,-0.0,-118.2850788787398,0.0
x2273,-118.28507887702693,-0.0,-118.28507887702693,0.0
x2274,-118.285078875006,-0.0,-118.285078875006,0.0
x2275,-118.28507887447353,-0.0,-118.28507887447353,0.0
x2276,-118.28507888834766,-0.0,-118.28507888834766,0.0
x2277,-118.28507888823705,-0.0,-118.28507888823705,0.0
x2278,-118.28507888654498,-0.0,-118.28507888654498,0.0
x2279,-118.28507888519486,-0.0,-118.28507888519486,0.0
x2280,-118.28507982243264,-0.0,-118.28507982243264,0.0
x2281,-118.2850798217567,-0.0,-118.2850798217567,0.0
x2282,-118.28507982013538,-0.0,-118.28507982013538,0.0
x2283,-118.28507981775499,-0.0,-118.28507981775499,0.0
x2284,-118.28507981515895,-0.0,-118.28507981515895,0.0
x2285,-118.28507981003887,-0.0,-118.28507981003887,0.0
x2286,-118.28507896772254,-0.0,-118.28507896772254,0.0
x2287,-11.010044217586104,-0.0,-11.010044217586104,0.0
x2288,-118.28508051498682,-0.0,-118.28508051498682,0.0
x2289,-118.28508051242603,-0.0,-118.28508051242603,0.0
x2290,-118.28508051071677,-0.0,-118.28508051071677,0.0
x2291,-118.28508050987051,-0.0,-118.28508050987051,0.0
x2292,-118.28508050904419,-0.0,-118.28508050904419,0.0
x2293,-118.28508050765312,-0.0,-118.28508050765312,0.0
x2294,-118.28508050701967,-0.0,-118.28508050701967,0.0
x2295,-118.28508050645713,-0.0,-118.28508050645713,0.0
x2296,-118.28508050536905,-0.0,-118.28508050536905,0.0
x2297,-118.28508050495886,-0.0,-118.28508050495886,0.0
x2298,-118.2850805047555,-0.0,-118.2850805047555,0.0
x2299,-118.28508050472193,-0.0,-118.28508050472193,0.0
x2300,-118.28508049712711,-0.0,-118.28508049712711,0.0
x2301,-118.28508050395862,-0.0,-118.28508050395862,0.0
x2302,-118.2850805031949,-0.0,-118.2850805031949,0.0
x2303,-118.28508050295086,-0.0,-118.28508050295086,0.0
x2304,-118.28508050312462,-0.0,-118.28508050312462,0.0
x2305,-118.28508050303145,-0.0,-118.28508050303145,0.0
x2306,-118.28508050306108,-0.0,-118.28508050306108,0.0
x2307,-118.2850805036965,-0.0,-118.2850805036965,0.0
x2308,-118.28508050387521,-0.0,-118.28508050387521,0.0
x2309,-118.28508050428492,-0.0,-118.28508050428492,0.0
x2310,-118.28508012854348,-0.0,-118.28508012854348,0.0
x2311,-11.009404590927423,-0.0,-11.009404590927423,0.0
x2312,-118.28508021506863,-0.0,-118.28508021506863,0.0
x2313,-118.2850801439355,-0.0,-118.2850801439355,0.0
x2314,-118.28508051142809,-0.0,-118.28508051142809,0.0
x2315,-118.28508051281048,-0.0,-118.28508051281048,0.0
x2316,-118.2850805148777,-0.0,-118.2850805148777,0.0
x2317,-118.28508051665766,-0.0,-118.28508051665766,0.0
x2318,-118.2850802813572,-0.0,-118.2850802813572,0.0
x2319,-118.28507887295308,-0.0,-118.28507887295308,0.0
x2320,-118.28507887157276,-0.0,-118.28507887157276,0.0
x2321,-118.28507887412526,-0.0,-118.28507887412526,0.0
x2322,-118.28507887741354,-0.0,-118.28507887741354,0.0
x2323,-118.28507888050655,-0.0,-118.28507888050655,0.0
x2324,-118.28507888261643,-0.0,-118.28507888261643,0.0
x2325,-118.28507888534136,-0.0,-118.28507888534136,0.0
x2326,-118.28507888757802,-0.0,-118.28507888757802,0.0
x2327,-118.28507888905938,-0.0,-118.28507888905938,0.0
x2328,-118.28507889073295,-0.0,-118.28507889073295,0.0
x2329,-118.28507889160856,-0.0,-118.28507889160856,0.0
x2330,-118.28507888841447,-0.0,-118.28507888841447,0.0
x2331,-118.28507884764123,-0.0,-118.28507884764123,0.0
x2332,-11.015273948262973,-0.0,-11.015273948262973,0.0
x2333,-11.01516612721343,-0.0,-11.01516612721343,0.0
x2334,-11.015072812187253,-0.0,-11.015072812187253,0.0
x2335,-11.015214448575419,-0.0,-11.015214448575419,0.0
x2336,-118.28507890643078,-0.0,-118.28507890643078,0.0
x2337,-118.2850789112455,-0.0,-118.2850789112455,0.0
x2338,-118.2850789115116,-0.0,-118.2850789115116,0.0
x2339,-118.2850789118612,-0.0,-118.2850789118612,0.0
x2340,-118.28507891224386,-0.0,-118.28507891224386,0.0
x2341,-118.28507891230288,-0.0,-118.28507891230288,0.0
x2342,-118.28507891239963,-0.0,-118.28507891239963,0.0
x2343,-118.28507891273199,-0.0,-118.28507891273199,0.0
x2344,-118.28507891191012,-0.0,-118.28507891191012,0.0
x2345,-118.28507891007527,-0.0,-118.28507891007527,0.0
x2346,-118.28507890663775,-0.0,-118.28507890663775,0.0
x2347,-118.28507890396133,-0.0,-118.28507890396133,0.0
x2348,-118.28507782801083,-0.0,-118.28507782801083,0.0
x2349,-118.2850789013762,-0.0,-118.2850789013762,0.0
x2350,-118.2850789038233,-0.0,-118.2850789038233,0.0
x2351,-118.2850789044523,-0.0,-118.2850789044523,0.0
x2352,-118.28507890399521,-0.0,-118.28507890399521,0.0
x2353,-118.28507890301927,-0.0,-118.28507890301927,0.0
x2354,-118.28507890175383,-0.0,-118.28507890175383,0.0
x2355,-118.28507889476901,-0.0,-118.28507889476901,0.0
x2356,-118.28507890979306,-0.0,-118.28507890979306,0.0
x2357,-118.28507891107357,-0.0,-118.28507891107357,0.0
x2358,-118.28507891051129,-0.0,-118.28507891051129,0.0
x2359,-118.28507891607482,-0.0,-118.28507891607482,0.0
x2360,-118.28507890892658,-0.0,-118.28507890892658,0.0
x2361,-118.28507890791698,-0.0,-118.28507890791698,0.0
x2362,-118.2850789071026,-0.0,-118.2850789071026,0.0
x2363,-118.28507890648925,-0.0,-118.28507890648925,0.0
x2364,-118.28507890540764,-0.0,-118.28507890540764,0.0
x2365,-118.28507890045817,-0.0,-118.28507890045817,0.0
x2366,-118.28507889863,-0.0,-118.28507889863,0.0
x2367,-118.28507889781562,-0.0,-118.28507889781562,0.0
x2368,-118.28507889703859,-0.0,-118.28507889703859,0.0
x2369,-118.28507889670352,-0.0,-118.28507889670352,0.0
x2370,-118.285078896471,-0.0,-118.285078896471,0.0
x2371,-118.28507889609311,-0.0,-118.28507889609311,0.0
x2372,-118.28507889804715,-0.0,-118.28507889804715,0.0
x2373,-118.28507889855074,-0.0,-118.28507889855074,0.0
x2374,-118.28507889628025,-0.0,-118.28507889628025,0.0
x2375,-118.28507890632675,-0.0,-118.28507890632675,0.0
x2376,-118.28507982661272,-0.0,-118.28507982661272,0.0
x2377,-118.28507982771096,-0.0,-118.28507982771096,0.0
x2378,-118.28507982790802,-0.0,-118.28507982790802,0.0
x2379,-118.2850798282525,-0.0,-118.2850798282525,0.0
x2380,-118.28507982853763,-0.0,-118.28507982853763,0.0
x2381,-118.28507901496869,-0.0,-118.28507901496869,0.0
x2382,-118.28507890401121,-0.0,-118.28507890401121,0.0
x2383,-118.28507889617711,-0.0,-118.28507889617711,0.0
x2384,-118.28507890472841,-0.0,-118.28507890472841,0.0
x2385,-118.28507890362505,-0.0,-118.28507890362505,0.0
x2386,-118.28507890405992,-0.0,-118.28507890405992,0.0
x2387,-118.28507890459558,-0.0,-118.28507890459558,0.0
x2388,-118.28507890538916,-0.0,-118.28507890538916,0.0
x2389,-118.28507890526339,-0.0,-118.28507890526339,0.0
x2390,-118.28507890521077,-0.0,-118.28507890521077,0.0
x2391,-118.28507866814476,-0.0,-118.28507866814476,0.0
x2392,-118.2850786680831,-0.0,-118.2850786680831,0.0
x2393,-118.28507866775696,-0.0,-118.28507866775696,0.0
x2394,-118.28507866741344,-0.0,-118.28507866741344,0.0
x2395,-118.2850786664808,-0.0,-118.2850786664808,0.0
x2396,-118.28507866140347,-0.0,-118.28507866140347,0.0
x2397,-118.28507866177023,-0.0,-118.28507866177023,0.0
x2398,-118.28507866451689,-0.0,-118.28507866451689,0.0
x2399,-118.28507866306549,-0.0,-118.28507866306549,0.0
x2400,-118.28507865831395,-0.0,-118.28507865831395,0.0
x2401,-118.28507983117566,-0.0,-118.28507983117566,0.0
x2402,-118.28508026043511,-0.0,-118.28508026043511,0.0
x2403,-118.28508025988556,-0.0,-118.28508025988556,0.0
x2404,-118.2850802594969,-0.0,-118.2850802594969,0.0
x2405,-118.2850802512947,-0.0,-118.2850802512947,0.0
x2406,-118.28507957891823,-0.0,-118.28507957891823,0.0
x2407,-118.28507877572753,-0.0,-118.28507877572753,0.0
x2408,-118.28507980490586,-0.0,-118.28507980490586,0.0
