region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
TRE_WEST,TRE_WEST_geothermal_hydroflash_moderate_0,2,0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_0,2,0,63,14.273047954983992,0.0,8.306747711733259,0.0,-7.329992599373133,0.0,0.0,0.0,0.0,12.001863434454947,0.0,0.0,0.0,0.0,0.0,12.001863434454947,15.24980306734412,-3.2479396328891728
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_1,2,1,64,6.767171307972991e7,0.0,3.858509156611027e7,0.0,-4.182591251804789e7,0.0,0.0,0.0,0.0,6.443085063524987e7,0.0,0.0,0.0,0.0,0.0,6.443085063524987e7,6.443089212779229e7,-41.492542423307896
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_2,2,2,65,9.956286751436528,0.0,5.908884315288682,0.0,-4.4040966034628415,0.0,0.0,0.0,0.0,7.463058701569147,0.0,0.0,0.0,0.0,0.0,7.463058701569147,11.461074463262369,-3.998015761693222
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_3,2,3,66,5.675755655345011,0.0,3.095061485627248,0.0,-1.6848946176372344,0.0,0.0,0.0,0.0,3.20108286718698,0.0,0.0,0.0,0.0,0.0,3.20108286718698,7.085922523335024,-3.8848396561480443
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_4,2,4,67,7.340371544170718,0.0,4.069852845911406,0.0,-2.5562866363008787,0.0,0.0,0.0,0.0,4.784604274335803,0.0,0.0,0.0,0.0,0.0,4.784604274335803,8.853937753781246,-4.069333479445443
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_5,2,5,68,8.143573573081854,0.0,4.248909888384167,0.0,-3.0353339343310926,0.0,0.0,0.0,0.0,5.612353008502868,0.0,0.0,0.0,0.0,0.0,5.612353008502868,9.35714952713493,-3.744796518632061
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_6,2,6,69,4.396100445259556,0.0,0.7977389865392416,0.0,-0.6077017741894546,0.0,0.0,0.0,0.0,1.2086444128984035,0.0,0.0,0.0,0.0,0.0,1.2086444128984035,4.586137657609343,-3.3774932447109394
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_7,2,7,70,4.564009263552674,0.0,2.3392946904223653,0.0,-1.058798904190432,0.0,0.0,0.0,0.0,2.08187196154534,0.0,0.0,0.0,0.0,0.0,2.08187196154534,5.844505049784607,-3.7626330882392676
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_8,2,8,71,5.054127069293802,0.0,0.9326905803362519,0.0,-0.6014101808242036,0.0,0.0,0.0,0.0,1.2180391387806029,0.0,0.0,0.0,0.0,0.0,1.2180391387806029,5.38540746880585,-4.167368330025247
