Line,1,Total
AnnualSum,-8.047322951968202e7,-8.047322951968202e7
t1,-13794.495734285449,-13794.495734285449
t2,-16529.0,-16529.0
t3,-5206.562372150258,-5206.562372150258
t4,-431.9265471456028,-431.9265471456028
t5,-2280.449436428422,-2280.449436428422
t6,-3613.6114369699894,-3613.6114369699894
t7,-6226.454330059815,-6226.454330059815
t8,-5054.649603730525,-5054.649603730525
t9,-4652.283679938586,-4652.283679938586
t10,-1843.7461518595485,-1843.7461518595485
t11,792.4374107803014,792.4374107803014
t12,76.1751915856596,76.1751915856596
t13,-2266.2954309666593,-2266.2954309666593
t14,-2592.562734310185,-2592.562734310185
t15,-2221.5922106284015,-2221.5922106284015
t16,-2145.606954390948,-2145.606954390948
t17,-8153.1998646313195,-8153.1998646313195
t18,-6208.28661564603,-6208.28661564603
t19,-5195.8592840744595,-5195.8592840744595
t20,-3720.1000616248807,-3720.1000616248807
t21,-4183.038751902165,-4183.038751902165
t22,-4926.944367568181,-4926.944367568181
t23,-5289.353275334627,-5289.353275334627
t24,-5410.111895630835,-5410.111895630835
t25,-4744.801142230688,-4744.801142230688
t26,-5307.529255443696,-5307.529255443696
t27,-4785.8084109777765,-4785.8084109777765
t28,-3816.8979907548505,-3816.8979907548505
t29,-3573.614768220292,-3573.614768220292
t30,-3063.0807193594883,-3063.0807193594883
t31,-3828.548746759656,-3828.548746759656
t32,-3440.2942758856484,-3440.2942758856484
t33,-5554.073563682611,-5554.073563682611
t34,-4828.0166566916,-4828.0166566916
t35,-9343.176942903683,-9343.176942903683
t36,-10897.69022516402,-10897.69022516402
t37,-11351.096860387092,-11351.096860387092
t38,-11310.583630367715,-11310.583630367715
t39,-11492.020831301472,-11492.020831301472
t40,-10450.439296098395,-10450.439296098395
t41,-10379.643047666634,-10379.643047666634
t42,-6150.019119791674,-6150.019119791674
t43,-3326.294282578981,-3326.294282578981
t44,-3457.797113305533,-3457.797113305533
t45,-4809.521623603322,-4809.521623603322
t46,-5220.573571739462,-5220.573571739462
t47,-6990.992067800793,-6990.992067800793
t48,-9915.266557229017,-9915.266557229017
t49,-10594.514137745782,-10594.514137745782
t50,-12124.116129986165,-12124.116129986165
t51,-14046.658042421705,-14046.658042421705
t52,-13596.926764695565,-13596.926764695565
t53,-15012.926385322484,-15012.926385322484
t54,-15388.039363582746,-15388.039363582746
t55,-15124.397731139323,-15124.397731139323
t56,-14936.644595146563,-14936.644595146563
t57,-16529.0,-16529.0
t58,-16529.0,-16529.0
t59,-16529.0,-16529.0
t60,-7244.9274063858375,-7244.9274063858375
t61,-2356.320761797117,-2356.320761797117
t62,-2709.202306147444,-2709.202306147444
t63,-2788.2236955589883,-2788.2236955589883
t64,-6295.713520923387,-6295.713520923387
t65,-6289.485563582741,-6289.485563582741
t66,-12801.461673791493,-12801.461673791493
t67,-10547.659291622167,-10547.659291622167
t68,-10242.396009114038,-10242.396009114038
t69,-11395.517740049636,-11395.517740049636
t70,-11679.622173622778,-11679.622173622778
t71,-11038.075340036137,-11038.075340036137
t72,-11725.326499418998,-11725.326499418998
t73,-15860.611385104028,-15860.611385104028
t74,-6708.437407813946,-6708.437407813946
t75,-8910.25465022127,-8910.25465022127
t76,-11946.82175927013,-11946.82175927013
t77,-11322.58000813185,-11322.58000813185
t78,-11820.6983281541,-11820.6983281541
t79,-12204.045859184955,-12204.045859184955
