Line,1,Total
AnnualSum,4.780882233231158e6,4.780882233231158e6
t1,780.7684585605564,780.7684585605564
t2,935.5414,935.5414
t3,294.6914302637046,294.6914302637046
t4,24.447042568441116,24.447042568441116
t5,129.07343810184867,129.07343810184867
t6,204.5304073325014,204.5304073325014
t7,352.41731508138554,352.41731508138554
t8,286.0931675711477,286.0931675711477
t9,263.31925628452393,263.31925628452393
t10,104.35603219525044,104.35603219525044
t11,935.5414,935.5414
t12,568.0442789190147,568.0442789190147
t13,128.2723213927129,128.2723213927129
t14,146.73905076195646,146.73905076195646
t15,125.74211912156753,125.74211912156753
t16,121.44135361852766,121.44135361852766
t17,461.4711123381327,461.4711123381327
t18,351.38902244556533,351.38902244556533
t19,294.0856354786144,294.0856354786144
t20,210.55766348796823,210.55766348796823
t21,236.75999335766252,236.75999335766252
t22,278.8650512043591,278.8650512043591
t23,299.37739538393987,299.37739538393987
t24,306.21233329270524,306.21233329270524
t25,268.55574465025694,268.55574465025694
t26,300.40615585811315,300.40615585811315
t27,270.8767560613421,270.8767560613421
t28,216.03642627672454,216.03642627672454
t29,202.2665958812685,202.2665958812685
t30,173.37036871574702,173.37036871574702
t31,216.6958590665965,216.6958590665965
t32,194.7206560151277,194.7206560151277
t33,314.3605637044358,314.3605637044358
t34,273.26574276874453,273.26574276874453
t35,528.8238149683484,528.8238149683484
t36,616.8092667442835,616.8092667442835
t37,642.4720822979093,642.4720822979093
t38,640.1790334788127,640.1790334788127
t39,650.4483790516633,650.4483790516633
t40,591.4948641591691,591.4948641591691
t41,587.4877964979314,587.4877964979314
t42,348.09108218020873,348.09108218020873
t43,188.26825639397032,188.26825639397032
t44,195.71131661309315,195.71131661309315
t45,272.218923895948,272.218923895948
t46,295.4844641604535,295.4844641604535
t47,395.69015103752486,395.69015103752486
t48,561.2040871391623,561.2040871391623
t49,599.6495001964113,599.6495001964113
t50,686.2249729572169,686.2249729572169
t51,795.0408452010685,795.0408452010685
t52,769.586054881769,769.586054881769
t53,849.7316334092526,849.7316334092526
t54,870.9630279787834,870.9630279787834
t55,856.0409115824856,856.0409115824856
t56,845.4140840852955,845.4140840852955
t57,935.5414,935.5414
t58,935.5414,935.5414
t59,935.5414,935.5414
t60,410.0628912014384,410.0628912014384
t61,133.36775511771683,133.36775511771683
t62,153.34085052794532,153.34085052794532
t63,157.81346116863872,157.81346116863872
t64,356.3373852842637,356.3373852842637
t65,355.9848828987831,355.9848828987831
t66,724.5627307365985,724.5627307365985
t67,596.9975159058147,596.9975159058147
t68,579.7196141158545,579.7196141158545
t69,644.9863040868094,644.9863040868094
t70,661.0666150270492,661.0666150270492
t71,624.7550642460453,624.7550642460453
t72,663.6534798671153,663.6534798671153
t73,897.7106043968879,897.7106043968879
t74,379.6975572822693,379.6975572822693
t75,504.32041320252387,504.32041320252387
t76,676.1901115746892,676.1901115746892
t77,640.8580284602627,640.8580284602627
t78,669.051525373522,669.051525373522
