Zone,1,2,Total
AnnualSum,7.845939915314355e7,5.740356600666521e6,8.419975575381008e7
t1,2939.4149904,0.0,2939.4149904
t2,2939.4149904,0.0,2939.4149904
t3,2939.4149904,0.0,2939.4149904
t4,2939.4149904,0.0,2939.4149904
t5,2939.4149904,0.0,2939.4149904
t6,2939.4149904,0.0,2939.4149904
t7,2939.4149904,0.0,2939.4149904
t8,2939.4149904,0.0,2939.4149904
t9,5916.665177175548,0.0,5916.665177175548
t10,2939.4149904,0.0,2939.4149904
t11,2939.4149904,0.0,2939.4149904
t12,2939.4149904,0.0,2939.4149904
t13,2939.4149904,0.0,2939.4149904
t14,2939.4149904,0.0,2939.4149904
t15,2939.4149904,0.0,2939.4149904
t16,2939.4149904,0.0,2939.4149904
t17,2939.4149904,0.0,2939.4149904
t18,5394.106580284401,616.5181605743998,6010.6247408588015
t19,9353.817524778473,1330.8527240399997,10684.670248818473
t20,9400.397784709136,1182.4147210399997,10582.812505749134
t21,7002.734599068874,1182.41472104,8185.149320108873
t22,7002.734599068874,1182.41472104,8185.149320108873
t23,7002.734599068876,1182.41472104,8185.149320108876
t24,7002.734599068874,1182.41472104,8185.149320108873
t25,7002.734599068878,1182.41472104,8185.149320108878
t26,7002.734599068878,1182.41472104,8185.149320108878
t27,7002.734599068878,1182.4147210399997,8185.149320108878
t28,7002.734599068878,1182.41472104,8185.149320108878
t29,7002.734599068878,1182.41472104,8185.149320108878
t30,8058.21375038722,1182.41472104,9240.62847142722
t31,9625.178708362928,1182.41472104,10807.593429402928
t32,9233.067683023808,1182.41472104,10415.482404063809
t33,7002.734599068878,1076.6047347795707,8079.339333848449
t34,7002.734599068878,354.7244163120002,7357.459015380879
t35,7002.734599068878,354.724416312,7357.459015380879
t36,7002.734599068876,354.724416312,7357.459015380877
t37,7002.734599068878,354.724416312,7357.459015380879
t38,7002.734599068878,354.724416312,7357.459015380879
t39,7002.734599068878,354.724416312,7357.459015380879
t40,7002.734599068879,354.724416312,7357.4590153808795
t41,10582.840973667237,1111.4698377775999,11694.310811444837
t42,19935.603730494386,1182.41472104,21118.018451534386
t43,18885.31125910234,1186.3547443999998,20071.666003502338
t44,18806.710976826133,1186.3547443999998,19993.065721226132
t45,18806.710976826133,1186.3547443999998,19993.065721226132
t46,18806.710976826133,1186.3547443999998,19993.065721226132
t47,18806.710976826133,1186.3547443999998,19993.065721226132
t48,18806.710976826133,1186.3547443999998,19993.065721226132
t49,18806.710976826133,1186.3547443999998,19993.065721226132
t50,17535.9759434817,1182.4147210399997,18718.3906645217
t51,17053.384467938842,1182.4147210399997,18235.799188978843
t52,15173.579114202541,1182.41472104,16355.993835242542
t53,17053.384467938842,1182.41472104,18235.799188978843
t54,11798.219923931638,1182.41472104,12980.634644971638
t55,14750.476941375018,1182.41472104,15932.891662415019
t56,14750.476941375018,1182.41472104,15932.891662415019
t57,7598.762069606159,615.4755017790527,8214.23757138521
t58,1787.9612271180881,0.0,1787.9612271180881
t59,1787.9612271180881,0.0,1787.9612271180881
t60,1787.9612271180881,0.0,1787.9612271180881
t61,1787.9612271180881,0.0,1787.9612271180881
t62,1787.9612271180881,0.0,1787.9612271180881
t63,1787.9612271180881,0.0,1787.9612271180881
t64,1787.9612271180881,0.0,1787.9612271180881
t65,1787.9612271180881,0.0,1787.9612271180881
t66,1787.9612271180881,0.0,1787.9612271180881
t67,1787.9612271180881,0.0,1787.9612271180881
t68,1787.9612271180881,0.0,1787.9612271180881
t69,1787.9612271180881,0.0,1787.9612271180881
t70,1787.9612271180881,0.0,1787.9612271180881
t71,1787.9612271180881,0.0,1787.9612271180881
t72,1787.9612271180881,0.0,1787.9612271180881
t73,1787.9612271180881,0.0,1787.9612271180881
t74,1787.9612271180881,0.0,1787.9612271180881
t75,1787.9612271180881,0.0,1787.9612271180881
t76,1787.9612271180881,0.0,1787.9612271180881
t77,1787.9612271180881,0.0,1787.9612271180881
t78,3575.9224542361762,0.0,3575.9224542361762
t79,9622.472757972719,722.5426042664066,10345.015362239124
t80,5966.71131264567,779.4889103109297,6746.2002229566
t81,5878.829980800007,732.7195756922738,6611.549556492281
t82,5091.568156271701,233.84667309327887,5325.41482936498
t83,5878.8299808,233.84667309327887,6112.676653893279
t84,2939.4149904,233.84667309327887,3173.261663493279
t85,2939.4149904,233.84667309327887,3173.261663493279
t86,2939.4149904,233.84667309327887,3173.261663493279
t87,2939.4149904,233.84667309327887,3173.261663493279
t88,2939.4149904,233.84667309327887,3173.261663493279
t89,4897.202340991234,233.84667309327887,5131.049014084513
t90,11373.569274785366,1106.2092568914672,12479.778531676833
t91,12634.699640859997,1182.41472104,13817.114361899998
t92,15020.279212301704,1182.41472104,16202.693933341705
t93,13731.936824580962,1182.41472104,14914.351545620962
t94,11456.653041984888,1182.41472104,12639.067763024888
t95,14500.161080134942,1182.41472104,15682.575801174942
t96,11488.402589307223,1182.41472104,12670.817310347224
t97,12300.022589169786,1182.41472104,13482.437310209787
t98,11764.869166846933,1182.41472104,12947.283887886933
t99,11994.342038354644,1182.41472104,13176.756759394644
t100,14500.161080134942,1182.41472104,15682.575801174942
t101,17536.140134207857,1182.41472104,18718.554855247858
t102,18980.77397526351,1182.41472104,20163.18869630351
t103,19295.252056230423,1186.3547443999998,20481.606800630423
t104,19273.97605762942,1186.3547443999998,20460.33080202942
t105,17747.46813853594,1182.41472104,18929.88285957594
t106,11924.264127530976,1182.41472104,13106.678848570977
t107,10655.248486477996,1182.41472104,11837.663207517997
t108,9225.167531473886,1111.4698377775999,10336.637369251486
t109,9225.167531473886,354.72441631199933,9579.891947785885
t110,9225.167531473886,354.724416312,9579.891947785885
t111,9225.167531473886,354.7244163119999,9579.891947785885
t112,9225.167531473886,354.724416312,9579.891947785885
t113,10552.110150046545,1111.4698377775999,11663.579987824145
t114,16193.138818810457,1182.41472104,17375.553539850458
t115,16764.43224530529,1182.41472104,17946.84696634529
t116,11974.328367454396,1182.41472104,13156.743088494397
t117,17033.28848304631,1182.41472104,18215.703204086312
t118,9894.435041608689,1182.41472104,11076.84976264869
t119,8448.81721971757,1182.41472104,9631.23194075757
t120,5878.829980800025,756.7454214656,6635.575402265625
t121,3035.40119653989,0.0,3035.40119653989
t122,0.0,0.0,0.0
t123,0.0,0.0,0.0
t124,0.0,0.0,0.0
t125,0.0,0.0,0.0
t126,0.0,0.0,0.0
t127,0.0,0.0,0.0
t128,0.0,0.0,0.0
t129,0.0,0.0,0.0
t130,0.0,0.0,0.0
t131,0.0,0.0,0.0
t132,0.0,0.0,0.0
t133,0.0,0.0,0.0
