BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t10,45838.50441770199,0.0,-0.0,3965.1553999999996,-2687.2261,0.0,0.0,1843.7461518595485,-26.08900804881261,-48712.0,4334.546467957173,0.0,-0.0,215.2201,-293.8424,0.0,0.0,-1843.7461518595485,-26.08900804881261,-2360.0
t11,55499.322237089604,0.0,-2267.8,4620.1636,-6624.4758728453835,0.0,0.0,-792.4374107803014,-233.88535,-49771.0,4010.1027892197017,0.0,-1937.5,250.78270000000003,-236.05220000000003,0.0,0.0,792.4374107803014,-233.88535,-2412.0
t12,55860.55965909413,0.0,-1749.0478260869563,4925.9628,-8512.275448498087,0.0,0.0,-76.1751915856596,-142.01106972975367,-49969.0,4507.764412377476,0.0,-1835.0670645036282,267.3866,-323.237,0.0,0.0,76.1751915856596,-142.01106972975367,-2409.0
t13,49246.03143697707,0.0,-0.0,5609.0192,-6217.208053783466,0.0,0.0,2266.2954309666593,-32.06808034817823,-50644.0,4805.121391663017,0.0,-0.0,297.38100000000003,-330.0708,0.0,0.0,-2266.2954309666593,-32.06808034817823,-2442.0
t14,47814.450930078514,0.0,-0.0,5701.2308,-5791.873085543809,0.0,0.0,2592.562734310185,-36.684762690489116,-50047.0,5026.552859691164,0.0,-0.0,309.477,-257.0976,0.0,0.0,-2592.562734310185,-36.684762690489116,-2413.0
t15,46333.131302396294,0.0,-0.0,5678.521299999999,-4518.3719,0.0,0.0,2221.5922106284015,-31.43552978039188,-49456.0,4919.743083946428,0.0,-177.97641375724106,308.24940000000004,-388.5528,0.0,0.0,-2221.5922106284015,-31.43552978039188,-2377.0
t16,46991.02451521147,0.0,-0.0,5834.994299999999,-5335.903239329254,0.0,0.0,2145.606954390948,-30.360338404631914,-49379.0,4518.447531200211,0.0,-0.0,316.7481,-257.86800000000005,0.0,0.0,-2145.606954390948,-30.360338404631914,-2371.0
t17,45003.08304500166,0.0,-0.0,6278.2077,-8955.753200000001,0.0,0.0,8153.1998646313195,-115.36777808453317,-50052.0,10969.231320800385,0.0,-0.0,340.8104,-518.1063,0.0,0.0,-8153.1998646313195,-115.36777808453317,-2408.0
t18,46380.197049040675,0.0,-0.0,6200.38,-6067.1673,0.0,0.0,6208.28661564603,-87.84725561139133,-52350.0,8893.746226868814,0.0,-0.0,336.5834000000001,-329.34850000000006,0.0,0.0,-6208.28661564603,-87.84725561139133,-2517.0
t19,43300.327287128755,2267.8,-0.0,7249.0581,-0.0,0.0,0.0,5195.8592840744595,-73.5214088696536,-57670.0,5777.886501813767,1937.5,-0.0,393.5156,-0.0,0.0,0.0,-5195.8592840744595,-73.5214088696536,-2766.0
t20,55231.056509347174,0.0,-0.0,7386.265899999999,-7565.141785764149,0.0,0.0,3720.1000616248807,-52.63941587199206,-58471.0,6936.193793368864,0.0,-0.0,400.9633,-705.7782,0.0,0.0,-3720.1000616248807,-52.63941587199206,-2806.0
t21,51169.78723542127,0.0,-0.0,6660.526699999999,-3984.9708371806832,0.0,0.0,4183.038751902165,-59.18999833941563,-57714.0,7004.716648580998,0.0,-0.0,361.5645,-298.86240000000004,0.0,0.0,-4183.038751902165,-59.18999833941563,-2766.0
t22,50732.18473037633,0.0,-0.0,5983.7738,-4655.468518878397,0.0,0.0,4926.944367568181,-69.71626280108977,-56652.0,7784.122493170361,0.0,-0.0,324.8258,-328.57140000000004,0.0,0.0,-4926.944367568181,-69.71626280108977,-2714.0
t23,48030.350372355824,0.0,-0.0,5122.537399999999,-3531.550496534576,0.0,0.0,5289.353275334627,-74.84434884598497,-54565.0,8035.607173026596,0.0,-0.0,281.8057,-262.3709,0.0,0.0,-5289.353275334627,-74.84434884598497,-2616.0
t24,46364.21131946602,0.0,-0.0,4253.7453,-3962.9604949865725,0.0,0.0,5410.111895630835,-76.55308332317631,-51716.0,8005.952062277188,0.0,-0.0,230.9108,-191.6448,0.0,0.0,-5410.111895630835,-76.55308332317631,-2482.0
t25,44352.17595168056,0.0,-0.0,2646.9252,-3457.6225681221936,0.0,0.0,4744.801142230688,-67.13893616256424,-47956.0,7234.620914555817,0.0,-0.0,143.68380000000002,-212.22570000000002,0.0,0.0,-4744.801142230688,-67.13893616256424,-2287.0
t26,45938.85575785284,0.0,-0.0,684.6992681221936,-4202.879350025755,0.0,0.0,5307.529255443696,-75.10153896452829,-47382.0,7699.944633372751,0.0,-0.0,25.7877,-0.0,0.0,0.0,-5307.529255443696,-75.10153896452829,-2268.0
t27,46451.94707370594,0.0,-0.0,2623.0924000000005,-5948.40765318913,0.0,0.0,4785.8084109777765,-67.71918901533553,-47581.0,7084.732689008446,0.0,-0.0,142.3937,-20.879599999999996,0.0,0.0,-4785.8084109777765,-67.71918901533553,-2285.0
t28,47481.25332871229,0.0,-0.0,2882.5471000000002,-5375.678352864861,0.0,0.0,3816.8979907548505,-54.009106569181135,-48501.0,6378.147003893212,0.0,-0.0,156.4786,-271.70939999999996,0.0,0.0,-3816.8979907548505,-54.009106569181135,-2338.0
t29,46194.392081719816,0.0,-0.0,3087.1691,-2499.0407985355587,0.0,0.0,3573.614768220292,-50.566648970317125,-50059.0,5994.605766160927,0.0,-0.0,167.5847,-67.4424,0.0,0.0,-3573.614768220292,-50.566648970317125,-2420.0
t30,49466.71840274321,0.0,-0.0,3592.1048,-2568.2168842809033,0.0,0.0,3063.0807193594883,-43.342592178936755,-53271.0,5877.051003717362,0.0,-0.0,194.9923,-341.2774,0.0,0.0,-3063.0807193594883,-43.342592178936755,-2581.0
t31,55662.79816399698,0.0,-0.0,4854.6765000000005,-5640.673627759412,0.0,0.0,3828.548746759656,-54.17396476664913,-58401.0,6529.370876292955,0.0,-0.0,263.5258,-0.0,0.0,0.0,-3828.548746759656,-54.17396476664913,-2856.0
t32,51959.49520558583,0.0,-0.0,5334.572700000001,-0.0,0.0,0.0,3440.2942758856484,-48.680164003781925,-60441.0,6378.147003893212,0.0,-0.0,289.569,-190.06140000000002,0.0,0.0,-3440.2942758856484,-48.680164003781925,-2940.0
t33,53432.264871633524,0.0,-0.0,5295.473899999999,-3407.6302000000005,0.0,0.0,5554.073563682611,-78.59014092610894,-60521.0,8537.77504553483,0.0,-0.0,287.4448,-184.966,0.0,0.0,-5554.073563682611,-78.59014092610894,-2929.0
t34,55945.016551455614,0.0,-0.0,3436.959716701068,-3820.3582000000006,0.0,0.0,4828.0166566916,-68.31643569218613,-60057.0,9899.795069164265,0.0,-1794.9045410882895,252.7912,-507.0322,0.0,0.0,-4828.0166566916,-68.31643569218613,-2886.0
t35,48734.51656083244,0.0,-411.54782608695626,5094.077300000001,-2632.809216701068,0.0,0.0,9343.176942903683,-132.2059537420871,-59667.0,12205.748650387857,0.0,-0.0,276.5142,-4.6739999999999995,0.0,0.0,-9343.176942903683,-132.2059537420871,-2870.0
t36,51992.939894347284,0.0,-0.0,4964.9553000000005,-9147.178932675257,0.0,0.0,10897.69022516402,-154.20231668607087,-58204.0,13859.728758536163,0.0,-0.0,269.5025,-137.1364,0.0,0.0,-10897.69022516402,-154.20231668607087,-2786.0
t37,48520.09501158983,0.0,-2267.8,5217.2437,-5218.397677364041,0.0,0.0,11351.096860387092,-160.61802057447733,-57085.0,14284.655701536045,0.0,-0.0,283.2012,-166.524,0.0,0.0,-11351.096860387092,-160.61802057447733,-2729.0
t38,48819.17005072268,0.0,-0.0,5024.774,-9411.436310887075,0.0,0.0,11310.583630367715,-160.04475836970317,-55227.0,14961.67984710712,0.0,-0.0,266.0355,-964.0422000000002,0.0,0.0,-11310.583630367715,-160.04475836970317,-2633.0
t39,47648.264183167004,0.0,-0.0,1519.9418,-6007.000771478712,0.0,0.0,11492.020831301472,-162.61209476291583,-54132.0,14882.397885032016,0.0,-494.20226420471585,282.157,-274.1076,0.0,0.0,-11492.020831301472,-162.61209476291583,-2579.0
t40,45054.08369704002,0.0,-0.0,6305.291192405085,-6282.0649,0.0,0.0,10450.439296098395,-147.87371603979227,-55036.0,13549.50722817798,0.0,-0.0,342.9646,-514.2851,0.0,0.0,-10450.439296098395,-147.87371603979227,-2632.0
t41,47586.32460404624,0.0,-0.0,7854.969099999999,-7922.191,0.0,0.0,10379.643047666634,-146.87194912448285,-57409.0,13354.735745915601,0.0,-0.0,426.4096,-351.75840000000005,0.0,0.0,-10379.643047666634,-146.87194912448285,-2756.0
t42,57287.30457476234,0.0,-0.0,9595.008000000002,-9731.284300000001,0.0,0.0,6150.019119791674,-87.02277054505218,-62931.0,9444.754960881779,0.0,-0.0,520.8771,-606.5674,0.0,0.0,-6150.019119791674,-87.02277054505218,-3035.0
t43,52150.50729607312,2267.8,-0.0,8561.479800000001,-177.94539699119812,0.0,0.0,3326.294282578981,-47.06706409849258,-65838.0,4557.291710775967,1937.5,-0.0,76.63669999999999,-0.0,0.0,0.0,-3326.294282578981,-47.06706409849258,-3151.0
t44,55597.24858559051,0.0,-0.0,5746.4232999999995,-1344.611487125582,0.0,0.0,3457.797113305533,-48.92782915327329,-63163.0,6532.464871612079,0.0,-0.0,311.93210000000005,-289.74420000000003,0.0,0.0,-3457.797113305533,-48.92782915327329,-2999.0
t45,55791.11196218594,0.0,-0.0,4719.8339,-2784.3561703773803,0.0,0.0,4809.521623603322,-68.054730973987,-62204.0,7681.978985551296,0.0,-0.0,256.2021,-44.550000000000004,0.0,0.0,-4809.521623603322,-68.054730973987,-2948.0
t46,54352.01423778631,0.0,-0.0,4110.815600000001,-2569.6593239816443,0.0,0.0,5220.573571739462,-73.87111604011338,-60770.0,8147.179103819688,0.0,-0.0,159.1239,-58.9872,0.0,0.0,-5220.573571739462,-73.87111604011338,-2879.0
t47,48617.34426804028,0.0,-0.0,3606.2576,-755.7470068583824,0.0,0.0,6990.992067800793,-98.92253775938121,-58065.0,9759.051743319555,0.0,-0.0,195.7566,-5.971199999999999,0.0,0.0,-6990.992067800793,-98.92253775938121,-2760.0
t48,47333.32535447031,1132.0600000000002,-0.0,3452.0481,-5495.096114665813,0.0,0.0,9915.266557229017,-140.30102178479058,-55861.0,11363.6937007986,1406.2400000000002,-0.0,187.3899,-91.45500000000001,0.0,0.0,-9915.266557229017,-140.30102178479058,-2670.0
t49,47972.75976581636,0.0,-0.0,3568.3592000000003,-6757.806499999999,0.0,0.0,10594.514137745782,-149.91237504910282,-54882.0,13483.249487843988,0.0,-0.0,193.7076,-136.6182,0.0,0.0,-10594.514137745782,-149.91237504910282,-2646.0
t50,45871.11320995637,0.0,-0.0,3765.9899000000005,-6319.104899999999,0.0,0.0,12124.116129986165,-171.55624323930422,-54903.0,15761.436116464773,0.0,-0.0,204.43820000000002,-836.6456999999999,0.0,0.0,-12124.116129986165,-171.55624323930422,-2662.0
t51,46187.85727028589,0.0,-0.0,3935.3261,-8039.319136643123,0.0,0.0,14046.658042421705,-198.76021130026712,-55537.0,16948.641965022238,0.0,-0.0,213.63349999999997,-16.096999999999998,0.0,0.0,-14046.658042421705,-198.76021130026712,-2702.0
t52,43509.18271620924,0.0,-0.0,4238.9623,-3841.2769,0.0,0.0,13596.926764695565,-192.39651372044224,-56923.0,17169.79069213645,0.0,-0.0,230.1169,-639.1877999999999,0.0,0.0,-13596.926764695565,-192.39651372044224,-2779.0
t53,54413.97764820295,0.0,-0.0,4505.2964,-13971.33276335688,0.0,0.0,15012.926385322484,-212.43290835231315,-59340.0,18104.686802027114,0.0,-0.0,244.5732,-8.467799999999999,0.0,0.0,-15012.926385322484,-212.43290835231315,-2903.0
t54,45561.90045254154,0.0,-0.0,5204.535800000001,-675.992248670956,0.0,0.0,15388.039363582746,-217.74075699469586,-64847.0,18738.392277572137,0.0,-0.0,282.5288,-18.400199999999998,0.0,0.0,-15388.039363582746,-217.74075699469586,-3179.0
t55,57906.84715738803,0.0,-0.0,7101.0731000000005,-4781.29567927218,0.0,0.0,15124.397731139323,-214.0102278956214,-74727.0,19137.634886930566,0.0,-0.0,385.4785,-257.6952,0.0,0.0,-15124.397731139323,-214.0102278956214,-3713.0
t56,58763.72053066232,0.0,-0.0,7300.1517,-4535.807930302328,0.0,0.0,14936.644595146563,-211.35352102132387,-75846.0,19021.536637189212,0.0,-0.0,396.27559999999994,-322.46059999999994,0.0,0.0,-14936.644595146563,-211.35352102132387,-3736.0
t57,51346.184895218445,0.0,-0.0,6762.569299999999,-1779.9816417545367,0.0,0.0,16529.0,-233.88535,-72194.0,20442.277800000003,0.0,-0.0,367.0896,-286.5967,0.0,0.0,-16529.0,-233.88535,-3526.0
t58,52693.320792164755,0.0,-1749.0478260869563,5785.132,-4938.6324126138725,0.0,0.0,16529.0,-233.88535,-67656.0,22766.0134,0.0,-1937.5,166.19150000000002,-728.9342000000001,0.0,0.0,-16529.0,-233.88535,-3269.0
t59,50019.667134680465,0.0,-0.0,5263.047306169592,-6685.941887386129,0.0,0.0,16529.0,-233.88535,-64462.0,19935.619599999998,0.0,-0.0,307.21270000000004,-137.0616,0.0,0.0,-16529.0,-233.88535,-3109.0
t60,54659.7197988484,0.0,-2267.8,5354.1228,-3183.936706169592,0.0,0.0,7244.9274063858375,-102.5157228003596,-61406.0,12392.729551986555,0.0,-1937.5,290.6282,-357.8989,0.0,0.0,-7244.9274063858375,-102.5157228003596,-2938.0
t61,56524.60076922564,0.0,-0.0,5377.4974,-4547.733200000001,0.0,0.0,2356.320761797117,-33.341938779429206,-59448.0,5287.990539355977,0.0,-0.0,285.1592,-314.14509999999996,0.0,0.0,-2356.320761797117,-33.341938779429206,-2836.0
t62,55337.614833001935,0.0,-0.0,5140.847299999999,-5418.992160421484,0.0,0.0,2709.202306147444,-38.33521263198633,-57496.0,5518.969431411416,0.0,-0.0,279.0527,-279.1494,0.0,0.0,-2709.202306147444,-38.33521263198633,-2733.0
t63,58125.38185098803,0.0,-0.0,4386.7573,-8710.45426249879,0.0,0.0,2788.2236955589883,-39.45336529215968,-56315.0,5598.599026143307,0.0,-0.0,279.6954,-339.16400000000004,0.0,0.0,-2788.2236955589883,-39.45336529215968,-2672.0
t64,58486.779602262395,0.0,-0.0,6492.838100000001,-13661.160677079728,0.0,0.0,6295.713520923387,-89.08434632106592,-57240.0,9155.892613565517,0.0,-0.0,352.45610000000005,-311.4665,0.0,0.0,-6295.713520923387,-89.08434632106592,-2723.0
t65,55269.859002144665,0.0,-0.0,8155.456399999999,-9639.806670814083,0.0,0.0,6289.485563582741,-88.99622072469577,-59701.0,9327.125305032132,0.0,-0.0,442.7211,-447.3684,0.0,0.0,-6289.485563582741,-88.99622072469577,-2855.0
t66,53964.344274226634,0.0,-0.0,9886.5297,-11035.052429185916,0.0,0.0,12801.461673791493,-181.14068268414962,-65059.0,16534.82591742066,0.0,-75.54347826086956,542.5783,-710.1177,0.0,0.0,-12801.461673791493,-181.14068268414962,-3128.0
t67,46580.36227675564,2227.383643039022,-0.0,8828.095399999998,-0.0,0.0,0.0,10547.659291622167,-149.24937897645367,-67689.0,12192.683849575074,1406.2400000000002,-0.0,479.2342,-0.0,0.0,0.0,-10547.659291622167,-149.24937897645367,-3232.0
t68,47854.60439444681,1172.4763569609781,-0.0,5806.3849,-0.0,0.0,0.0,10242.396009114038,-144.92990352896362,-64590.0,11340.569616171964,1937.5,-0.0,315.18620000000004,-0.0,0.0,0.0,-10242.396009114038,-144.92990352896362,-3061.0
t69,48381.14766545768,0.0,-0.0,4728.446,-721.6164,0.0,0.0,11395.517740049636,-161.24657602170234,-63265.0,14523.01459209304,0.0,-0.0,256.66870000000006,-65.6724,0.0,0.0,-11395.517740049636,-161.24657602170234,-2996.0
t70,51017.66974586806,0.0,-2267.8,2966.1728999999996,-2133.1296585133828,0.0,0.0,11679.622173622778,-165.2666537567623,-60736.0,16634.507581136302,0.0,-1937.5,216.41649999999998,-35.268600000000006,0.0,0.0,-11679.622173622778,-165.2666537567623,-2868.0
t71,47961.85129747371,0.0,-0.0,1986.974,-3488.5212519229085,0.0,0.0,11038.075340036137,-156.18876606151133,-56990.0,16949.27637215916,0.0,-1937.5,184.0362,-1145.3597,0.0,0.0,-11038.075340036137,-156.18876606151133,-2700.0
t72,46384.17770962913,0.0,-1749.0478260869563,3230.0251,-5211.652889563708,0.0,0.0,11725.326499418998,-165.91336996677882,-53851.0,14727.959339352554,0.0,-0.0,175.33679999999998,-278.1429,0.0,0.0,-11725.326499418998,-165.91336996677882,-2568.0
t73,46942.875376386,0.0,-0.0,2964.1021,-13115.731705827666,0.0,0.0,15860.611385104028,-224.42765109922198,-52007.0,18804.12728730247,0.0,-0.0,41.9616,-42.6222,0.0,0.0,-15860.611385104028,-224.42765109922198,-2494.0
t74,47018.572918463426,0.0,-0.0,3245.2638,-5038.423494172337,0.0,0.0,6708.437407813946,-94.92438932056733,-51548.0,9226.647586455081,0.0,-0.0,176.1686,-16.53,0.0,0.0,-6708.437407813946,-94.92438932056733,-2488.0
t75,45916.93653433696,0.0,-0.0,3362.4038,-6171.43292449306,0.0,0.0,8910.25465022127,-126.08010330063097,-51570.0,11825.063956822532,0.0,-0.0,182.5303,-347.1794,0.0,0.0,-8910.25465022127,-126.08010330063097,-2498.0
t76,43977.12504998113,0.0,-0.0,348.9521,-3464.802,0.0,0.0,11946.82175927013,-169.0475278936723,-52274.0,14638.359415057475,0.0,-0.0,195.153,-8.595600000000001,0.0,0.0,-11946.82175927013,-169.0475278936723,-2540.0
t77,44657.40293506913,0.0,-0.0,3803.1356,-5183.687675506941,0.0,0.0,11322.58000813185,-160.2145071150657,-54083.0,14783.417000622849,0.0,-75.54347826086956,206.4539,-637.3184,0.0,0.0,-11322.58000813185,-160.2145071150657,-2634.0
t78,47747.66788799658,0.0,-0.0,4350.8515,-4657.690100000001,0.0,0.0,11820.6983281541,-167.2628813433805,-58731.0,15036.89919084086,0.0,-0.0,236.18349999999998,-252.8586,0.0,0.0,-11820.6983281541,-167.2628813433805,-2865.0
t79,48580.83383650996,1132.0600000000002,-0.0,5926.9804,-218.54374441605898,0.0,0.0,12204.045859184955,-172.6872489074671,-67084.0,15536.68165699989,0.0,-0.0,321.7387,-0.0,0.0,0.0,-12204.045859184955,-172.6872489074671,-3309.0
t80,46268.567824906684,2267.8,-0.0,6069.232400000001,-0.0,0.0,0.0,13856.734706847175,-196.07279610188752,-68052.0,15312.929599050949,1937.5,-0.0,329.4507,-0.0,0.0,0.0,-13856.734706847175,-196.07279610188752,-3331.0
t81,48730.49813607665,0.0,-0.0,5544.2876,-3470.514255583941,0.0,0.0,14364.238317352294,-203.25397219053494,-64566.0,16395.828161733363,1406.2400000000002,-0.0,300.9509,-200.2728,0.0,0.0,-14364.238317352294,-203.25397219053494,-3132.0
t82,48149.991441719365,0.0,-13.260205623666499,4583.9416,-6608.252100000001,0.0,0.0,15397.325426950922,-217.87215479135554,-60878.0,18856.916236533634,0.0,-0.0,248.81990000000002,-358.66639999999995,0.0,0.0,-15397.325426950922,-217.87215479135554,-2914.0
t83,40599.287021472934,11.223438039871326,-0.0,4515.0833999999995,-0.0,0.0,0.0,14014.004316096643,-198.2981610727675,-58547.0,16963.52133824218,0.0,-0.0,245.0793,-0.0,0.0,0.0,-14014.004316096643,-198.2981610727675,-2798.0
t84,44895.071675495245,0.0,-1749.0478260869563,4295.0071,-7022.2583959443655,0.0,0.0,16529.0,-233.88535,-56284.0,22236.636899999998,0.0,-1937.5,233.1291,-866.4952999999999,0.0,0.0,-16529.0,-233.88535,-2669.0
t85,48296.15342406553,0.0,-2267.8,4358.8896,-7809.970345815841,0.0,0.0,13051.074585997965,-184.6727053918712,-55063.0,17928.05959678171,0.0,-1937.5,236.5993,-203.7389,0.0,0.0,-13051.074585997965,-184.6727053918712,-2603.0
t86,47644.39947952079,0.0,-0.0,4222.1887,-6660.781780850158,0.0,0.0,9200.571631978253,-130.18808859249228,-53950.0,11985.934409163237,0.0,-0.0,223.20720000000003,-206.19380000000004,0.0,0.0,-9200.571631978253,-130.18808859249228,-2542.0
t87,45760.15111459787,0.0,-0.0,4455.4815,-6259.170577389632,0.0,0.0,10018.050649640492,-141.75541669241295,-53495.0,12879.357861286187,0.0,-75.54347826086956,241.8447,-224.0976,0.0,0.0,-10018.050649640492,-141.75541669241295,-2520.0
t88,44630.3235026732,0.0,-0.0,5576.971299999999,-7866.9166,0.0,0.0,12691.801637121245,-179.5889931652656,-54477.0,15750.125423451778,0.0,-0.0,302.73330000000004,-426.8791000000001,0.0,0.0,-12691.801637121245,-179.5889931652656,-2575.0
t89,42598.141213374314,0.0,-0.0,7090.5167,-7299.0434,0.0,0.0,14802.292209621897,-209.45243476614985,-56577.0,17921.5140791542,0.0,-0.0,384.90520000000004,-396.22220000000004,0.0,0.0,-14802.292209621897,-209.45243476614985,-2689.0
t90,48203.250355507625,0.0,-0.0,8569.1572,-7782.3171,0.0,0.0,12013.90490681927,-169.99675443149266,-60468.0,15197.223115682255,0.0,-0.0,465.18210000000005,-422.50680000000006,0.0,0.0,-12013.90490681927,-169.99675443149266,-2886.0
t91,48731.349955540136,0.0,-0.0,7438.8944,-89.3698,0.0,0.0,6524.778530332188,-92.32561620420046,-62225.0,9263.466162740588,0.0,-0.0,403.8152000000001,-4.8515999999999995,0.0,0.0,-6524.778530332188,-92.32561620420046,-2953.0
t92,54570.636363517224,0.0,-0.0,4740.1925,-5045.245241806723,0.0,0.0,5060.634179019667,-71.60797363312828,-58987.0,8315.287626285924,0.0,-0.0,257.30370000000005,-592.7412,0.0,0.0,-5060.634179019667,-71.60797363312828,-2776.0
t93,55336.31307704072,0.0,-0.0,3723.0269999999996,-7841.429734302711,0.0,0.0,6540.178564089652,-92.54352668186857,-57377.0,9232.85431745339,0.0,-0.0,202.0857,-15.674399999999999,0.0,0.0,-6540.178564089652,-92.54352668186857,-2694.0
t94,47151.396639343904,0.0,-0.0,2964.1178999999997,-686.8332,0.0,0.0,5951.75518588042,-84.21733588020794,-55016.0,8569.544457640835,0.0,-0.0,160.89010000000002,-37.2447,0.0,0.0,-5951.75518588042,-84.21733588020794,-2573.0
t95,50744.04055998373,0.0,-0.0,2310.806,-6568.384023890565,0.0,0.0,5440.50562660362,-76.98315461644121,-51577.0,8328.797335836502,0.0,-0.0,125.42700000000002,-447.7524,0.0,0.0,-5440.50562660362,-76.98315461644121,-2412.0
t96,41812.00525612868,0.0,-0.0,2117.0598,-1092.4473,0.0,0.0,6172.053202979558,-87.33455282216073,-48638.0,8579.887808623878,0.0,-0.0,112.11530000000002,-59.280800000000006,0.0,0.0,-6172.053202979558,-87.33455282216073,-2286.0
t97,42636.250696491465,0.0,-0.0,2126.2609,-3358.4134000000004,0.0,0.0,6141.714167924729,-86.90525547613491,-47176.0,8611.252478876999,0.0,-0.0,115.4171,-176.1449,0.0,0.0,-6141.714167924729,-86.90525547613491,-2235.0
t98,40467.55147739938,0.0,-0.0,442.26910000000004,-346.21750000000003,0.0,0.0,6684.572168431136,-94.58669618330056,-46863.0,9108.909660797739,0.0,-0.0,27.5423,-27.706400000000002,0.0,0.0,-6684.572168431136,-94.58669618330056,-2235.0
t99,38416.14430404907,0.0,-0.0,2388.3195,-319.1586,0.0,0.0,6866.004579000567,-97.15396479285802,-46961.0,9192.958508586284,0.0,-0.0,129.6479,-15.293899999999997,0.0,0.0,-6866.004579000567,-97.15396479285802,-2247.0
t100,44342.45481759991,0.0,-0.0,2659.9531,-4793.5264,0.0,0.0,5949.490929159214,-84.18529664760287,-47794.0,8537.03662245442,0.0,-0.0,144.394,-266.5691,0.0,0.0,-5949.490929159214,-84.18529664760287,-2297.0
t101,47351.09484043707,0.0,-0.0,315.6622,-3698.0312000000004,0.0,0.0,6070.058673486518,-85.89133022983422,-49671.0,8501.790133946186,0.0,-0.0,158.36260000000001,-23.3114,0.0,0.0,-6070.058673486518,-85.89133022983422,-2395.0
t102,50305.38486084811,0.0,-0.0,3476.9822000000004,-3599.616,0.0,0.0,4488.268799645784,-63.509003514987846,-54348.0,7579.76090667576,0.0,-0.0,188.74149999999997,-526.2156,0.0,0.0,-4488.268799645784,-63.509003514987846,-2627.0
t103,51221.18155694124,1132.0600000000002,-0.0,4931.435600000001,-0.0,0.0,0.0,5198.633510969269,-73.56066418021516,-62318.0,6575.741999805399,1546.3223395242994,-0.0,267.69050000000004,-0.0,0.0,0.0,-5198.633510969269,-73.56066418021516,-3044.0
