Resource,RE_DAC_1,RE_DAC_2,RE_DAC_1,RE_DAC_2
x131,-117.99442683446738,-0.0,-117.99442683446738,0.0
x132,-117.99442683446738,-0.0,-117.99442683446738,0.0
x133,-117.99442683446738,-0.0,-117.99442683446738,0.0
x134,-117.99442683446738,-0.0,-117.99442683446738,0.0
x135,-117.99442683446738,-0.0,-117.99442683446738,0.0
x136,-117.99442683446738,-0.0,-117.99442683446738,0.0
x137,-117.99442683446738,-0.0,-117.99442683446738,0.0
x138,-117.99442683446738,-0.0,-117.99442683446738,0.0
x139,-117.99442683446738,-0.0,-117.99442683446738,0.0
x140,-117.99442683446738,-0.0,-117.99442683446738,0.0
x141,-117.99442683446738,-0.0,-117.99442683446738,0.0
x142,-117.99442683446738,-0.0,-117.99442683446738,0.0
x143,-117.99442683446738,-0.0,-117.99442683446738,0.0
x144,-117.99442683446738,-0.0,-117.99442683446738,0.0
x145,-117.99442683446738,-0.0,-117.99442683446738,0.0
x146,-117.99442683446738,-0.0,-117.99442683446738,0.0
x147,-117.99442683446738,-0.0,-117.99442683446738,0.0
x148,-117.99442683446738,-0.0,-117.99442683446738,0.0
x149,-117.99442683446738,-0.0,-117.99442683446738,0.0
x150,-117.99442683446738,-0.0,-117.99442683446738,0.0
x151,-117.99442683446738,-0.0,-117.99442683446738,0.0
x152,-117.99442683446738,-0.0,-117.99442683446738,0.0
x153,-117.99442683446738,-0.0,-117.99442683446738,0.0
x154,-117.99442683446738,-0.0,-117.99442683446738,0.0
x155,-117.99442683446738,-0.0,-117.99442683446738,0.0
x156,-117.99442683446738,-0.0,-117.99442683446738,0.0
x157,-117.99442683446738,-0.0,-117.99442683446738,0.0
x158,-117.99442683446738,-0.0,-117.99442683446738,0.0
x159,-117.99442683446738,-0.0,-117.99442683446738,0.0
x160,-117.99442683446738,-0.0,-117.99442683446738,0.0
x161,-117.99442683446738,-0.0,-117.99442683446738,0.0
x162,-117.99442683446738,-0.0,-117.99442683446738,0.0
x163,-10.950104076970815,-0.0,-10.950104076970815,0.0
x164,-117.99442683446738,-0.0,-117.99442683446738,0.0
x165,-117.99442683446738,-0.0,-117.99442683446738,0.0
x166,-117.99442683446738,-0.0,-117.99442683446738,0.0
x167,-117.99442683446738,-0.0,-117.99442683446738,0.0
x168,-117.99442683446738,-0.0,-117.99442683446738,0.0
x169,-117.99442683446738,-0.0,-117.99442683446738,0.0
x170,-117.99442683446738,-0.0,-117.99442683446738,0.0
x171,-117.99442683446738,-0.0,-117.99442683446738,0.0
x172,-117.99442683446738,-0.0,-117.99442683446738,0.0
x173,-117.99442683446738,-0.0,-117.99442683446738,0.0
x174,-117.99442683446738,-0.0,-117.99442683446738,0.0
x175,-117.99442683446738,-0.0,-117.99442683446738,0.0
x176,-117.99442683446738,-0.0,-117.99442683446738,0.0
x177,-117.99442683446738,-0.0,-117.99442683446738,0.0
x178,-117.99442683446738,-0.0,-117.99442683446738,0.0
x179,-117.99442683446738,-0.0,-117.99442683446738,0.0
x180,-117.99442683446738,-0.0,-117.99442683446738,0.0
x181,-117.99442683446738,-0.0,-117.99442683446738,0.0
x182,-117.99442683446738,-0.0,-117.99442683446738,0.0
x183,-117.99442683446738,-0.0,-117.99442683446738,0.0
x184,-117.99442683446738,-0.0,-117.99442683446738,0.0
x185,-117.99442683446738,-0.0,-117.99442683446738,0.0
x186,-117.99442683446738,-0.0,-117.99442683446738,0.0
x187,-117.99442683446738,-0.0,-117.99442683446738,0.0
x188,-117.99442683446738,-0.0,-117.99442683446738,0.0
x189,-117.99442683446738,-0.0,-117.99442683446738,0.0
x190,-117.99442683446738,-0.0,-117.99442683446738,0.0
x191,-117.99442683446738,-0.0,-117.99442683446738,0.0
x192,-117.99442683446738,-0.0,-117.99442683446738,0.0
x193,-117.99442683446738,-0.0,-117.99442683446738,0.0
x194,-117.99442683446738,-0.0,-117.99442683446738,0.0
x195,-117.99442683446738,-0.0,-117.99442683446738,0.0
x196,-117.99442683446738,-0.0,-117.99442683446738,0.0
x197,-117.99442683446738,-0.0,-117.99442683446738,0.0
x198,-117.99442683446738,-0.0,-117.99442683446738,0.0
x199,-117.99442683446738,-0.0,-117.99442683446738,0.0
x200,-117.99442683446738,-0.0,-117.99442683446738,0.0
x201,-117.99442683446738,-0.0,-117.99442683446738,0.0
x202,-117.99442683446738,-0.0,-117.99442683446738,0.0
x203,-117.99442683446738,-0.0,-117.99442683446738,0.0
x204,-117.99442683446738,-0.0,-117.99442683446738,0.0
x205,-117.99442683446738,-0.0,-117.99442683446738,0.0
x206,-117.99442683446738,-0.0,-117.99442683446738,0.0
x207,-117.99442683446738,-0.0,-117.99442683446738,0.0
x208,-117.99442683446738,-0.0,-117.99442683446738,0.0
x209,-117.99442683446738,-0.0,-117.99442683446738,0.0
x210,-117.99442683446738,-0.0,-117.99442683446738,0.0
x211,-117.99442683446738,-0.0,-117.99442683446738,0.0
x212,-117.99442683446738,-0.0,-117.99442683446738,0.0
x213,-117.99442683446738,-0.0,-117.99442683446738,0.0
x214,-117.99442683446738,-0.0,-117.99442683446738,0.0
x215,-117.99442683446738,-0.0,-117.99442683446738,0.0
x216,-117.99442683446738,-0.0,-117.99442683446738,0.0
x217,-117.99442683446738,-0.0,-117.99442683446738,0.0
x218,-117.99442683446738,-0.0,-117.99442683446738,0.0
x219,-117.99442683446738,-0.0,-117.99442683446738,0.0
x220,-117.99442683446738,-0.0,-117.99442683446738,0.0
x221,-117.99442683446738,-0.0,-117.99442683446738,0.0
x222,-117.99442683446738,-0.0,-117.99442683446738,0.0
x223,-117.99442683446738,-0.0,-117.99442683446738,0.0
x224,-117.99442683446738,-0.0,-117.99442683446738,0.0
x225,-117.99442683446738,-0.0,-117.99442683446738,0.0
x226,-117.99442683446738,-0.0,-117.99442683446738,0.0
x227,-117.99442683446738,-0.0,-117.99442683446738,0.0
x228,-117.99442683446738,-0.0,-117.99442683446738,0.0
x229,-117.99442683446738,-0.0,-117.99442683446738,0.0
x230,-117.99442683446738,-0.0,-117.99442683446738,0.0
x231,-117.99442683446738,-0.0,-117.99442683446738,0.0
x232,-117.99442683446738,-0.0,-117.99442683446738,0.0
x233,-117.99442683446738,-0.0,-117.99442683446738,0.0
x234,-117.99442683446738,-0.0,-117.99442683446738,0.0
x235,-10.950104076970815,-0.0,-10.950104076970815,0.0
x236,-117.99442683446738,-0.0,-117.99442683446738,0.0
x237,-117.99442683446738,-0.0,-117.99442683446738,0.0
x238,-117.99442683446738,-0.0,-117.99442683446738,0.0
x239,-117.99442683446738,-0.0,-117.99442683446738,0.0
x240,-117.99442683446738,-0.0,-117.99442683446738,0.0
x241,-117.99442683446738,-0.0,-117.99442683446738,0.0
x242,-117.99442683446738,-0.0,-117.99442683446738,0.0
x243,-117.99442683446738,-0.0,-117.99442683446738,0.0
x244,-117.99442683446738,-0.0,-117.99442683446738,0.0
x245,-117.99442683446738,-0.0,-117.99442683446738,0.0
x246,-117.99442683446738,-0.0,-117.99442683446738,0.0
x247,-117.99442683446738,-0.0,-117.99442683446738,0.0
x248,-117.99442683446738,-0.0,-117.99442683446738,0.0
x249,-117.99442683446738,-0.0,-117.99442683446738,0.0
x250,-117.99442683446738,-0.0,-117.99442683446738,0.0
x251,-117.99442683446738,-0.0,-117.99442683446738,0.0
x252,-117.99442683446738,-0.0,-117.99442683446738,0.0
x253,-117.99442683446738,-0.0,-117.99442683446738,0.0
x254,-117.99442683446738,-0.0,-117.99442683446738,0.0
x255,-117.99442683446738,-0.0,-117.99442683446738,0.0
x256,-117.99442683446738,-0.0,-117.99442683446738,0.0
x257,-117.99442683446738,-0.0,-117.99442683446738,0.0
x258,-117.99442683446738,-0.0,-117.99442683446738,0.0
x259,-117.99442683446738,-0.0,-117.99442683446738,0.0
x260,-117.99442683446738,-0.0,-117.99442683446738,0.0
x261,-117.99442683446738,-0.0,-117.99442683446738,0.0
x262,-117.99442683446738,-0.0,-117.99442683446738,0.0
x263,-117.99442683446738,-0.0,-117.99442683446738,0.0
x264,-117.99442683446738,-0.0,-117.99442683446738,0.0
x265,-117.99442683446738,-0.0,-117.99442683446738,0.0
x266,-117.99442683446738,-0.0,-117.99442683446738,0.0
x267,-117.99442683446738,-0.0,-117.99442683446738,0.0
x268,-117.99442683446738,-0.0,-117.99442683446738,0.0
x269,-117.99442683446738,-0.0,-117.99442683446738,0.0
x270,-117.99442683446738,-0.0,-117.99442683446738,0.0
x271,-117.99442683446738,-0.0,-117.99442683446738,0.0
x272,-10.950104076970812,-0.0,-10.950104076970812,0.0
x273,-117.99442683446738,-0.0,-117.99442683446738,0.0
x274,-117.99442683446738,-0.0,-117.99442683446738,0.0
x275,-117.99442683446738,-0.0,-117.99442683446738,0.0
x276,-117.99442683446738,-0.0,-117.99442683446738,0.0
x277,-117.99442683446738,-0.0,-117.99442683446738,0.0
x278,-117.99442683446738,-0.0,-117.99442683446738,0.0
x279,-117.99442683446738,-0.0,-117.99442683446738,0.0
x280,-117.99442683446738,-0.0,-117.99442683446738,0.0
x281,-117.99442683446738,-0.0,-117.99442683446738,0.0
x282,-117.99442683446738,-0.0,-117.99442683446738,0.0
x283,-117.99442683446738,-0.0,-117.99442683446738,0.0
x284,-117.99442683446738,-0.0,-117.99442683446738,0.0
x285,-117.99442683446738,-0.0,-117.99442683446738,0.0
x286,-117.99442683446738,-0.0,-117.99442683446738,0.0
x287,-117.99442683446738,-0.0,-117.99442683446738,0.0
x288,-117.99442683446738,-0.0,-117.99442683446738,0.0
x289,-117.99442683446738,-0.0,-117.99442683446738,0.0
x290,-117.99442683446738,-0.0,-117.99442683446738,0.0
x291,-117.99442683446738,-0.0,-117.99442683446738,0.0
x292,-117.99442683446738,-0.0,-117.99442683446738,0.0
x293,-117.99442683446738,-0.0,-117.99442683446738,0.0
x294,-117.99442683446738,-0.0,-117.99442683446738,0.0
x295,-117.99442683446738,-0.0,-117.99442683446738,0.0
x296,-10.950104076970815,-0.0,-10.950104076970815,0.0
x297,-117.99442683446738,-0.0,-117.99442683446738,0.0
x298,-117.99442683446738,-0.0,-117.99442683446738,0.0
x299,-117.99442683446738,-0.0,-117.99442683446738,0.0
x300,-117.99442683446738,-0.0,-117.99442683446738,0.0
x301,-117.99442683446738,-0.0,-117.99442683446738,0.0
x302,-117.99442683446738,-0.0,-117.99442683446738,0.0
x303,-117.99442683446738,-0.0,-117.99442683446738,0.0
x304,-117.99442683446738,-0.0,-117.99442683446738,0.0
x305,-117.99442683446738,-0.0,-117.99442683446738,0.0
x306,-117.99442683446738,-0.0,-117.99442683446738,0.0
x307,-11.799442683446737,-0.0,-11.799442683446737,0.0
x308,-117.99442683446738,-0.0,-117.99442683446738,0.0
x309,-117.99442683446738,-0.0,-117.99442683446738,0.0
x310,-117.99442683446738,-0.0,-117.99442683446738,0.0
x311,-117.99442683446738,-0.0,-117.99442683446738,0.0
x312,-117.99442683446738,-0.0,-117.99442683446738,0.0
x313,-117.99442683446738,-0.0,-117.99442683446738,0.0
x314,-117.99442683446738,-0.0,-117.99442683446738,0.0
x315,-117.99442683446738,-0.0,-117.99442683446738,0.0
x316,-117.99442683446738,-0.0,-117.99442683446738,0.0
x317,-117.99442683446738,-0.0,-117.99442683446738,0.0
x318,-117.99442683446738,-0.0,-117.99442683446738,0.0
x319,-117.99442683446738,-0.0,-117.99442683446738,0.0
x320,-117.99442683446738,-0.0,-117.99442683446738,0.0
x321,-117.99442683446738,-0.0,-117.99442683446738,0.0
x322,-117.99442683446738,-0.0,-117.99442683446738,0.0
x323,-117.99442683446738,-0.0,-117.99442683446738,0.0
x324,-117.99442683446738,-0.0,-117.99442683446738,0.0
x325,-117.99442683446738,-0.0,-117.99442683446738,0.0
x326,-117.99442683446738,-0.0,-117.99442683446738,0.0
x327,-117.99442683446738,-0.0,-117.99442683446738,0.0
x328,-117.99442683446738,-0.0,-117.99442683446738,0.0
x329,-117.99442683446738,-0.0,-117.99442683446738,0.0
x330,-117.99442683446738,-0.0,-117.99442683446738,0.0
x331,-10.950104076970815,-0.0,-10.950104076970815,0.0
x332,-117.99442683446738,-0.0,-117.99442683446738,0.0
x333,-117.99442683446738,-0.0,-117.99442683446738,0.0
x334,-117.99442683446738,-0.0,-117.99442683446738,0.0
x335,-117.99442683446738,-0.0,-117.99442683446738,0.0
x336,-117.99442683446738,-0.0,-117.99442683446738,0.0
x337,-117.99442683446738,-0.0,-117.99442683446738,0.0
x338,-117.99442683446738,-0.0,-117.99442683446738,0.0
x339,-117.99442683446738,-0.0,-117.99442683446738,0.0
x340,-117.99442683446738,-0.0,-117.99442683446738,0.0
x341,-117.99442683446738,-0.0,-117.99442683446738,0.0
x342,-117.99442683446738,-0.0,-117.99442683446738,0.0
x343,-117.99442683446738,-0.0,-117.99442683446738,0.0
x344,-117.99442683446738,-0.0,-117.99442683446738,0.0
x345,-117.99442683446738,-0.0,-117.99442683446738,0.0
x346,-117.99442683446738,-0.0,-117.99442683446738,0.0
x347,-117.99442683446738,-0.0,-117.99442683446738,0.0
x348,-117.99442683446738,-0.0,-117.99442683446738,0.0
x349,-117.99442683446738,-0.0,-117.99442683446738,0.0
x350,-117.99442683446738,-0.0,-117.99442683446738,0.0
x351,-117.99442683446738,-0.0,-117.99442683446738,0.0
x352,-117.99442683446738,-0.0,-117.99442683446738,0.0
x353,-117.99442683446738,-0.0,-117.99442683446738,0.0
x354,-117.99442683446738,-0.0,-117.99442683446738,0.0
x355,-117.99442683446738,-0.0,-117.99442683446738,0.0
x356,-117.99442683446738,-0.0,-117.99442683446738,0.0
x357,-117.99442683446738,-0.0,-117.99442683446738,0.0
x358,-117.99442683446738,-0.0,-117.99442683446738,0.0
x359,-117.99442683446738,-0.0,-117.99442683446738,0.0
x360,-117.99442683446738,-0.0,-117.99442683446738,0.0
x361,-117.99442683446738,-0.0,-117.99442683446738,0.0
x362,-117.99442683446738,-0.0,-117.99442683446738,0.0
x363,-117.99442683446738,-0.0,-117.99442683446738,0.0
x364,-117.99442683446738,-0.0,-117.99442683446738,0.0
x365,-117.99442683446738,-0.0,-117.99442683446738,0.0
x366,-117.99442683446738,-0.0,-117.99442683446738,0.0
x367,-117.99442683446738,-0.0,-117.99442683446738,0.0
x368,-117.99442683446738,-0.0,-117.99442683446738,0.0
x369,-117.99442683446738,-0.0,-117.99442683446738,0.0
x370,-117.99442683446738,-0.0,-117.99442683446738,0.0
x371,-117.99442683446738,-0.0,-117.99442683446738,0.0
x372,-117.99442683446738,-0.0,-117.99442683446738,0.0
x373,-117.99442683446738,-0.0,-117.99442683446738,0.0
x374,-117.99442683446738,-0.0,-117.99442683446738,0.0
x375,-117.99442683446738,-0.0,-117.99442683446738,0.0
x376,-117.99442683446738,-0.0,-117.99442683446738,0.0
x377,-117.99442683446738,-0.0,-117.99442683446738,0.0
x378,-117.99442683446738,-0.0,-117.99442683446738,0.0
x379,-117.99442683446738,-0.0,-117.99442683446738,0.0
x380,-10.950104076970815,-0.0,-10.950104076970815,0.0
x381,-117.99442683446738,-0.0,-117.99442683446738,0.0
x382,-117.99442683446738,-0.0,-117.99442683446738,0.0
x383,-117.99442683446738,-0.0,-117.99442683446738,0.0
x384,-117.99442683446738,-0.0,-117.99442683446738,0.0
x385,-117.99442683446738,-0.0,-117.99442683446738,0.0
x386,-117.99442683446738,-0.0,-117.99442683446738,0.0
x387,-117.99442683446738,-0.0,-117.99442683446738,0.0
x388,-117.99442683446738,-0.0,-117.99442683446738,0.0
x389,-117.99442683446738,-0.0,-117.99442683446738,0.0
x390,-117.99442683446738,-0.0,-117.99442683446738,0.0
x391,-117.99442683446738,-0.0,-117.99442683446738,0.0
x392,-117.99442683446738,-0.0,-117.99442683446738,0.0
x393,-117.99442683446738,-0.0,-117.99442683446738,0.0
x394,-117.99442683446738,-0.0,-117.99442683446738,0.0
x395,-117.99442683446738,-0.0,-117.99442683446738,0.0
x396,-117.99442683446738,-0.0,-117.99442683446738,0.0
x397,-117.99442683446738,-0.0,-117.99442683446738,0.0
x398,-117.99442683446738,-0.0,-117.99442683446738,0.0
x399,-117.99442683446738,-0.0,-117.99442683446738,0.0
x400,-117.99442683446738,-0.0,-117.99442683446738,0.0
x401,-117.99442683446738,-0.0,-117.99442683446738,0.0
x402,-117.99442683446738,-0.0,-117.99442683446738,0.0
x403,-117.99442683446738,-0.0,-117.99442683446738,0.0
x404,-117.99442683446738,-0.0,-117.99442683446738,0.0
x405,-117.99442683446738,-0.0,-117.99442683446738,0.0
x406,-117.99442683446738,-0.0,-117.99442683446738,0.0
x407,-117.99442683446738,-0.0,-117.99442683446738,0.0
x408,-117.99442683446738,-0.0,-117.99442683446738,0.0
x409,-117.99442683446738,-0.0,-117.99442683446738,0.0
x410,-117.99442683446738,-0.0,-117.99442683446738,0.0
x411,-117.99442683446738,-0.0,-117.99442683446738,0.0
x412,-117.99442683446738,-0.0,-117.99442683446738,0.0
x413,-117.99442683446738,-0.0,-117.99442683446738,0.0
x414,-117.99442683446738,-0.0,-117.99442683446738,0.0
x415,-117.99442683446738,-0.0,-117.99442683446738,0.0
x416,-10.950104076970812,-0.0,-10.950104076970812,0.0
x417,-117.99442683446738,-0.0,-117.99442683446738,0.0
x418,-117.99442683446738,-0.0,-117.99442683446738,0.0
x419,-117.99442683446738,-0.0,-117.99442683446738,0.0
x420,-117.99442683446738,-0.0,-117.99442683446738,0.0
x421,-117.99442683446738,-0.0,-117.99442683446738,0.0
x422,-117.99442683446738,-0.0,-117.99442683446738,0.0
x423,-117.99442683446738,-0.0,-117.99442683446738,0.0
x424,-117.99442683446738,-0.0,-117.99442683446738,0.0
x425,-117.99442683446738,-0.0,-117.99442683446738,0.0
x426,-117.99442683446738,-0.0,-117.99442683446738,0.0
x427,-11.799442683446738,-0.0,-11.799442683446738,0.0
x428,-117.99442683446738,-0.0,-117.99442683446738,0.0
x429,-117.99442683446738,-0.0,-117.99442683446738,0.0
x430,-117.99442683446738,-0.0,-117.99442683446738,0.0
x431,-117.99442683446738,-0.0,-117.99442683446738,0.0
x432,-117.99442683446738,-0.0,-117.99442683446738,0.0
x433,-117.99442683446738,-0.0,-117.99442683446738,0.0
x434,-117.99442683446738,-0.0,-117.99442683446738,0.0
x435,-117.99442683446738,-0.0,-117.99442683446738,0.0
x436,-117.99442683446738,-0.0,-117.99442683446738,0.0
x437,-117.99442683446738,-0.0,-117.99442683446738,0.0
x438,-117.99442683446738,-0.0,-117.99442683446738,0.0
x439,-117.99442683446738,-0.0,-117.99442683446738,0.0
x440,-117.99442683446738,-0.0,-117.99442683446738,0.0
x441,-11.799442683446737,-0.0,-11.799442683446737,0.0
x442,-117.99442683446738,-0.0,-117.99442683446738,0.0
x443,-117.99442683446738,-0.0,-117.99442683446738,0.0
x444,-117.99442683446738,-0.0,-117.99442683446738,0.0
x445,-117.99442683446738,-0.0,-117.99442683446738,0.0
x446,-117.99442683446738,-0.0,-117.99442683446738,0.0
x447,-117.99442683446738,-0.0,-117.99442683446738,0.0
x448,-117.99442683446738,-0.0,-117.99442683446738,0.0
x449,-117.99442683446738,-0.0,-117.99442683446738,0.0
x450,-117.99442683446738,-0.0,-117.99442683446738,0.0
x451,-10.950104076970812,-0.0,-10.950104076970812,0.0
x452,-117.99442683446738,-0.0,-117.99442683446738,0.0
x453,-117.99442683446738,-0.0,-117.99442683446738,0.0
x454,-117.99442683446738,-0.0,-117.99442683446738,0.0
x455,-117.99442683446738,-0.0,-117.99442683446738,0.0
x456,-117.99442683446738,-0.0,-117.99442683446738,0.0
x457,-117.99442683446738,-0.0,-117.99442683446738,0.0
x458,-117.99442683446738,-0.0,-117.99442683446738,0.0
x459,-117.99442683446738,-0.0,-117.99442683446738,0.0
x460,-117.99442683446738,-0.0,-117.99442683446738,0.0
x461,-117.99442683446738,-0.0,-117.99442683446738,0.0
x462,-117.99442683446738,-0.0,-117.99442683446738,0.0
